OBJECTID,PARKID2,NAME,CLASS,NPU1,DISTRICT,ADDRESS,GIS_AC,FILE_AC,PARCEL_ID,PARKID,PARKID2_1,FORMERNAME,NEIGHBOR,ZIP,CDP,X_TRLPAV,X_TRLNPAV,COUNTY,ACQ_NOTES,PAVILIONS,PLAYGROUND,PIC_SHEL,PLAYGR_SF,UPARR,FUND_SRC,LWCF,GAZEBO,PICNICTABL,PARKGRILL1,RESTROOMS,PV_PRKSPAC,BALLFIELDS,SOCCER,TENNIS,TRL_TYPE,TRL_NUM,TRL_LEN,TEN_PRAC,BBALL,VOLLEYBALL,POOL,POOLSIZE,GYM,PV_SQ_FT,GZBOSQFT,PARKDRINK,PARKBENCH,PSPACES,RECCEN,ADOPTED,SURV_TYPE,SURV_DATE,SURV_AC,FEATURE,COVBB,DOGPARK,TRACK,NAT,GOLF,OPFIELD,AREA_FIN,FACIL_YN,ACQUIRED,POOLENGTH,BELTLIN,PLSIZYDS,SPLASHYDS,NOTES,RECCTRCLS,RECCTRNM,RECCTRFT2,SPECFAC,COMCTRNAM,COMCTRCLS,SPFACFT2,OWNER,COMCTRFT2,XDLIST,GIS_ISTHER,GIS_WPIN,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
1372,MCWI,McKinley-Wilson Circle,G,C,8,McKinley Rd./Wilson Rd. NW,0.05449395646,0.25, ,MCWI,, ,Wildwood-Springlake,30318, ,0,0,FULTON,from Fult,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0,1, ,0, , ,,0, ,0,0,0,0,0,0,0.054,1,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{B8F73990-A2D8-43B0-890B-DD5507C264A8},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1373,HOGL,Howell Mill at Glenbrook Park,G,C,8,Howell Mill Rd./Glenbrook Dr. NW,0.01863514479,0.1, ,HOGL,, ,Wildwood-Springlake,30318, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Wildwood, ,,0, ,0,0,0,0,0,0,0.019,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{DF8CD601-7D72-4C80-9968-E1EA7BAE34B7},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1374,CATR,Castlewood Triangle,G,C,8,Castlewood Dr. NW at Edinboro Rd.,0.4088718057,0.9,17 01560004001,CATR,, ,Howell Mill North,30327, ,0,0,FULTON, ,0,0,0,0, , , ,0,1,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.409,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{EDAE0DCD-3443-4F43-8363-35DFAFFF30DE},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1375,MOCI,Mornington Circle,G,C,8,End of Mornington Dr. NW,0.15646663376,0.4, ,MOCI,, ,Howell Mill North,30327, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.156,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{C9E416C4-1F72-433C-9AC8-23413C60AAAF},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1376,MONO,Moores Mill-Northside Pkwy Triangle,G,C,8,Moores Mill Rd./N'side Pkwy. NW,0.03497278639,0.25, ,MONO,, ,Howell Mill North,30327, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,2 triangl,0,0,0,0,0,0,0.035,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{F0A12C8B-C517-41C3-B2A7-28DBC6A8E7F2},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1377,PEHI,Peachtree Hills Park,C,B,7,308 Peachtree Hills Ave. NE,7.51480215261,7.2,17 00580001006,PEHI,, ,Peachtree Hills,30305,Y,0,0,FULTON,from Fult,0,1,1,2340, , , ,0,0,0,0,0,1, ,3, , , ,y,0,0, ,0,1,0,0,0, , ,1, , ,,0,Recreatio,0,0,0,0,0,0,7.2,1,1973-07-28T00:00:00.000Z,0, ,0,0, ,3,Peachtree Hills,10000, , , ,0, ,0, ,0,1,{957126A9-E1DD-4D6A-BE33-BAD3B328C035},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1378,ALEX,Alexander Park,CN,B,7,E. Wesley Rd. at Alexander Dr. NW,10.9549624767,11.6,17 00590001073,ALEX,, ,Garden Hills,30305, ,0,0,FULTON,from Fult,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,Undevelop,0,0,0,0,0,0,11.6,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{E36E4204-C40F-4D13-861D-6284FF7FADFF},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1379,BIAR,Birchwood-Arlene Triangle,G,B,7,"Birchwood Dr./Arlene Way, NE",0.04565597424,0.1, ,BIAR,, ,Garden Hills,30305, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Garden Hi, ,,0, ,0,0,0,0,0,0,0.046,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{DB9B6166-B8DC-4227-AD8D-ED28DDB47514},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1380,SUNN,Sunnybrook Park,N,B,7,Pinetree Dr. at Brentwood Dr. NE,2.20618289674,2.4,17 00600005090,SUNN,, ,Garden Hills,30305, ,0,0,FULTON,from Fult,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0,1, ,0, , ,,0,Creek,0,0,0,0,0,0,2.4,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{4E375CA4-18CF-43A6-A150-4B4C3A37BB10},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1381,PHCI,Pharr Circle Park,G,B,8,End of N. Pharr Ct. NW,0.28065958096,0.25, ,PHCI,, ,Buckhead,30305, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.281,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{B2EE7A76-842D-41F2-B91C-05D04B144EAE},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1382,RUCI,Rumson Road Circle,G,B,7,Rumson Rd./Rumson Way NE,0.03224847422,0.1, ,RUCI,, ,Garden Hills,30305, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Garden Hi, ,,0, ,0,0,0,0,0,0,0.032,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{8D99A295-542A-4270-9CF3-ED64D933A6FC},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1383,VHTR,Virginia Highland Triangle,G,F,6,Virginia Av./N. Highland Ave. NE,0.05368539982,0.25, ,VHTR,, ,Virginia-Highland,30306, ,0,0,FULTON,1/1/1952,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Business, ,,0, ,0,0,0,0,0,0,0.054,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{8CB5D9FA-2216-4280-B9D0-6EC2EDFB0C49},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1384,TOTR,Todd Street Triangle,G,F,6,Todd Rd. at Adair Ave. NE,0.02404328817,0.2, ,TOTR,, ,Virginia-Highland,30306, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.024,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{9F42269D-8143-4CF6-8061-904EFDED976E},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1385,SUGA,Sunken Garden Park,B,F,6,1000 E. Rock Springs Rd. NE,0.92122669759,2.8,17 00030007017,SUGA,, ,Morningside-Lenox Park,30306, ,0,0,FULTON, ,0,1,0,2538, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.921,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{E858CA4C-890B-4C95-9F4B-58140DAE61A1},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1386,LEWI,Lenox-Wildwood Park,N,F,6,1760 Lenox Rd. NE,8.46565488123,7.5,17 00030007016,LEWI,,Sussex Park,Morningside-Lenox Park,30306, ,0,0,FULTON, ,0,1,0,3105, , ,y: playgr,0,0,0,0,0,0, ,2, , , ,y,0,0, ,0,0,0,0,0, , ,0, , ,,0,Includes,0,0,0,0,0,0,8.466,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{A6B31B64-FBF6-4B13-A85A-2983891E3871},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1387,LEJO,Lenox and Johnson Road Park,G,F,6,Lenox Rd. at Johnson Rd. NE,0.04752927572,0.1, ,LEJO,, ,Morningside-Lenox Park,30306, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,MLPA, ,,0, ,0,0,0,0,0,0,0.048,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{0BEAF506-7A3A-4CB4-92B1-CBD9AC43CB5F},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1388,ROBI,Robin Lane Park,G,F,6,End of Robin Lane NE,0.01992635926,0.1, ,ROBI,, ,Morningside-Lenox Park,30306, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.02,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{B4503178-DF72-4172-A050-F055B427F9B7},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1389,WIPL,Wildwood Place,G,F,6,End of Wildwood Place NE,0.04808892909,2, ,WIPL,, ,Morningside-Lenox Park,30324, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.048,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{90B8924E-2573-4AAD-ACDC-1A5D2FF99A0F},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1390,WILD,Wildwood Gardens Park,B,F,6,735 Wildwood Rd. NE,1.56046199321,1,17 00510002055,WILD,,Wildwood Park,Morningside-Lenox Park,30324, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,1.56,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{398867C7-4F16-4524-BAD0-4D15F6B4EF8D},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1391,WITR,Wilson Park Triangle,G,F,6,E. Morningside Dr./N. Rock Springs Rd. NE,0.12260777678,0.5, ,WITR,,E. Rock Springs #1,Morningside-Lenox Park,30324, ,0,0,FULTON,from Fult,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,Woodrow W,0,0,0,0,0,0,0.123,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{6D85090F-9DD8-4D0D-B694-3CFA53E41152},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1392,ERTR,E. Rock Springs Triangle,G,F,6,E. Rock Springs Rd./N Pelham Rd. NE,0.12486180343,0.1, ,ERTR,,E. Rock Springs #2,Morningside-Lenox Park,30324, ,0,0,FULTON,from Fult,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,adopted b,0,0,0,0,0,0,0.125,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{637CC6EE-4E99-4176-8081-D393B1DF27E7},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1393,SIMA,Sidney Marcus Park,N,F,6,786 Cumberland Rd. NE,2.68582130944,1.8,17 00510008081,SIMA,, ,Morningside-Lenox Park,30306, ,0,0,FULTON, ,0,1,0,2916, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,2.686,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{2827393F-EA92-47BC-AE21-479E7624DCA4},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1394,SMIT,Smith Park,G,F,6,1571 Piedmont Ave. NE at 1547 Monroe Dr.,0.40611064302,0.5, ,SMIT,, ,Piedmont Heights,30324, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,Fish pool,0,0,0,0,0,0,0.406,1,1932-01-29T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{B622D286-493E-4E81-A39E-224F3E8C8366},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1395,ORME,Orme Park,N,F,6,795 Brookridge Dr. NE,6.25957579186,6.6,17 0053 LL001,ORME,, ,Virginia-Highland,30306,Y,0,1,FULTON, ,0,1,0,7830,y, ,y: 1980,0,2,0,0,0,0, ,0,Nature,1,0.1, ,0,0, ,0,0,0,0,0, , ,0, , ,,0,Creek,0,0,0,0,0,0,6.6,1,1924-04-23T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{C8FBE0DC-DE9D-43A2-8BE9-2483814EE71A},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1396,JOHO,John Howell Memorial Park,N,F,6,"797, 833 & 869 Virginia Ave. NE",3.11700920477,2.8,17 00530009027,JOHO,,Virginia-Highland Park,Virginia-Highland,30306, ,0,0,FULTON,Date gues,0,2,0,2000, , , ,0,0,0,0,0,0, ,0, , , , ,0,1, ,0,0,0,0,0, , ,0, , ,,0,Adopted b,0,0,0,0,0,0,2.8,1,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{A7EC997F-8AA4-46A3-B7EF-313E3D39E4D2},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1397,NOHI,North Highland Terrace Park,G,F,6,N. Highland Terr. near Amsterdam Ave. NE,0.04216350983,0.25, ,NOHI,, ,Virginia-Highland,30306, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.042,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{211BE2CD-DAE3-4E7D-88D9-CD84716C6B1B},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1398,ORTR,Orme Triangle,G,F,6,Orme Circle at Elkmont Dr. NE,0.03951817638,0.1, ,ORTR,, ,Virginia-Highland,30306, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.04,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{9D3BD12B-8FF5-4387-9919-4FA7628146FA},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1399,BMTR,Beverly-Montgomery Ferry Triangle,G,E,6,Beverly Rd./Montgomery Ferry Dr. NE,0.02169505595,0.25, ,BMTR,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON,from Fult,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Ansley Ci, ,,0, ,0,0,0,0,0,0,0.022,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{916B76F2-581C-4551-A4BC-914261D0D521},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1400,BPTR,Beverly-Polo Triangle,G,E,6,Beverly Rd./Polo Dr. NE,0.02286570555,0.35, ,BPTR,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.023,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{10F43927-873A-4189-9CC6-69F4848B841F},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1401,BATR,Beverly-Avery Triangle,G,E,6,Beverly Rd./Avery Dr. NE,0.04409906199,0.25, ,BATR,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Ansley Ci, ,,0, ,0,0,0,0,0,0,0.044,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{FB964426-174A-4AE3-A338-7C61487C28EB},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1402,BACI,Beverly-Avery Circle,G,E,6,Beverly Rd./Avery Cir. NE,0.03481398563,0.35, ,BACI,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.035,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{12A5C22C-7216-4C6A-84E5-4E72BDDB82DD},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1403,MATR,Maddox-Avery Triangle,G,E,6,Maddox Dr./Avery Dr. NE,0.04822110567,0.25, ,MATR,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Ansley Ci, ,,0, ,0,0,0,0,0,0,0.048,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{9349EB83-1BC4-47AF-BE44-F2B3E47FE945},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1404,MOTR,Montgomery Ferry/Golf Cir. Triangle,G,E,6,Montgomery Ferry Rd./Golf Cir. NE,0.02490262126,0.1, ,MOTR,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,3375, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Ansley Ci, ,,0, ,0,0,0,0,0,0,0.025,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{28B9E15D-307F-4519-9C2C-4AAF7B71DC8E},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1405,ZIMM,Zimmer Drive Circle,G,F,6,Zimmer Dr. off N. Highland Ave. NE,0.03758677413,0.1, ,ZIMM,, ,"Grant, Chosewood",30306, ,0,0,DEKALB, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0,PATH,1, , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.038,0,2006-11-11T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{C4DE30FD-6214-45CF-8328-BFA1C96073C6},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1406,HIGR,Hickory Grove Park,G,F,6,Homestead Ave. & Inverness Ave. NE,0.40959397459,0.3,18 00560003001,HIGR,, ,Morningside-Lenox Park,30306, ,0,0,DEKALB, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,1 bench s,0,0,0,0,0,0,0.41,0,1939-05-01T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{95599A59-D2CD-4104-9A34-7128AF6C1036},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1407,NOBL,Noble Park,B,F,6,1710 Noble Dr. NE,0.40476144955,0.4,18-056D01 001,NOBL,, ,Morningside-Lenox Park,30306, ,0,0,DEKALB, ,0,1,0,3402, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,1, , ,0, , ,,0,1 bench s,0,0,0,0,0,0,0.405,1,1939-05-16T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{600AE740-2EB8-474B-BD2F-B3FBE283E821},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1408,HOME,Homestead Park,G,F,6,Meadowdale Av. at Homestead Av. NE,0.15108863729,0.2, ,HOME,, ,Morningside-Lenox Park,30306, ,0,0,DEKALB, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.151,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{B518A35E-49D1-495E-BA9E-2F2D2352BC6C},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1409,BEVA,Beech Valley Triangle,G,F,6,Beech Valley Rd. NE at Beech Val. Way,0.36386153067,0.5, ,BEVA,, ,Morningside-Lenox Park,30306, ,0,0,DEKALB, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.364,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{1D6F99F8-04D6-4070-860A-89261DCFFA13},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1410,GRCH,Greenwood-Charles Allen Triangle,G,E,2,Greenwood Av./Charles Allen Dr. NE,0.03563218003,0.5, ,GRCH,, ,Midtown,30308, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,adopted:,0,0,0,0,0,0,0.036,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{2CCDFE8F-077A-4150-8200-A198EE194BAB},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1411,VEGR,Vedado-Greenwood Triangle,G,E,2,Vedado Way/Greenwood Ave. NE,0.07488639658,0.15, ,VEGR,, ,Midtown,30308, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Snead Van, ,,0,adopted:,0,0,0,0,0,0,0.075,0,1912-03-22T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{D5F27DF9-A7D0-4A89-9EE3-191B0DB13E94},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1412,RAKL,Ray Kluka Memorial Park,G,E,2,Greenwood Ave.Monroe Dr. NE,0.04522558048,0.25, ,RAKL,, ,Midtown,30308, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,0.045,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{2A3EB067-1843-4F47-86FF-D5129284DF64},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1413,EUBA,Eubanks (The Prado) Park,B,E,6,The Prado and Barksdale Dr. NE,1.36871346808,2,17 01050005039,EUBA,,Hat Hole 2,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,1.369,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{2466BC14-3295-496B-A0B2-63C54BE86FBD},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1414,MCCL,McClatchey Park,N,E,6,Avery Dr. and Westminister Dr. NE,4.91363843484,5,17 0055 LL018,MCCL,,Ansley Park Playground,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,1,0,8397, , , ,1,0,0,0,20,0, ,3, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0,Gazebo,0,0,0,0,0,0,5,1,1912-03-22T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{2702D754-5147-4F36-906F-DD98E1D197CC},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1415,ANSL,Ansley Park,N,E,6,"Maddox Dr./E. Park Lane, NE",6.112170736,8,17 00550001012,ANSL,,Hat Hole 1,Sherwood Forest-Ansley Park,30309,Y,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0, , ,,0, ,0,0,0,0,0,0,6.112,0,,0, ,0,0, , , ,0, , , ,0, ,0, ,0,1,{C4A33053-4594-49D5-82E5-2B0A77B8A59E},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1416,PRWE,Prado-Westminster Triangle,G,E,6,The Prado/Westminister Dr. NE,0.0723756507,0.25, ,PRWE,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Ansley Ci, ,,0, ,0,0,0,0,0,0,0.072,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{8E8A7400-3A52-4685-AFAB-E90D4CC73593},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1417,PRSP,Prado-South Prado Circle,G,E,6,The Prado/South Prado NE,0.03014059048,0.2, ,PRSP,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Ansley Ci, ,,0, ,0,0,0,0,0,0,0.03,0,1912-03-22T00:00:00.000Z,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{5822A02D-6A5D-487B-95AE-026E21109BBB},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
1418,PRPI,Prado-Piedmont Beauty Spot,G,E,6,The Prado/Piedmont Rd. NE,0.1175852937,0.25, ,PRPI,, ,Sherwood Forest-Ansley Park,30309, ,0,0,FULTON, ,0,0,0,0, , , ,0,0,0,0,0,0, ,0, , , , ,0,0, ,0,0,0,0,0, , ,0,Ansley Ci, ,,0,Should ha,0,0,0,0,0,0,0.118,0,,0, ,0,0, , , ,0, , , ,0, ,0,,0,0,{624BDDC8-7F6C-4732-BBF5-337D13D5DC52},GIS,2018-11-30T18:56:26.000Z,GIS,2018-11-30T18:56:26.000Z
