X,Y,OBJECTID,SYSSCHOOL,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,FAC_SCHTYP,GRADE_RANGE,SCHOOL_ADD,SCHOOL_CITY,STATE,SCHOOL_ZIP,SCHOOL_PHONE,Num_Tested_All_2017,Average_Score_All_2017,Num_in_HFZ_All_2017,Pct_in_HFZ_All_2017,Num_Tested_Male_2017,Average_Score_Male_2017,Num_in_HFZ_Male_2017,Pct_in_HFZ_Male_2017,Num_Tested_Female_2017,Average_Score_Female_2017,Num_in_HFZ_Female_2017,Pct_in_HFZ_Female_2017,GlobalID,last_edited_date
-85.024426999636077,33.747662000227955,589,6220115,622,Carroll County,0115,Providence Elementary School,E,PK-05,287 Rainey Rd,Temple,GA,30179-3929,770.562.3076,137,41.52,62,45.3,67,42.72,36,53.7,70,40.38,26,37.1,{E9A4036D-FF32-40C6-A3EF-4FC69C13567C},
-85.065926000199724,34.016785999991598,590,7150274,715,Polk County,0274,Eastside Elementary School,E,PK-05,425 Prospect Rd,Rockmart,GA,30153-3530,770.684.5335,234,45.15,125,53.4,117,46.48,74,63.2,117,43.82,51,43.6,{17B5F46C-C724-4DB6-83BF-F0FC69444B29},
-85.000887000135293,33.919912999874725,591,7100210,710,Paulding County,0210,Sara M. Ragsdale Elementary,E,PK-05,528 Holly Springs Rd,Rockmart,GA,30153-5100,770.443.2140,237,39.97,91,38.4,125,40.52,56,44.8,112,39.35,35,31.3,{0BFA0BC8-EF98-477E-8CE1-FC70638ECA6F},
-84.980866999574403,33.839658999837887,592,7104052,710,Paulding County,4052,Union Elementary School,E,PK-05,206 Highway 101 S,Temple,GA,30179-2855,770.443.4191,222,43.78,145,65.3,114,44.76,73,64,108,42.75,72,66.7,{F18C296A-8479-4DE6-A7B4-7E5E5A900660},
-85.039287000498874,33.989479000521051,593,7150210,715,Polk County,0210,Van Wert Elementary School,E,PK-05,370 Atlanta Hwy,Rockmart,GA,30153-2817,770.684.2237,594,43.35,103,17.3,306,45.17,67,21.9,288,41.41,36,12.5,{73A2D3CD-D0B9-438E-AD31-B761D24DEF72},
-85.34904099950991,34.096023000260381,594,7991895,7991895,State Schools- Georgia School for the Deaf,1895,Georgia School for the Deaf,K12,PK-12,232 Perry Farm Rd SW,Cave Spring,GA,30124-3018,706.777.2200,108,43.33,39,36.1,64,45.51,31,48.4,44,40.17,8,18.2,{1E4AF472-F5BC-438A-A3C7-29CF7C1DBC0C},
-85.334089999487773,34.11120100029342,595,6573050,657,Floyd County,3050,Cave Spring Elementary School,E,PK-05,13 Rome Rd SW,Cave Spring,GA,30124-2700,706.777.3371,114,43.96,27,23.7,56,44.29,18,32.1,58,43.64,9,15.5,{C5CB71D5-B897-48C1-8F1E-0EA6490577BD},
-85.234124000300312,34.260004000365363,596,6571050,657,Floyd County,1050,Alto Park Elementary School,E,PK-05,528 Burnett Ferry Rd SW,Rome,GA,30165-3655,706.236.1892,132,41.91,86,65.2,68,42.27,45,66.2,64,41.52,41,64.1,{C361864B-89C9-4BAB-B140-566D97F81589},
-85.232512999647497,34.270339000067054,597,7852054,785,Rome City,2054,West End Elementary School,E,PK-06,5 Brown Fox Dr SW,Rome,GA,30165-3501,706.234.9366,548,42.47,323,58.9,281,43.99,189,67.3,267,40.87,134,50.2,{037976CA-BFDA-42F4-9896-8CC5A636ECC6},
-85.206807999882926,34.266411000479664,598,7850105,785,Rome City,0105,Elm Street Elementary,E,PK-06,8 S Elm St SW,Rome,GA,30165-4002,706.232.5313,1015,40.75,216,21.3,517,41.7,123,23.8,498,39.77,93,18.7,{A59DECE0-ECCA-49C8-9227-57F1637456C7},
-85.239727999479172,34.284903999838079,599,6572052,657,Floyd County,2052,Garden Lakes Elementary School,E,PK-05,2903 Garden Lakes Blvd NW,Rome,GA,30165-1713,706.236.1865,291,41.72,123,42.3,140,42.44,62,44.3,151,41.05,61,40.4,{92A33036-DE77-4348-AE13-0528A4FFBA33},
-85.210447999836489,34.277580000351122,600,7850173,785,Rome City,0173,West Central Elementary School,E,PK-06,409 Lavender Dr NW,Rome,GA,30165-2261,706.235.8836,196,43.33,140,71.4,101,44.47,78,77.2,95,42.12,62,65.3,{D12B9E7F-AAE1-43E9-8851-33540B27BD94},
-85.40909300037768,34.405483999993365,601,6272050,627,Chattooga County,2050,Lyerly Elementary School,E,PK-08,150 Oak Hill Rd,Lyerly,GA,30730-3057,706.895.3323,183,41.73,84,45.9,97,43.05,49,50.5,86,40.25,35,40.7,{A05A174C-A92F-46F1-9CB1-071AF87C6755},
-85.331282000539787,34.510123999433432,602,6270106,627,Chattooga County,0106,Leroy Massey Elementary School,E,PK-05,403 Dot Johnson Way,Summerville,GA,30747-5707,706.857.6660,234,41.94,132,56.4,129,42.81,79,61.2,105,40.88,53,50.5,{F6B50D54-1774-4852-AA4C-FF3D58A7A97C},
-85.324929000566797,34.540206000583687,603,7910101,791,Trion City,0101,Trion Elementary School,E,PK-05,919 Allgood St Ste 1,Trion,GA,30753-1305,706.734.2991,209,41.44,109,52.2,111,42.12,62,55.9,98,40.66,47,48,{ECEC39A8-EFC7-4B0A-9994-80C22070C990},
-85.182811000180294,34.164769999801443,604,6570199,657,Floyd County,0199,Pepperell Elementary,E,03-05,270 Hughes Dairy Rd SE,Lindale,GA,30147-1416,706.290.8527,446,43.21,282,63.2,243,44.56,172,70.8,203,41.6,110,54.2,{3DB1B65C-0961-4558-ABA5-87180C41E295},
-85.17522600009039,34.181025999868496,605,6574054,657,Floyd County,4054,Pepperell Primary,E,PK-02,1 Dragon Dr SE,Lindale,GA,30147-1252,706.236.1835,,,,,,,,,,,,,{D7840492-266E-4B2D-B1F1-C372924DFC4A},
-85.185112999402605,34.219174999579053,606,6570173,657,Floyd County,0173,McHenry Primary,E,PK-02,100 McHenry Dr SW,Rome,GA,30161-4823,706.236.1833,,,,,,,,,,,,,{1FB040EB-C51B-40B4-9628-F65DBF1014A4},
-85.180666000494469,34.24122400017859,607,7850376,785,Rome City,0376,Anna K. Davie Elementary,E,PK-06,24 E Main St SW,Rome,GA,30161-0000,706.232.4913,142,39.52,44,31,76,40.55,31,40.8,66,38.33,13,19.7,{EAAFCCA4-A686-40E4-A199-66FE11BFAA36},
-85.160574999897264,34.233550000438392,608,7850275,785,Rome City,0275,East Central Elementary School,E,PK-06,1502 Dean Ave SE,Rome,GA,30161-7104,706.232.8310,360,44.28,154,42.8,190,45.16,91,47.9,170,43.29,63,37.1,{B72D5A8D-8684-48E4-8846-8BD22282994E},
-85.154949000362066,34.258847999877389,609,7853052,785,Rome City,3052,Main Elementary School,E,PK-06,3 Watters St SE,Rome,GA,30161-5568,706.295.7180,,,,,,,,,,,,,{D9B1A1A0-8409-4167-8C39-86ED2EEE0936},
-85.141075999607295,34.267816000087535,610,7854052,785,Rome City,4052,North Heights Elementary School,E,PK-06,26 Atteiram Dr NE,Rome,GA,30161-5704,706.295.4442,78,39.63,28,35.9,33,40.86,19,57.6,45,38.72,9,20,{8FC954AF-DE83-4C64-899E-31F7E7E415E0},
-85.164525000904675,34.313988000503379,611,6573052,657,Floyd County,3052,Glenwood Primary School,E,PK-02,75 Glenwood School Rd NE,Rome,GA,30165-7459,706.236.1855,,,,,,,,,,,,,{19777CEC-A843-4772-BECA-BEDA7F1BF04F},
-85.09929199978076,34.309657999249744,612,6570188,657,Floyd County,0188,Model Elementary School,E,PK-05,3200 Calhoun Rd NE,Rome,GA,30161-1929,706.236.1827,193,44.23,71,36.8,108,46.33,58,53.7,85,41.56,13,15.3,{FFA6FC55-BB58-4D77-A60F-C73391615FF9},
-84.946431999118587,34.108670000320544,613,6080396,608,Bartow County,0396,Taylorsville Elementary School,E,PK-05,1502 Old Alabama Rd,Taylorsville,GA,30178-1505,770.606.5867,153,45.57,129,84.3,81,46.07,65,80.2,72,45,64,88.9,{5FFCE0B2-C8E1-4012-8F8D-F36779DCECC4},
-85.057983000173195,34.258793000030288,614,6570102,657,Floyd County,0102,Johnson Elementary,E,PK-05,1839 Morrison Camp Ground Rd NE,Rome,GA,30161-9186,706.236.1830,249,43.87,123,49.4,126,45.45,74,58.7,123,42.25,49,39.8,{045126D4-8622-4EE9-A2F7-5F3A316BDAC8},
-84.9356140003772,34.213701000494552,615,6080296,608,Bartow County,0296,Kingston Elementary School,E,PK-05,240 Hardin Bridge Rd,Kingston,GA,30145-2668,770.606.5850,244,40.55,69,28.3,127,41.2,43,33.9,117,39.84,26,22.2,{56C0018E-CE61-447E-B439-546C1CB88101},
-85.172580999955102,34.364821999861348,616,6570195,657,Floyd County,0195,Armuchee Elementary School,E,03-05,5075 Martha Berry Hwy NW,Rome,GA,30165-8662,706.802.6758,,,,,,,,,,,,,{A305D618-DBEC-422A-AE65-42420B498500},
-85.001677999403526,34.438534000511041,617,6640274,664,Gordon County,0274,Swain Elementary School,E,PK-05,2505 Rome Rd SW,Plainville,GA,30733-9736,706.629.0141,207,41.39,68,32.9,115,42.13,38,33,92,40.47,30,32.6,{5EC51560-D105-4462-9086-EE15F8A8B2D3},
-84.939420000196804,34.370542000090232,618,6080177,608,Bartow County,0177,Adairsville Elementary School,E,PK-05,122 King St,Adairsville,GA,30103-2304,770.606.5840,513,40.47,98,19.1,263,41.37,63,24,250,39.53,35,14,{B8172A8A-B60F-4DD2-9A07-0E899392292A},
-84.935519000127542,34.493256000008948,619,7650405,765,Calhoun City,0405,Calhoun Elementary School,E,03-05,101 Raymond King Dr,Calhoun,GA,30701-9142,706.629.7130,941,43.95,396,42.1,487,45.74,245,50.3,454,42.03,151,33.3,{17593B37-5B08-4634-BD51-9C4B85C988D3},
-84.973344999474321,34.5706870004406,620,6640176,664,Gordon County,0176,Tolbert Elementary School,E,PK-05,1435 Hall Memorial Rd NW,Resaca,GA,30735-6239,706.629.4404,146,41.19,73,50,78,42.54,50,64.1,68,39.64,23,33.8,{4AD77548-BFE8-4AE4-88ED-8F7630BB3E9A},
-85.548866999989855,34.885360000788133,621,6410275,641,Dade County,0275,Davis Elementary School,E,PK-05,5491 Highway 301,Trenton,GA,30752-5361,706.657.6300,107,42.39,63,58.9,53,43.4,31,58.5,54,41.4,32,59.3,{303E685D-6F9D-41FF-A51D-5D5D45051AB4},
-85.512579000247328,34.873948999952233,622,6410101,641,Dade County,0101,Dade Elementary School,E,PK-05,306 Wolverine Dr,Trenton,GA,30752-2405,706.657.8253,224,39.85,90,40.2,101,40.47,46,45.5,123,39.34,44,35.8,{70101443-9933-4792-834B-B1CDEDCFBA7C},
-85.306849999984578,34.700967000222896,623,7460195,746,Walker County,0195,Gilbert Elementary School,E,PK-05,87 S Burnt Mill Rd,La Fayette,GA,30728-4263,706.638.2432,136,42.81,78,57.4,68,45.12,47,69.1,68,40.5,31,45.6,{B952FA90-A574-4BBB-85CF-44B8F53BE4C4},
-85.276515999956914,34.716740000412727,624,7460200,746,Walker County,0200,North LaFayette Elementary School,E,PK-05,610 N Duke St,La Fayette,GA,30728-2232,706.638.1869,127,40.96,63,49.6,63,41.7,37,58.7,64,40.23,26,40.6,{EE0239C0-9E28-401C-90A7-F13DFAAA480B},
-85.212585000619242,34.6928120000142,625,7462056,746,Walker County,2056,Naomi Elementary School,E,PK-05,4038 E Highway 136,La Fayette,GA,30728-6041,706.638.2443,123,39.11,30,24.4,65,39.27,17,26.2,58,38.94,13,22.4,{4A38A8B8-C5E8-4297-A08A-D9498580CECA},
-85.239036000061958,34.815370000371622,626,7460100,746,Walker County,0100,Rock Spring Elementary School,E,PK-05,372 Highway 95,Rock Spring,GA,30739-2334,706.764.1383,118,44.15,81,68.6,58,45.86,46,79.3,60,42.5,35,58.3,{FE6C570B-DB47-4BFB-B9E0-2A9BE8DAA37C},
-85.346839000080209,34.934575000192211,627,7464050,746,Walker County,4050,Chattanooga Valley Elementary School,E,PK-05,3420 Chattanooga Valley Rd,Flintstone,GA,30725-2390,706.820.2511,171,40.55,82,48,100,40.93,52,52,71,40.01,30,42.3,{1489108C-5460-4196-9301-3127B58BCE98},
-85.359214999435039,34.974412999955931,628,7462052,746,Walker County,2052,Fairyland Elementary School,E,PK-05,1306 Lula Lake Rd,Lookout Mountain,GA,30750-2712,706.820.1171,102,44.27,54,52.9,57,46.03,33,57.9,45,42.03,21,46.7,{98D99716-1896-4A86-B9AD-2774F6DFAF84},
-85.29752599981444,34.871326999826884,629,7691050,769,Chickamauga City,1050,Chickamauga Elementary School,E,PK-05,210 Crescent Ave,Chickamauga,GA,30707-1440,706.382.3100,180,44.27,105,58.3,86,45.38,62,72.1,94,43.26,43,45.7,{2888C9EE-3D8D-415C-8918-49F43886396A},
-85.288584000271427,34.889375000260387,630,7460199,746,Walker County,0199,Cherokee Ridge Elementary,E,PK-05,2423 Johnson Rd,Chickamauga,GA,30707-2780,706.375.9831,202,42.85,125,61.9,121,43.23,71,58.7,81,42.27,54,66.7,{99D7B6A8-2A0E-417D-B60B-51F958AF5C54},
-85.307540999779079,34.961871999800699,631,7465052,746,Walker County,5052,Stone Creek Elementary School,E,PK-05,1600 Happy Valley Rd,Rossville,GA,30741-2210,706.866.3600,107,40.29,37,34.6,52,41.34,22,42.3,55,39.3,15,27.3,{4B829DAE-3B4A-4F79-A6B6-EFA6732AA3A8},
-85.309061999746191,34.975746999684368,632,7460194,746,Walker County,0194,Rossville Elementary School,E,PK-05,1250 Wilson Rd,Rossville,GA,30741-1736,706.866.5901,138,40.83,66,47.8,73,41.5,41,56.2,65,40.07,25,38.5,{7033772D-1F44-4F41-9AFD-5FBA6B45D61C},
-85.232933000481651,34.944592999664202,633,6230102,623,Catoosa County,0102,Battlefield Primary,E,PK-02,2204 Battlefield Pkwy,Ft Oglethorpe,GA,30742-4026,706.861.5778,,,,,,,,,,,,,{31D4A530-FDD9-4422-911A-3701ACD5F04B},
-85.229993000663328,34.944790000054084,634,6230103,623,Catoosa County,0103,Battlefield Elementary School,E,03-05,2206 Battlefield Pkwy,Fort Oglethorpe,GA,30742-4026,706.866.9183,435,41.69,165,37.9,215,42.52,86,40,220,40.88,79,35.9,{9A103CD8-75C9-48D0-A924-CBA7B2174708},
-85.2504670001927,34.96359700013312,635,6233050,623,Catoosa County,3050,Cloud Springs Elementary School,E,PK-05,163 Fernwood Dr,Rossville,GA,30741-3481,706.866.6640,151,41.42,77,51,83,41.77,45,54.2,68,41,32,47.1,{A329038C-0C5F-4E1C-9B43-6C5F972C39D7},
-85.226053999567227,34.961829000544576,636,6231054,623,Catoosa County,1054,West Side Elementary School,E,PK-05,72 Braves Ln,Rossville,GA,30741-8719,706.866.9211,,,,,,,,,,,,,{76D56DE6-8DCE-4449-807D-1F25C834E4CC},
-85.160595000239823,34.777073999963889,637,6230105,623,Catoosa County,0105,Woodstation Elementary School,E,PK-05,3404 Colbert Hollow Rd,Rock Spring,GA,30739-4061,706.935.6700,147,42.77,95,64.6,78,43.18,48,61.5,69,42.3,47,68.1,{2BF17B6A-F379-4048-B245-90F523C8C939},
-85.001137000377597,34.733494999873699,638,7554050,755,Whitfield County,4050,Dug Gap Elementary School,E,PK-05,2032 Dug Gap Rd,Dalton,GA,30720-5724,706.226.3919,151,42.46,97,64.2,79,42.99,52,65.8,72,41.88,45,62.5,{1809D4E7-4FFC-435D-BC43-72C8695276F3},
-84.986796000382881,34.680768000204793,639,7554052,755,Whitfield County,4052,Valley Point Elementary School,E,PK-05,3798 S Dixie Rd,Dalton,GA,30721-4959,706.277.3259,152,39.68,53,34.9,79,40.63,34,43,73,38.65,19,26,{022FA668-4E51-44A3-B186-4387AA97A883},
-85.049787999733908,34.782960000061216,640,7552054,755,Whitfield County,2054,Westside Elementary School,E,PK-05,1815 Utility Rd,Rocky Face,GA,30740-9412,706.673.6531,202,43.2,139,68.8,113,43.88,79,69.9,89,42.34,60,67.4,{6B669D27-FCA6-4716-9B88-2F8368AADA79},
-85.044787000784737,34.845231999685488,641,7553052,755,Whitfield County,3052,Tunnel Hill Elementary School,E,KK-05,203 E School St,Tunnel Hill,GA,30755-9719,706.673.4550,119,40.19,46,38.7,52,41,25,48.1,67,39.57,21,31.3,{811A44A9-0CAC-4C7A-A7EE-FF94DB4916F4},
-84.973316999957746,34.755131000254451,642,7721050,772,Dalton City,1050,Brookwood Elementary School,E,PK-05,501 Central Ave,Dalton,GA,30720-5253,706.278.9202,506,43.84,150,29.6,256,45.07,86,33.6,250,42.59,64,25.6,{83C41F58-8DB3-404A-BA7C-D09CD87B9B51},
-84.97325600028428,34.772155000131541,643,7720301,772,Dalton City,0301,City Park Elementary School,E,PK-05,405 School St,Dalton,GA,30720-4269,706.278.8859,243,43.69,188,77.4,124,44.02,93,75,119,43.35,95,79.8,{204150B4-72C1-4511-B69A-F3B6E4D10CD3},
-84.975128000103012,34.781011000278099,644,7720173,772,Dalton City,0173,Westwood Elementary School,E,PK-05,708 Trammell St,Dalton,GA,30720-8745,706.278.2809,190,43.16,139,73.2,89,43.7,64,71.9,101,42.68,75,74.3,{11EA24E6-2318-4FA5-9A79-5E2137D58566},
-84.935739999770419,34.740126999564644,645,7551050,755,Whitfield County,1050,Antioch Elementary School,E,PK-05,1819 Riverbend Rd,Dalton,GA,30721-5979,706.278.7550,151,41.58,75,49.7,73,43.26,46,63,78,40,29,37.2,{E5EE3307-9695-476E-A67B-4DD266C66E7D},
-84.95694599977567,34.770887999857749,646,7720105,772,Dalton City,0105,Blue Ridge Elementary School,E,PK-05,100 Bogle St,Dalton,GA,30721-3279,706.260.2700,193,42.17,137,71,112,42.59,79,70.5,81,41.59,58,71.6,{1C736750-8C03-4C08-B3FF-A9E8362E920D},
-84.949603000667409,34.775615999882767,647,7721052,772,Dalton City,1052,Roan Elementary School,E,PK-05,1116 Roan St,Dalton,GA,30721-3810,706.226.3225,164,45.2,140,85.4,84,46.32,74,88.1,80,44.03,66,82.5,{A32582E7-6CCA-42CB-9876-B2673D9AC2EE},
-84.949157000780986,34.791769000030335,648,7720101,772,Dalton City,0101,Park Creek Elementary School,E,PK-05,1500 Hale Bowen Dr,Dalton,GA,30721-2566,706.428.7700,217,45.8,197,90.8,111,46.77,98,88.3,106,44.79,99,93.4,{A22606A6-8D53-4FCE-9C0C-C4197AC5D195},
-84.945414000228197,34.831972999591947,649,7552052,755,Whitfield County,2052,Pleasant Grove Elementary School,E,KK-05,2725 Cleveland Hwy,Dalton,GA,30721-8163,706.259.3920,153,48.86,144,94.1,82,50.62,77,93.9,71,46.83,67,94.4,{03A859A4-C630-4F66-AA88-55A051BB384C},
-85.185359999441346,34.924116000278339,650,6231050,623,Catoosa County,1050,Boynton Elementary School,E,PK-05,3938 Boynton Dr,Ringgold,GA,30736-3509,706.866.1521,168,43.25,125,74.4,81,43.6,61,75.3,87,42.93,64,73.6,{6EC3E725-27AC-42DE-8AC5-944F986E1C6B},
-85.14248500053958,34.900204000137357,651,6233052,623,Catoosa County,3052,Ringgold Elementary School,E,03-05,322 Evitt Ln,Ringgold,GA,30736-2820,706.935.2912,317,44.75,244,77,173,45.47,135,78,144,43.89,109,75.7,{7F996E29-FBFC-4CAD-876F-5F75F5D19F3F},
-85.141604999286386,34.900602000252249,652,6230100,623,Catoosa County,0100,Ringgold Primary School,E,PK-02,340 Evitt Ln,Ringgold,GA,30736-2820,706.937.5437,,,,,,,,,,,,,{B073E6AA-B94A-487E-AD4C-BB121956ADBA},
-85.155236999399804,34.968636999633887,653,6235050,623,Catoosa County,5050,Graysville Elementary School,E,PK-05,944 Graysville Rd,Ringgold,GA,30736-6938,706.937.3147,314,49.2,135,43,149,51.25,68,45.6,165,47.35,67,40.6,{650E0DD7-4140-427E-B82D-910D5B091479},
-85.072570999775905,34.904238000127371,654,6230185,623,Catoosa County,0185,Tiger Creek Elementary School,E,PK-05,134 Rhea McClanahan Dr,Tunnel Hill,GA,30755-7328,706.935.9890,144,44.88,112,77.8,69,46.34,58,84.1,75,43.53,54,72,{631320E4-7BF4-4F60-B3C4-BA1563C7E936},
-84.985796000011987,34.873017000342465,655,7550199,755,Whitfield County,0199,New Hope Elementary School,E,KK-05,1175 New Hope Rd NW,Dalton,GA,30720-6338,706.673.3180,212,43.03,131,61.8,119,44.25,83,69.7,93,41.46,48,51.6,{4CE5646A-4279-4997-803E-97A6610C1258},
-84.946733000005906,34.896509000332905,656,7551054,755,Whitfield County,1054,Varnell Elementary School,E,KK-05,3900 Cleveland Rd,Dalton,GA,30721-7443,706.694.3471,148,41.76,93,62.8,78,42.15,51,65.4,70,41.32,42,60,{5B02CD10-2226-424F-A5C9-D065F7F16940},
-84.948936000465707,34.960838999900467,657,7552050,755,Whitfield County,2050,Cohutta Elementary School,E,PK-05,254 Wolfe St,Cohutta,GA,30710-9138,706.694.8812,138,43.69,63,45.7,73,44.91,37,50.7,65,42.32,26,40,{8A0F550F-A839-4C82-ADAA-7ABEDE7A4344},
-84.84618199971797,33.616582000100202,658,6480193,648,Douglas County,0193,South Douglas Elementary School,E,PK-05,8299 Highway 166,Douglasville,GA,30135-6217,770.651.4500,309,45.29,184,59.5,162,46.47,92,56.8,147,43.98,92,62.6,{6F05300F-896D-483E-9B47-96D1357708CE},
-84.926459999792513,33.734429000256917,659,6220705,622,Carroll County,0705,Villa Rica Elementary School,E,PK-05,314 Peachtree St,Villa Rica,GA,30180-1705,770.459.5762,153,44.06,123,80.4,79,45.28,67,84.8,74,42.75,56,75.7,{5E78CC4E-8464-4641-B8C7-8A233A18666C},
-84.912957999751058,33.727397000266073,660,6220605,622,Carroll County,0605,Glanton-Hindsman Elementary,E,PK-05,118 Glanton St,Villa Rica,GA,30180-2706,770.459.4491,315,41.17,107,34,160,42.08,63,39.4,155,40.24,44,28.4,{984DBA31-10F1-4252-BE67-5B98D7400646},
-84.878967000549608,33.73404300010138,661,6480303,648,Douglas County,0303,Mirror Lake Elementary School,E,PK-05,2613 Tyson Rd,Villa Rica,GA,30180-2977,770.651.4300,170,43.43,149,87.6,89,44.22,79,88.8,81,42.56,70,86.4,{914CB3B8-C253-407C-9BE0-EC85CC425376},
-84.894419999792831,33.809427999733188,662,7102052,710,Paulding County,2052,New Georgia Elementary School,E,PK-05,5800 Mulberry Rock Rd,Villa Rica,GA,30180-3658,770.445.3597,96,44.53,76,79.2,44,45.53,35,79.5,52,43.68,41,78.8,{FD610E8E-7EA9-4FFD-8DDD-C348B2118E1E},
-84.831092999595754,33.715965000329462,663,6480112,648,Douglas County,0112,Mason Creek Elementary School,E,PK-05,3400 Johnston Rd,Winston,GA,30187-1055,770.651.4900,161,45.96,145,90.1,79,47.22,76,96.2,82,44.74,69,84.1,{17B4C6CE-F72F-4892-8159-AB8E2CD9E4BA},
-84.818891000483674,33.728244999990373,664,6481054,648,Douglas County,1054,Winston Elementary School,E,PK-05,7465 Highway 78,Winston,GA,30187-1448,770.651.4700,139,45.18,112,80.6,72,46.64,59,81.9,67,43.62,53,79.1,{A6E82529-098C-4A01-B328-DF884EDAEECF},
-84.83524599961406,33.785303999502759,665,7100304,710,Paulding County,0304,Connie Dugan Elementary School,E,PK-05,1362 Winn Rd,Douglasville,GA,30134-5301,770.949.5261,233,40.73,106,45.5,112,41.32,57,50.9,121,40.19,49,40.5,{88F1DEE0-3C3D-4FD5-8352-B83B402E4ECA},
-84.793579999653687,33.683024999830558,666,6480107,648,Douglas County,0107,Bill Arp Elementary School,E,PK-05,6550 Alexander Pkwy,Douglasville,GA,30135-3596,770.651.3200,,,,,,,,,,,,,{1D4129E4-4BF4-4493-947A-64ADB7FCAC3A},
-84.76612599990564,33.682886000477787,667,6480184,648,Douglas County,0184,Dorsett Shoals Elementary School,E,PK-05,5866 Dorsett Shoals Rd,Douglasville,GA,30135-4816,770.651.3700,209,44.11,100,47.8,122,45.69,66,54.1,87,41.89,34,39.1,{5DC45DCA-FE34-429E-8D3D-E00FFBC07010},
-84.702090000156829,33.582390000222247,668,6600215,660,Fulton County,0215,Chattahoochee Hills Charter School,E,KK-08,9670 Rivertown Rd,Fairburn,GA,30213-2145,678.466.7285,,,,,,,,,,,,,{716FFFDF-FDD7-4111-87AE-E8F1E2F0E01C},
-84.724180999534411,33.67109500065196,669,6480200,648,Douglas County,0200,Holly Springs Elementary,E,PK-05,4909 W Chapel Hill Rd,Douglasville,GA,30135-4933,770.651.4000,302,43.74,153,50.7,156,45.6,89,57.1,146,41.76,64,43.8,{C92F1163-E746-4345-BC6F-264A364B617B},
-84.781229999704522,33.724731000299997,670,6480198,648,Douglas County,0198,Bright Star Elementary School,E,PK-05,6300 John West Rd,Douglasville,GA,30134-1457,770.651.3400,146,45.01,122,83.6,79,46.35,69,87.3,67,43.42,53,79.1,{ADC2C219-7BF0-4BAA-A104-047FE77FB97D},
-84.752250000419664,33.712035999998641,671,6480178,648,Douglas County,0178,Arbor Station Elementary School,E,PK-05,9999 Parkway S,Douglasville,GA,30135-1632,770.651.3000,207,46.39,166,80.2,120,47.67,102,85,87,44.62,64,73.6,{21FA1BA8-6B80-491B-A595-84FD67006599},
-84.78334999959074,33.761301000156308,672,6480104,648,Douglas County,0104,North Douglas Elementary School,E,PK-05,1630 Dorris Rd,Douglasville,GA,30134-3530,770.651.4800,,,,,,,,,,,,,{79AF613C-875F-4087-AE8A-E0E21C8666CA},
-84.770729000569204,33.802764000455689,673,7100310,710,Paulding County,0310,Hal Hutchens Elementary,E,PK-05,586 Clonts Rd,Douglasville,GA,30134-5280,678.838.2683,289,39.92,109,37.7,143,40.52,68,47.6,146,39.34,41,28.1,{D426A639-7448-4FE1-B468-F4E6C8303B0D},
-84.737947000168631,33.685818999627656,674,6480208,648,Douglas County,0208,Chapel Hill Elementary School,E,PK-05,4433 Coursey Lake Rd,Douglasville,GA,30135-4917,770.651.3600,1329,43.78,383,28.8,678,44.99,216,31.9,651,42.51,167,25.7,{F7D7261C-0097-4FBD-953E-9065F8E3ED58},
-84.727801000761772,33.737270000117192,675,6480407,648,Douglas County,0407,Brighten Academy,E,KK-08,5897 Prestley Mill Rd,Douglasville,GA,30135-1204,770.615.3680,,,,,,,,,,,,,{FA062239-F3EE-458B-8308-BFAA99354FD3},
-84.683914000510896,33.741258000105404,676,6484052,648,Douglas County,4052,Mount Carmel Elementary School,E,PK-05,2356 Fairburn Rd,Douglasville,GA,30135-1448,770.651.4200,167,44.01,132,79,94,44.97,80,85.1,73,42.78,52,71.2,{D8B422B9-A9C7-4BE1-8BF5-8B57667916D1},
-84.729404000353796,33.754758999796508,677,6480398,648,Douglas County,0398,Burnett Elementary School,E,PK-05,8277 Connally Dr,Douglasville,GA,30134-3840,770.651.3500,235,40.57,57,24.3,121,41.81,35,28.9,114,39.26,22,19.3,{F9C64E09-9414-4DD0-9E50-EF9F78397B97},
-84.727408000375007,33.755092000715507,678,6480498,648,Douglas County,0498,Eastside Elementary School,E,PK-05,8266 Connally Dr,Douglasville,GA,30134-3841,770.651.3800,169,43.97,78,46.2,77,45.86,48,62.3,92,42.38,30,32.6,{22320319-3DD8-4236-BC93-1DE41FCA9056},
-84.703358999825625,33.774289999710085,679,6482050,648,Douglas County,2050,Beulah Elementary School,E,PK-05,1150 S Burnt Hickory Rd,Douglasville,GA,30134-2906,770.651.3300,153,41.11,144,94.1,76,41.1,72,94.7,77,41.12,72,93.5,{728020F0-4FC0-43C4-B520-128B01E5F119},
-84.925722999864277,33.920591999435928,680,7100104,710,Paulding County,0104,Lillian C. Poole Elementary School,E,PK-05,1002 Wayside Ln,Dallas,GA,30132-2789,770.505.5541,136,43.47,96,70.6,65,45.15,49,75.4,71,41.93,47,66.2,{57A23ECF-FC2D-41C4-8635-AF590C913980},
