X,Y,Name,Type,Location,ESRI_OID
-84.261797359921331,34.073948165779413,"AVACEND, INC.",EMPLOYMENT PLACEMENT AGENCIES,3155 NORTH POINT PARKWAY G 100,1770
-84.261898722171097,34.073875305683941,NEWCOMB SPRING CORP,SPRING (LIGHT GAUGE) MANUFACTURING,3155 NORTH POINT PARKWAY G 220,1771
-84.261799451341915,34.073879629154675,STEVEN D. MARTIN DMD P.C.,OFFICES OF DENTISTS,3155 NORTH POINT PARKWAY G 230,1772
-84.264201456768888,34.057252754959208,"LIAISON TECHNOLOGIES, INC.","DATA PROCESSING, HOSTING, AND RELATED SERVICES",3157 ROYAL DRIVE 200,2883
-84.265414993129028,34.05737194669797,STANTEC CONSULTING SERVICES INC.,ENGINEERING SERVICES,3157 ROYAL DRIVE 250,1773
-84.264546406157876,34.057246209150996,GREENSKY LLC,OTHER ACTIVITIES RELATED TO CREDIT INTERMEDIATION,3157 ROYAL DRIVE 275,2884
-84.264220848164697,34.056521721844604,FUSION EVENT STAFFING,EMPLOYMENT PLACEMENT AGENCIES,3159 ROYAL DRIVE 300,1774
-84.264220848164697,34.056521721844604,"J. WILLIAMS AGENCY, LLC.","AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",3159 ROYAL DRIVE 300,1775
-84.265623226416238,34.05664885441486,VLINK SOLUTIONS,COMPUTER SYSTEMS DESIGN SERVICES,3159 ROYAL DRIVE 340,2885
-84.265623226416238,34.05664885441486,LINCLON PROPERTY COMPANY,NONRESIDENTIAL PROPERTY MANAGERS,3159 ROYAL DRIVE 340,2886
-84.265633384656084,34.056550519048486,"POINTS2SHOP, LLC",MARKETING RESEARCH AND PUBLIC OPINION POLLING,3159 ROYAL DRIVE 360,1776
-84.30013799876842,34.067117762038123,FOUNDRY SOLUTIONS & DESIGN,ENGINEERING SERVICES,316 MAXWELL ROAD 500,2887
-84.276978586425244,34.070976516606649,FREE PEOPLE OF PA LLC,WOMEN'S CLOTHING STORES,3160 AVALON BOULEVARD,2888
-84.294615669527019,34.084120845595152,WILLIS CHIROPRACTIC CENTER,OFFICES OF CHIROPRACTORS,317 NORTH MAIN STREET,2889
-84.276727784895101,34.070997017786254,GRACE HOLMES INC.,FAMILY CLOTHING STORES,3170 AVALON BOULEVARD,2890
-84.276712285511323,34.071203378766739,FUZZIWIGS CANDY FACTORY,CONFECTIONERY MANUFACTURING FROM PURCHASED CHOCOLATE,3175 AVALON BOULEVARD,1777
-84.267522304752191,34.039547304460051,VALENCIA PRODUCTIONS,"PHOTOGRAPHY STUDIOS, PORTRAIT",3175 WATERS MILL DRIVE,1778
-84.300546647687824,34.067083202427924,IN COMPASS HEALTH,OFFICE ADMINISTRATIVE SERVICES,318 MAXWELL ROAD 500,2926
-84.300546647687824,34.067083202427924,"24 ON PHYSICIANS, PC",GENERAL MEDICAL AND SURGICAL HOSPITALS,318 MAXWELL ROAD 500,2927
-84.301724940985324,34.067442642349135,ELEGANT TOUCH PAINTING,PAINTING AND WALL COVERING CONTRACTORS,318 SOUTH MAIN STREET,2928
-84.27671811316057,34.071276131715798,GOLDBERGS BAGEL & DELI,LIMITED-SERVICE RESTAURANTS,3180 AVALON BOULEVARD,1779
-84.258746476838994,34.075284645502464,"TELLIANT SYSTEMS, LLC",CUSTOM COMPUTER PROGRAMMING SERVICES,3180 NORTH POINT PARKWAY,1785
-84.258325129975006,34.075101697403518,"TELLIANT SYSTEMS, LLC",CUSTOM COMPUTER PROGRAMMING SERVICES,3180 NORTH POINT PARKWAY,1784
-84.257936373762846,34.075480090477861,"TELLIANT SYSTEMS, LLC",CUSTOM COMPUTER PROGRAMMING SERVICES,3180 NORTH POINT PARKWAY,1782
-84.258251722062425,34.07508433753231,"TELLIANT SYSTEMS, LLC",CUSTOM COMPUTER PROGRAMMING SERVICES,3180 NORTH POINT PARKWAY,1783
-84.258885813353515,34.075994736576973,"TELLIANT SYSTEMS, LLC",CUSTOM COMPUTER PROGRAMMING SERVICES,3180 NORTH POINT PARKWAY,1780
-84.258556654031509,34.076183599959144,"TELLIANT SYSTEMS, LLC",CUSTOM COMPUTER PROGRAMMING SERVICES,3180 NORTH POINT PARKWAY,1781
-84.258746476838994,34.075284645502464,"ZEON VENTURES, LLC","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",3180 NORTH POINT PARKWAY,1791
-84.258325129975006,34.075101697403518,"ZEON VENTURES, LLC","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",3180 NORTH POINT PARKWAY,1790
-84.257936373762846,34.075480090477861,"ZEON VENTURES, LLC","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",3180 NORTH POINT PARKWAY,1788
-84.258251722062425,34.07508433753231,"ZEON VENTURES, LLC","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",3180 NORTH POINT PARKWAY,1789
-84.258885813353515,34.075994736576973,"ZEON VENTURES, LLC","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",3180 NORTH POINT PARKWAY,1786
-84.258556654031509,34.076183599959144,"ZEON VENTURES, LLC","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",3180 NORTH POINT PARKWAY,1787
-84.258746476838994,34.075284645502464,"GSQUARED SOLUTIONS, LLC",EMPLOYMENT PLACEMENT AGENCIES,3180 NORTH POINT PARKWAY,1797
-84.258325129975006,34.075101697403518,"GSQUARED SOLUTIONS, LLC",EMPLOYMENT PLACEMENT AGENCIES,3180 NORTH POINT PARKWAY,1796
-84.257936373762846,34.075480090477861,"GSQUARED SOLUTIONS, LLC",EMPLOYMENT PLACEMENT AGENCIES,3180 NORTH POINT PARKWAY,1794
-84.258251722062425,34.07508433753231,"GSQUARED SOLUTIONS, LLC",EMPLOYMENT PLACEMENT AGENCIES,3180 NORTH POINT PARKWAY,1795
-84.258885813353515,34.075994736576973,"GSQUARED SOLUTIONS, LLC",EMPLOYMENT PLACEMENT AGENCIES,3180 NORTH POINT PARKWAY,1792
-84.258556654031509,34.076183599959144,"GSQUARED SOLUTIONS, LLC",EMPLOYMENT PLACEMENT AGENCIES,3180 NORTH POINT PARKWAY,1793
-84.258746476838994,34.075284645502464,"ALLIANCE OB/GYN, PC",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1838
-84.258325129975006,34.075101697403518,"ALLIANCE OB/GYN, PC",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1837
-84.257936373762846,34.075480090477861,"ALLIANCE OB/GYN, PC",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1835
-84.258251722062425,34.07508433753231,"ALLIANCE OB/GYN, PC",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1836
-84.258885813353515,34.075994736576973,"ALLIANCE OB/GYN, PC",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1798
-84.258556654031509,34.076183599959144,"ALLIANCE OB/GYN, PC",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1834
-84.258746476838994,34.075284645502464,PRIME SURGICAL ASSOCIATES,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,3180 NORTH POINT PARKWAY,1844
-84.258325129975006,34.075101697403518,PRIME SURGICAL ASSOCIATES,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,3180 NORTH POINT PARKWAY,1843
-84.257936373762846,34.075480090477861,PRIME SURGICAL ASSOCIATES,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,3180 NORTH POINT PARKWAY,1841
-84.258251722062425,34.07508433753231,PRIME SURGICAL ASSOCIATES,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,3180 NORTH POINT PARKWAY,1842
-84.258885813353515,34.075994736576973,PRIME SURGICAL ASSOCIATES,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,3180 NORTH POINT PARKWAY,1839
-84.258556654031509,34.076183599959144,PRIME SURGICAL ASSOCIATES,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,3180 NORTH POINT PARKWAY,1840
-84.258746476838994,34.075284645502464,MH WEALTH MANAGEMENT LLC,INVESTMENT ADVICE,3180 NORTH POINT PARKWAY,1850
-84.258325129975006,34.075101697403518,MH WEALTH MANAGEMENT LLC,INVESTMENT ADVICE,3180 NORTH POINT PARKWAY,1849
-84.257936373762846,34.075480090477861,MH WEALTH MANAGEMENT LLC,INVESTMENT ADVICE,3180 NORTH POINT PARKWAY,1847
-84.258251722062425,34.07508433753231,MH WEALTH MANAGEMENT LLC,INVESTMENT ADVICE,3180 NORTH POINT PARKWAY,1848
-84.258885813353515,34.075994736576973,MH WEALTH MANAGEMENT LLC,INVESTMENT ADVICE,3180 NORTH POINT PARKWAY,1845
-84.258556654031509,34.076183599959144,MH WEALTH MANAGEMENT LLC,INVESTMENT ADVICE,3180 NORTH POINT PARKWAY,1846
-84.258746476838994,34.075284645502464,"MEDIACURRENT INTERACTIVE SOLUTIONS, LLC.",CUSTOM COMPUTER PROGRAMMING SERVICES,3180 NORTH POINT PARKWAY,1856
-84.258325129975006,34.075101697403518,"MEDIACURRENT INTERACTIVE SOLUTIONS, LLC.",CUSTOM COMPUTER PROGRAMMING SERVICES,3180 NORTH POINT PARKWAY,1855
-84.257936373762846,34.075480090477861,"MEDIACURRENT INTERACTIVE SOLUTIONS, LLC.",CUSTOM COMPUTER PROGRAMMING SERVICES,3180 NORTH POINT PARKWAY,1853
-84.258251722062425,34.07508433753231,"MEDIACURRENT INTERACTIVE SOLUTIONS, LLC.",CUSTOM COMPUTER PROGRAMMING SERVICES,3180 NORTH POINT PARKWAY,1854
-84.258885813353515,34.075994736576973,"MEDIACURRENT INTERACTIVE SOLUTIONS, LLC.",CUSTOM COMPUTER PROGRAMMING SERVICES,3180 NORTH POINT PARKWAY,1851
-84.258556654031509,34.076183599959144,"MEDIACURRENT INTERACTIVE SOLUTIONS, LLC.",CUSTOM COMPUTER PROGRAMMING SERVICES,3180 NORTH POINT PARKWAY,1852
-84.258746476838994,34.075284645502464,ALLIANCE WELLNESS RESEARCH INSTITUTE PC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1862
-84.258325129975006,34.075101697403518,ALLIANCE WELLNESS RESEARCH INSTITUTE PC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1861
-84.257936373762846,34.075480090477861,ALLIANCE WELLNESS RESEARCH INSTITUTE PC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1859
-84.258251722062425,34.07508433753231,ALLIANCE WELLNESS RESEARCH INSTITUTE PC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1860
-84.258885813353515,34.075994736576973,ALLIANCE WELLNESS RESEARCH INSTITUTE PC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1857
-84.258556654031509,34.076183599959144,ALLIANCE WELLNESS RESEARCH INSTITUTE PC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1858
-84.258746476838994,34.075284645502464,BREAST CARE SPECIALISTS LLC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1868
-84.258325129975006,34.075101697403518,BREAST CARE SPECIALISTS LLC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1867
-84.257936373762846,34.075480090477861,BREAST CARE SPECIALISTS LLC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1865
-84.258251722062425,34.07508433753231,BREAST CARE SPECIALISTS LLC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1866
-84.258885813353515,34.075994736576973,BREAST CARE SPECIALISTS LLC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1863
-84.258556654031509,34.076183599959144,BREAST CARE SPECIALISTS LLC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY,1864
-84.25846009789494,34.07505304135001,"STEPHANIE ROBINS, LCSW",OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,3180 NORTH POINT PARKWAY 101,2929
-84.258397772953884,34.075028579418195,FAULHABER FAMILY LAW LLC,OFFICES OF LAWYERS,3180 NORTH POINT PARKWAY 103,2930
-84.258317842881112,34.074999523357555,SHARON SPRINGS COVERAGE LLC,INSURANCE AGENCIES AND BROKERAGES,3180 NORTH POINT PARKWAY 104,2931
-84.258316360609115,34.074954199617515,ELEMENT SPORTS GROUP LLC,"AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",3180 NORTH POINT PARKWAY 106,2932
-84.258196332564452,34.075031650832749,TOTAL EHR LLC,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,3180 NORTH POINT PARKWAY 108,2933
-84.258782602275289,34.075311279942348,NORTH POINT PRIMARY CARE,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY 201,1869
-84.258748221424469,34.075233727566008,PEDIATRICS & GENETICS,OFFICES OF DENTISTS,3180 NORTH POINT PARKWAY 202,1870
-84.257893401140834,34.075507317651372,NORTH ATLANTA ENT ASSOCIATES LLC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY 302,2934
-84.257977636518262,34.075462884152927,COMPREHENSIVE INTERNAL MEDICINE,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY 303,1871
-84.257886962066451,34.075918823582377,NORTH POINT PEDIATRICS,GENERAL MEDICAL AND SURGICAL HOSPITALS,3180 NORTH POINT PARKWAY 410,2935
-84.257964319161687,34.075875827859534,PREMIER DERM AND MOHS SURGERY OF ATLANTA,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3180 NORTH POINT PARKWAY 420,2936
-84.259018053713575,34.076057531782048,"HISER ORTHODONTICS 2.0 DMD, MS, LLC",OFFICES OF DENTISTS,3180 NORTH POINT PARKWAY 521,1872
-84.25896931883166,34.076057568396436,SPOTLIGHT DENTAL ALPHARETTA LLC,OFFICES OF DENTISTS,3180 NORTH POINT PARKWAY 522,1873
-84.276715369757781,34.071371555221063,ANTICO PIZZA AVALON,FULL-SERVICE RESTAURANTS,3185 AVALON BOULEVARD,2937
-84.294614145558782,34.084389292971281,"APPEN MEDIA GROUP, INC.",NEWSPAPER PUBLISHERS,319 NORTH MAIN STREET,1875
-84.294614145558782,34.084389292971281,"VISUALLY SOLD, INC.",COMMERCIAL PHOTOGRAPHY,319 NORTH MAIN STREET,1874
-84.268389995899895,34.069624695856007,QUIKTRIP #782,GASOLINE STATIONS WITH CONVENIENCE STORES,3190 OLD MILTON PARKWAY,2938
-84.26750692825685,34.039019667434566,HOLY ROLLOFF LLC,OTHER ACCOUNTING SERVICES,3195 WATERS MILL DRIVE,2939
-84.246354897382815,34.033261460718101,ATLANTA TEMPERATURE CONTROL INC.,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",320 JENNY LIND LANE,2940
-84.300960982713789,34.067260664361648,SRM COUNSELING AND THERAPEUTIC SERVICES,OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,320 MAXWELL ROAD 300,1876
-84.300961583902307,34.067146613541446,EMPOWERING YOU FOR POSITIVE CHANGE,OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),320 MAXWELL ROAD 400,2941
-84.300961583902307,34.067146613541446,"JEFF ATKINSON LPC, LLC",OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,320 MAXWELL ROAD 600,1877
-84.234694262675788,34.045973977223944,BOBERG GOLF LLC,GOLF COURSES AND COUNTRY CLUBS,320 PINE ISLE COURT,1878
-84.227473276478122,34.061105937653885,MYSTIC FLOW YOGA,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,320 PROSPECT PLACE,2942
-84.227473276478122,34.061105937653885,JOURNEY FAMILY CHIROPRACTIC,OFFICES OF CHIROPRACTORS,320 PROSPECT PLACE,2943
-84.227473276478122,34.061105937653885,BELLA BODY SCULPTING & SPA,DIET AND WEIGHT REDUCING CENTERS,320 PROSPECT PLACE,2944
-84.280907442251319,34.073117538340185,"NEURAL RASA, INC.",OTHER COMPUTER RELATED SERVICES,3200 CAPE CIRCLE,2945
-84.25747475940193,34.074906047268712,KIDDIE ACADEMY OF ALPHARETTA,CHILD DAY CARE SERVICES,3200 NORTH POINT PARKWAY,1879
-84.264254442557331,34.075810904225186,"T5@ATLANTA, LLC",NONRESIDENTIAL PROPERTY MANAGERS,3200 WEBB BRIDGE ROAD,1880
-84.264254442557331,34.075810904225186,T5 CONSTRUCTION SERVICES LLC,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,3200 WEBB BRIDGE ROAD,1881
-84.301363620169383,34.066938505565126,PRACTICAL LABS INC.,CUSTOM COMPUTER PROGRAMMING SERVICES,322 MAXWELL ROAD 100,1882
-84.253758548601724,34.039155508982788,"BRAND ENVIROMENTS, LLC",MARKETING CONSULTING SERVICES,325 AYLESWORTH COVE,1883
-84.293490064971678,34.074287715947378,ANNA BELLA FINE LINGERIE,OTHER CLOTHING STORES,325 MARKET STREET,2946
-84.276695387738656,34.04522044577898,RIGHTCLICK NETWORKS,COMPUTER SYSTEMS DESIGN SERVICES,325 SOCIETY STREET,2947
-84.26442897312954,34.049329377686135,JDC PHOTOGRAPHY,"PHOTOGRAPHY STUDIOS, PORTRAIT",3282 NESTING BEND,2948
-84.33198731125492,34.040948934652242,SAC WIRELESS,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),33 MANSELL COURT,2949
-84.345382166978112,34.081515491439454,SCOTT BIZZELL,ELECTRONIC SHOPPING,330 HUGHES BRANCH CLOSE,1884
-84.252187902168515,34.043320109976939,RODEHORST SOLUTIONS LLC,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,330 WELWYN WALK,2950
-84.252187902168515,34.043320109976939,"EPERKZ, LLC",CUSTOM COMPUTER PROGRAMMING SERVICES,330 WELWYN WALK,2951
-84.265838037654277,34.06949247310876,SIBLEY HEART CENTER CARDIOLOGY,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3300 OLD MILTON PARKWAY,1885
-84.265779264662001,34.069485363532273,SIBLEY HEART CENTER CARDIOLOGY,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3300 OLD MILTON PARKWAY,1886
-84.265838037654277,34.06949247310876,AGA LLC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3300 OLD MILTON PARKWAY,1887
-84.265779264662001,34.069485363532273,AGA LLC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3300 OLD MILTON PARKWAY,1888
-84.265838037654277,34.06949247310876,"CHILDREN'S HEALTHCARE OF ATLANTA, INC.",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3300 OLD MILTON PARKWAY,1889
-84.265779264662001,34.069485363532273,"CHILDREN'S HEALTHCARE OF ATLANTA, INC.",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3300 OLD MILTON PARKWAY,1890
-84.265838037654277,34.06949247310876,"CHRISTY HAFFNER, DMD",OFFICES OF DENTISTS,3300 OLD MILTON PARKWAY,1891
-84.265779264662001,34.069485363532273,"CHRISTY HAFFNER, DMD",OFFICES OF DENTISTS,3300 OLD MILTON PARKWAY,1892
-84.265838037654277,34.06949247310876,BURSTEIN ORTHODONTICS,OFFICES OF DENTISTS,3300 OLD MILTON PARKWAY,1893
-84.265779264662001,34.069485363532273,BURSTEIN ORTHODONTICS,OFFICES OF DENTISTS,3300 OLD MILTON PARKWAY,1894
-84.265838037654277,34.06949247310876,"PEDIATRIC EAR, NOSE, & THROAT OF ATLANTA",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3300 OLD MILTON PARKWAY,1895
-84.265779264662001,34.069485363532273,"PEDIATRIC EAR, NOSE, & THROAT OF ATLANTA",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3300 OLD MILTON PARKWAY,1896
-84.261973458598035,34.076671479685004,AUTUMN LEAVES OF WINDWARD,HOMES FOR THE ELDERLY,3300 WEBB BRIDGE ROAD,1930
-84.261187542777577,34.05040207237051,THOUEARZ LLC,ALL OTHER PERSONAL SERVICES,3303 COLLINGWOOD LANE,2952
-84.255912143888324,34.041947056039987,"STREAM GAS & ELECTRIC, LTD",NATURAL GAS DISTRIBUTION,3310 SUGAR VALLEY TRAIL,1931
-84.268059859349123,34.068381865332611,WAFFLE HOUSE #1200,FULL-SERVICE RESTAURANTS,3319 OLD MILTON PARKWAY,1932
-84.266438685329348,34.068153710422322,EXTENDED STAY HOTEL #9812,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,3329 OLD MILTON PARKWAY,1933
-84.294688023932565,34.084841495230243,COUCH CONSTRUCTION SERVICES LLC,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,333 NORTH MAIN STREET,2953
-84.294688023932565,34.084841495230243,333 NORTH MAIN LLC,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),333 NORTH MAIN STREET,2954
-84.300075957167536,34.048477552109006,"DIAGEO AMERICAS, INC.",DISTILLERIES,333 NORTH POINT CENTER EAST 150,1934
-84.299975691364523,34.04843913222097,XPANXION,CUSTOM COMPUTER PROGRAMMING SERVICES,333 NORTH POINT CENTER EAST 270,1935
-84.299715901457205,34.048488896011079,JORDAN LAW GROUP,OFFICES OF LAWYERS,333 NORTH POINT CENTER EAST 280,1936
-84.299975691364523,34.04843913222097,HERE NORTH AMERICA LLC,SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,333 NORTH POINT CENTER EAST 500,1937
-84.299975691364523,34.04843913222097,ALTRIA GROUP DISTRIBUTION COMPANY,WHOLESALE TRADE AGENTS AND BROKERS,333 NORTH POINT CENTER EAST 600,1938
-84.299975691364523,34.04843913222097,PAYGO ELECTRIC,CUSTOM COMPUTER PROGRAMMING SERVICES,333 NORTH POINT CENTER EAST 650,2955
-84.265739402186568,34.071740390880116,"HORRIGAN & COMPANY, CPA'S, P.C.",OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,3330 PRESTON RIDGE ROAD,2956
-84.265739402186568,34.071740390880116,MILTON HALL SURGICAL ASSOCIATES,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3330 PRESTON RIDGE ROAD,2957
-84.265739402186568,34.071740390880116,GEORGIA ENDOSCOPY CENTER,FREESTANDING AMBULATORY SURGICAL AND EMERGENCY CENTERS,3330 PRESTON RIDGE ROAD,2991
-84.265739402186568,34.071740390880116,PRESTON RIDGE LABS LLC,MEDICAL LABORATORIES,3330 PRESTON RIDGE ROAD,2992
-84.265739402186568,34.071740390880116,FOUNTAINHEAD CONSULTING GROUP INC.,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,3330 PRESTON RIDGE ROAD,2993
-84.265704021433649,34.071838454219936,NORTHSIDE RADIATION ONCOLOGY,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3330 PRESTON RIDGE ROAD 100,1939
-84.26616877542294,34.071699865522135,ALPHARETTA MOHS SURGICAL CENTER LLC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3330 PRESTON RIDGE ROAD 280,1940
-84.266043497976341,34.071652130134062,"MEC CAPITAL, INC.",CONSUMER LENDING,3330 PRESTON RIDGE ROAD 300,1941
-84.266043497976341,34.071652130134062,NORTHWINDS LEASING LLC,"CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",3330 PRESTON RIDGE ROAD 300,1942
-84.266043497976341,34.071652130134062,"AMERICAN PROFESSIONAL ASSOCIATES, LLC",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3330 PRESTON RIDGE ROAD 300,1943
-84.265545993529571,34.071685340124489,Y PLASTIC AND RECONSTRUCTIVE SURGERY LLC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3330 PRESTON RIDGE ROAD 340,2994
-84.265850327781251,34.071797045171841,HONAN PROPERTY MANAGEMENT,NONRESIDENTIAL PROPERTY MANAGERS,3330 PRESTON RIDGE ROAD 380,1944
-84.265309513382178,34.068117850578645,EXTENDED STAY AMERICA  #42,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,3331 OLD MILTON PARKWAY,1945
-84.233637892029066,34.072542960912614,"ASTERIX INVESTMENT, LLC",RESIDENTIAL PROPERTY MANAGERS,3331 SUNDEW COURT,2995
-84.265886891417964,34.066866081997169,THE GRAIVIER CENTER PC,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3333 OLD MILTON PARKWAY,1951
-84.265886891417964,34.066866081997169,BRIGHTVIEW MEDICAL,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3333 OLD MILTON PARKWAY,1952
-84.265886891417964,34.066866081997169,PAIN & SPINE PHYSICIANS SURGERY CENTER,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3333 OLD MILTON PARKWAY,1946
-84.265886891417964,34.066866081997169,THE CENTER FOR ADVANCED MEDICINE,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),3333 OLD MILTON PARKWAY,1947
-84.265886891417964,34.066866081997169,PAIN PHYSICIANS OF ATLANTA LLC,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",3333 OLD MILTON PARKWAY,1948
-84.265886891417964,34.066866081997169,BRIGHTVIEW LABS LLC,MEDICAL LABORATORIES,3333 OLD MILTON PARKWAY,1949
-84.265886891417964,34.066866081997169,BRIGHTVIEW MOBIL LLC,MEDICAL LABORATORIES,3333 OLD MILTON PARKWAY,1950
-84.302015834843843,34.067293745904138,AIMAS AMERICA LATINA ART MAGIC HEALING,ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS,334 SOUTH MAIN STREET,1953
-84.263150420256693,34.067664488889314,POPEYES #7037,LIMITED-SERVICE RESTAURANTS,3343 OLD MILTON PARKWAY,1954
-84.262783931351478,34.067573753887118,SCHLOTZSKY'S STORES LLC,FULL-SERVICE RESTAURANTS,3345 OLD MILTON PARKWAY,1955
