X,Y,OBJECTID,SYSSCHOOL,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,FAC_SCHTYP,GRADE_RANGE,SCHOOL_ADD,SCHOOL_CITY,STATE,SCHOOL_ZIP,SCHOOL_PHONE,Tot_EnrollmentA_FallSchYr_2011,Pct_Absent_0_5_days_2011,Pct_Absent_6_15_days_2011,Pct_Absent_16_or_more_days_2011,Tot_EnrollmentA_FallSchYr_2012,Pct_Absent_0_5_days_2012,Pct_Absent_6_15_days_2012,Pct_Absent_16_or_more_days_2012,Tot_EnrollmentA_FallSchYr_2013,Pct_Absent_0_5_days_2013,Pct_Absent_6_15_days_2013,Pct_Absent_16_or_more_days_2013,Tot_EnrollmentA_FallSchYr_2014,Pct_Absent_0_5_days_2014,Pct_Absent_6_15_days_2014,Pct_Absent_16_or_more_days_2014,Tot_EnrollmentA_FallSchYr_2015,Pct_Absent_0_5_days_2015,Pct_Absent_6_15_days_2015,Pct_Absent_16_or_more_days_2015,Tot_EnrollmentA_FallSchYr_2016,Pct_Absent_0_5_days_2016,Pct_Absent_6_15_days_2016,Pct_Absent_16_or_more_days_2016,GlobalID,last_edited_date
-84.254627000328057,33.785903999608735,956,6440399,644,DeKalb County,0399,Robert Shaw Theme School,E,PK-05,385 Glendale Rd,Scottdale,GA,30079-1810,678.676.6002,433,69.3,27.4,3.3,439,77.8,21.1,1.1,428,76.8,21.1,2,461,100,0,0,457,77.9,19.5,2.5,462,77.7,21.7,0.6,{FD1A5880-BE52-4069-BA3D-FAEDBECB043B},
-84.26204099929403,33.804322000016398,957,6442061,644,DeKalb County,2061,McLendon Elementary School,E,PK-05,3169 Hollywood Dr,Decatur,GA,30033-5104,678.676.5902,537,62.3,32.7,4.9,472,62.7,30.1,7.1,447,56.4,35,8.6,392,100,0,0,353,47.6,42.4,10,394,49.7,37.2,13.1,{228146D4-4C3C-4EAE-AC3E-32FFDB048B16},
-84.232725000149884,33.751514999718431,958,6440113,644,DeKalb County,0113,DeKalb Preparatory Academy Charter,E,KK-08,1402 Austin Dr,Decatur,GA,30032-3838,404.492.5061,,,,,,,,,283,57.4,32.1,10.4,382,100,0,0,457,63.5,33.3,3.2,437,60.5,31,8.5,{4912F7E6-DF88-4226-8FBB-BB31B686CB9A},
-84.222929999719327,33.757718000526225,959,6444065,644,DeKalb County,4065,Rowland Elementary School,E,PK-05,1317 S Indian Creek Dr,Stone Mountain,GA,30083-5220,678.676.6202,348,57.8,33.8,8.4,485,59.7,29.9,10.4,520,53.5,35.3,11.2,528,100,0,0,588,49.2,35.9,14.9,577,47.6,38,14.4,{A30C1EBB-9EC3-4AEC-A06E-0E8E19966503},
-84.228805999974668,33.779882999662121,960,6443055,644,DeKalb County,3055,Dunaire Elementary School,E,PK-05,651 S Indian Creek Dr,Stone Mountain,GA,30083-4435,678.676.5502,482,58.5,33,8.5,491,61.4,31.9,6.7,538,54.9,35.2,9.9,615,100,0,0,815,50.5,35.1,14.4,718,47.5,38,14.5,{B17634DA-0652-44B3-982A-A91FD8A2F939},
-84.238263999857082,33.796993000414389,961,6442059,644,DeKalb County,2059,Indian Creek Elementary School,E,PK-05,724 N Indian Creek Dr,Clarkston,GA,30021-2346,678.676.5702,873,60,33.5,6.5,907,66.6,29.1,4.3,1006,67.3,28.9,3.8,1044,100,0,0,1035,63.6,31.6,4.8,1016,58.8,33.9,7.3,{58522A94-54EE-417A-A99B-D453BAE85FA5},
-84.239994999891309,33.802569999801619,962,7991893,7991893,State Schools- Atlanta Area School for the Deaf,1893,Atlanta Area School for the Deaf,K12,PK-12,890 N Indian Creek Dr,Clarkston,GA,30021-2228,404.298.4868,,56.9,38.9,4.3,197,68.9,25.9,5.2,184,51.6,36.5,12,182,41.6,43.7,14.7,174,25.3,41.1,33.7,172,33.9,44.4,21.7,{126E7EC5-A226-4D65-9525-4C8E069377C8},
-84.226059000313882,33.809879000009303,963,6443059,644,DeKalb County,3059,Jolly Elementary School,E,PK-05,1070 Otello Ave,Clarkston,GA,30021-2727,678.676.5802,474,64.6,29.9,5.5,673,64.4,29.2,6.3,739,58.3,34.2,7.5,796,100,0,0,841,54.1,37.4,8.5,846,53.5,37,9.5,{5064F2ED-32AD-4625-9575-D4E66E6F65BA},
-84.184434000428936,33.689066999590331,964,6440297,644,DeKalb County,0297,"Edward L. Bouie, Sr. Elementary School",E,PK-05,5100 Rock Springs Rd,Lithonia,GA,30038-2328,678.676.8202,795,72.1,25,2.9,827,76.4,20.9,2.7,785,67.7,29,3.3,781,100,0,0,692,73.5,22.2,4.3,659,68.2,26.5,5.3,{A950708C-1551-4487-919F-2591A2959B3C},
-84.200635000116989,33.742437999466105,965,6440675,644,DeKalb County,0675,Woodridge Elementary School,E,PK-05,4120 Cedar Ridge Trl,Stone Mountain,GA,30083-5708,678.874.0202,529,55.2,38.2,6.6,536,61.7,32.6,5.7,517,48.4,41.3,10.3,528,100,0,0,556,52.2,38.3,9.5,512,49.9,41.3,8.8,{BAFA6405-BE62-4F6C-968D-329DEF9174FD},
-84.164416000063156,33.695650000549946,966,6440375,644,DeKalb County,0375,Fairington Elementary School,E,PK-05,5505 Philip Bradley Dr,Lithonia,GA,30038-1200,678.676.8702,488,52.5,37.2,10.3,559,57.8,29.5,12.7,633,45.8,39.1,15.1,631,100,0,0,693,41.6,38.4,20,681,41.3,39.1,19.6,{6707B17E-CB3A-4B6B-A9FA-235040F04A4A},
-84.169227000047627,33.728855999730804,967,6440188,644,DeKalb County,0188,Panola Way Elementary School,E,PK-05,2170 Panola Way Ct,Lithonia,GA,30058-5525,678.676.9302,787,65.2,29.5,5.3,800,58.6,32.5,8.9,776,55.3,34.4,10.3,830,100,0,0,819,45,38.5,16.5,951,40.3,41.9,17.7,{2DAB80BA-9B5A-4673-9589-6AAE49E55CFF},
-84.152304000495718,33.730594999662507,968,6440197,644,DeKalb County,0197,Marbut Elementary School,E,PK-05,5776 Marbut Rd,Lithonia,GA,30058-8351,678.676.8802,783,69.7,26.8,3.5,800,79.1,19.4,1.4,808,68.8,27.3,3.9,787,100,0,0,729,69.7,25.6,4.8,701,62.2,31.1,6.7,{B8E424C0-A3FD-435C-AD03-3A0596BEC5DF},
-84.21166799974965,33.77939500042087,969,6442050,644,DeKalb County,2050,Allgood Elementary School,E,PK-05,659 Allgood Rd,Stone Mountain,GA,30083-4576,678.676.5102,400,64,30.8,5.2,488,63.7,30.6,5.7,501,58.1,34.6,7.3,565,100,0,0,594,55.4,35.5,9.1,530,56,33.7,10.3,{E17EC476-52E7-4A2B-AFAA-609D140B71B7},
-84.19783300082409,33.798622000236939,970,6440503,644,DeKalb County,0503,East DeKalb Special Education Center,E,PK-12,5839 Memorial Dr,Stone Mountain,GA,30083-3486,678.676.1890,34,100,0,0,32,100,0,0,23,100,0,0,34,0,0,0,38,100,0,0,39,100,0,0,{05B2406D-8716-40A6-AA9D-C996A61D556B},
-84.204182999758203,33.808987999533201,971,6443057,644,DeKalb County,3057,Hambrick Elementary School,E,PK-05,1101 Hambrick Rd,Stone Mountain,GA,30083-2484,678.676.5602,623,64,29,7,639,62.1,30.5,7.4,624,57.7,34.3,8,604,100,0,0,628,53.5,36.7,9.8,654,54.9,35.9,9.2,{42718E90-FEB5-41AA-8599-E3E2A4A86C51},
-84.189791999703687,33.815546000449963,972,6440575,644,DeKalb County,0575,Stone Mill Elementary School,E,PK-05,4900 Sheila Ln,Stone Mountain,GA,30083-2124,678.676.4602,643,53.5,37.8,8.6,593,60.5,29.9,9.7,541,52.3,36,11.8,538,100,0,0,528,54.8,34.8,10.4,582,50.5,36.4,13.1,{3605D72F-E51B-4CB9-A585-3BB27AE9E01F},
-84.179455999930596,33.769608999766525,973,6440181,644,DeKalb County,0181,Eldridge L. Miller Elementary School,E,PK-05,919 Martin Rd,Stone Mountain,GA,30088-2110,678.676.3302,521,47.5,40.8,11.8,482,51.5,36.9,11.7,493,43.2,39.8,17,503,100,0,0,533,49,37.5,13.5,589,52.5,35.9,11.7,{5E4B2939-0378-47CD-AC29-41670B825A3B},
-84.16854400000102,33.813566000000527,974,6442068,644,DeKalb County,2068,Stone Mountain Elementary School,E,PK-05,6720 James B Rivers Dr,Stone Mountain,GA,30083-2235,678.676.4702,553,50.7,39,10.3,547,58,32.8,9.3,549,57.8,31.1,11,580,100,0,0,554,48,36.4,15.5,542,51.2,37.1,11.7,{C9293634-720E-4C30-9BE4-71AB1CFAA255},
-84.407871000600935,33.843502999406461,975,7610415,761,Atlanta Public Schools,0415,Atlanta Classical Academy,E,KK-12,3260 Northside Dr NW,Atlanta,GA,30305-1910,404.369.3500,,,,,,,,,,,,,,,,,486,53.1,40.4,6.5,537,83.4,16.2,0.4,{F6E50F3E-9D2F-4FC6-812D-914CE24A91B4},
-84.390021000428263,33.819436000204689,976,7611066,761,Atlanta Public Schools,1066,Rivers Elementary School,E,PK-05,8 Peachtree Battle Ave NW,Atlanta,GA,30305-4110,404.802.7050,570,56.3,39.3,4.4,634,59.2,37.7,3.1,670,51.4,42.6,6,665,56.2,39,4.7,632,59.8,35.8,4.5,716,60.5,34.2,5.2,{11F9778A-E12E-4C2E-9252-252769A0CAEB},
-84.380373999356848,33.832584000780422,977,7611560,761,Atlanta Public Schools,1560,Garden Hills Elementary School,E,PK-05,285 Sheridan Dr NE,Atlanta,GA,30305-3136,404.802.7800,697,63,32.6,4.3,694,64.3,31.6,4.1,613,58.6,35.9,5.5,611,59.4,36.1,4.5,597,53.6,39.6,6.8,466,69.1,29.3,1.6,{1B9883D9-ADA3-4B3C-BA20-08C362B5E590},
-84.375816000187328,33.857325000196845,978,7611567,761,Atlanta Public Schools,1567,Smith Elementary School,E,KK-05,370 Old Ivy Rd NE,Atlanta,GA,30342-4546,404.802.3880,1029,58.3,39,2.7,1078,63.9,32.7,3.3,1242,62,33.4,4.5,1257,60.6,34.9,4.5,1112,59.1,38.2,2.7,1104,67,30.3,2.8,{2B2EA568-953E-4E22-AA40-266BD1E5AF47},
-84.385180000438837,33.916828000095293,979,6600909,660,Fulton County,0909,Lake Forest Elementary,E,PK-05,5920 Sandy Springs Cir,Atlanta,GA,30328-5937,470.254.8740,694,51.7,41.5,6.8,766,63.2,32.7,4,832,51.6,41.5,6.9,855,63.8,32.5,3.6,900,58.9,37.2,3.9,892,67.6,28.8,3.6,{164F4BC5-C365-4087-8C68-86589E06EE65},
-84.370384999832922,33.899130999806175,980,6604056,660,Fulton County,4056,High Point Elementary School,E,PK-05,520 Greenland Rd,Atlanta,GA,30342-2046,470.254.7716,661,51.4,40.5,8,734,58,37.1,4.9,795,50.9,40.9,8.2,794,58.6,35.9,5.4,723,51.7,40.1,8.2,699,53.2,41.2,5.5,{E284BC2F-0F4A-438F-B735-050F4B080669},
-84.337143999578259,33.841340000114165,981,6441071,644,DeKalb County,1071,Woodward Elementary School,E,PK-05,3034 Curtis Dr NE,Brookhaven,GA,30319-4163,678.874.7802,791,55.8,35,9.2,815,63.1,29.4,7.5,847,56,36.4,7.6,946,100,0,0,977,59.1,33.9,7,992,61.5,31.1,7.4,{439E58D2-F443-4197-94ED-11FA63123386},
-84.327418000637294,33.8253850005771,982,6441102,644,DeKalb County,1102,John Robert Lewis Elementary School,E,PK-05,2383 N Druid Hills Rd NE,Atlanta,GA,30329-3126,678.874.1502,,,,,,,,,,,,,,,,,,,,,,,,,{C67CAFF6-C66C-4E87-A8CC-81CE865AE659},
-84.320864000077904,33.829346000251732,983,6440510,644,DeKalb County,0510,Margaret Harris Comprehensive School,K12,PK-12,1634 Knob Hill Dr NE,Atlanta,GA,30329-3209,678.874.7002,75,27.4,34.5,38.1,69,30.1,30.1,39.7,66,25.7,24.3,50,63,100,0,0,64,19.4,32.8,47.8,58,31.3,25.4,43.3,{07E2E13E-7801-4E3B-88AF-06EF575FBDCA},
-84.319917000449323,33.847803000807808,984,6444062,644,DeKalb County,4062,Montclair Elementary School,E,PK-05,1680 Clairmont Pl NE,Brookhaven,GA,30329-1610,678.874.7302,844,55.4,35.8,8.7,901,64.4,30,5.6,975,55.2,35.9,8.9,1064,100,0,0,1059,56,35.8,8.2,1113,60.4,33.8,5.8,{FFBCDF12-2BF8-4A9D-A43D-CC72FCA64A78},
-84.322011000576694,33.874335999772782,985,6443050,644,DeKalb County,3050,Ashford Park Elementary School,E,PK-05,2968 Cravenridge Dr NE,Brookhaven,GA,30319-2952,678.676.6702,458,56.4,36.1,7.5,487,61.5,33.4,5.2,507,55.5,35.8,8.7,492,100,0,0,536,58.6,34.2,7.2,517,64.8,30.7,4.6,{27666E8E-DE30-4681-A104-15FB93C2DF87},
-84.304317999767193,33.832778999864907,986,6445065,644,DeKalb County,5065,Sagamore Hills Elementary School,E,PK-05,1865 Alderbrook Rd NE,Atlanta,GA,30345-4105,678.874.7502,484,60.1,34.8,5.1,405,69.1,28.6,2.3,424,52.4,42.1,5.5,403,100,0,0,392,55.3,40,4.7,342,55.2,39.5,5.3,{656EC32F-F13E-4B0A-972B-75E227933D31},
-84.287965999717841,33.82792700010382,987,6445016,644,DeKalb County,5016,Coralwood Education Center,E,PK-01,2477 Coralwood Dr,Decatur,GA,30033-1322,678.874.6002,73,37.3,48.4,14.2,80,52.5,42.5,5,84,27.6,58.6,13.8,78,100,0,0,84,46.2,44,9.9,79,36.6,56.1,7.3,{2597EA1B-0D57-49E1-BA9F-0EB357AFDF57},
-84.288563000228933,33.836527999945858,988,6443063,644,DeKalb County,3063,Oak Grove Elementary School,E,PK-05,1857 Oak Grove Rd NE,Atlanta,GA,30345-3838,678.874.7402,640,73.2,25.7,1.2,644,77.9,20.9,1.2,640,67.4,29.6,3,585,100,0,0,606,65.6,31.3,3.1,558,68,28.9,3.1,{56A005C7-56FB-4111-BFFA-8C7102682368},
-84.290499999440783,33.848837000195971,989,6440314,644,DeKalb County,0314,GLOBE Academy Charter School I,E,KK-07,2225 Heritage Dr NE,Atlanta,GA,30345-3534,404.867.6183,,,,,,,,,,,,,385,100,0,0,439,63.9,33.5,2.5,561,55.5,38.8,5.7,{1EBA3C83-74FB-4CDE-9F80-3BCD98AFCBBC},
-84.292275999397205,33.869685999994054,990,6441055,644,DeKalb County,1055,Dresden Elementary School,E,PK-05,2449 Dresden Dr,Chamblee,GA,30341-5218,678.676.7202,817,58.1,35.8,6.1,841,70,25.8,4.2,864,63.8,31.9,4.3,1028,100,0,0,1162,54.3,36.3,9.3,1147,57.2,35,7.8,{5A40E971-DB1E-454D-991C-64A9EF4879CD},
-84.332263999342146,33.909286000453115,991,6445062,644,DeKalb County,5062,Montgomery Elementary School,E,PK-05,3995 Ashford Dunwoody Rd NE,Brookhaven,GA,30319-1855,678.676.7502,613,62.6,33.9,3.5,608,74.6,23.5,1.9,649,59.7,36.2,4.1,701,100,0,0,730,55.2,40.1,4.7,741,60.6,35.6,3.9,{788FAD89-293B-481C-80F3-16748DA93314},
-84.320077999882514,33.914522000101236,992,6440288,644,DeKalb County,0288,Kittredge Magnet School,E,04-06,1663 E Nancy Creek Dr NE,Brookhaven,GA,30319-1763,678.874.6602,415,73.2,24.9,1.9,419,78.5,20,1.4,419,69.5,27.7,2.9,423,100,0,0,456,77.2,21.4,1.3,481,71.3,25,3.7,{87F492D8-5BCE-444A-8E98-8473BB272265},
-84.302735999470116,33.911551000453983,993,6445058,644,DeKalb County,5058,Huntley Hills Elementary School,E,PK-05,2112 Seaman Cir,Chamblee,GA,30341-1524,678.676.7402,430,51.6,38,10.4,443,63.4,30.2,6.4,441,59,32.2,8.8,416,100,0,0,442,52.8,36.8,10.4,443,60.3,33.8,5.9,{8240B110-272B-4E11-B1CA-69240136EA3F},
-84.2959749992676,33.927846999574221,994,6443053,644,DeKalb County,3053,Chesnut Elementary School,E,PK-05,4576 N Peachtree Rd,Dunwoody,GA,30338-5809,678.676.7102,492,53.9,40.7,5.5,431,64.4,32.9,2.6,449,58.7,36.9,4.4,412,100,0,0,430,59.1,37.8,3.1,441,59.2,35.1,5.7,{A7709A03-AC5A-4494-843E-263C132928F3},
-84.308416999740487,33.941381000344698,995,6440214,644,DeKalb County,0214,Dunwoody Elementary School,E,PK-05,1923 Womack Rd,Dunwoody,GA,30338-4431,678.875.4002,,,,,920,68.8,27.5,3.7,906,53.4,40.8,5.8,888,100,0,0,930,59.8,34.6,5.6,998,56.3,36,7.7,{E112ECE4-969B-4B16-9A96-121D37D95B53},
-84.311933000625132,33.946391000383024,996,6440173,644,DeKalb County,0173,Vanderlyn Elementary School,E,PK-05,1877 Vanderlyn Dr,Dunwoody,GA,30338-4334,678.874.9002,807,58.4,37.7,3.9,708,67.5,30.4,2.1,756,53.8,41.2,5,755,100,0,0,691,59.6,37.3,3,691,59.5,38.1,2.4,{F2C0FC5E-03EB-48E5-8B34-F13C300E983E},
-84.280895999918258,33.91843200005178,997,6444058,644,DeKalb County,4058,Hightower Elementary School,E,PK-05,4236 Tilly Mill Rd,Doraville,GA,30360-3112,678.676.7302,634,59.9,33.3,6.7,694,66.8,30.2,3,754,57.6,35.7,6.7,844,100,0,0,810,57.2,37.3,5.5,823,57.9,33.7,8.5,{89CBDE13-EEF5-4B57-9AF2-A8268945FDEA},
-84.38245100032502,33.950730999637756,998,6600104,660,Fulton County,0104,Spalding Drive Elementary,E,PK-05,130 W Spalding Dr,Atlanta,GA,30328-1913,470.254.5880,425,61.9,34.7,3.4,466,65.4,31.7,2.9,459,58.6,37,4.4,432,72.3,25.5,2.2,426,60.5,36,3.5,383,62.5,34.4,3.1,{BC4F39EF-8846-4C64-803D-6279FAB0DB37},
-84.405689000122536,33.995274999559591,999,6330491,633,Cobb County,0491,Timber Ridge Elementary School,E,PK-05,5000 Timber Ridge Rd,Marietta,GA,30068-1529,770.642.5621,574,72,26.5,1.5,622,73.4,25.2,1.4,600,59.5,38.4,2.1,593,70.2,29.1,0.7,600,63.5,33.8,2.6,599,68.1,29,2.9,{3C991213-914D-4999-9EFA-9F929BD48994},
-84.351576000190107,33.961420999751908,1000,6600702,660,Fulton County,0702,Woodland Elementary School,E,PK-05,1130 Spalding Dr,Atlanta,GA,30350-5013,470.254.5890,838,62.2,32,5.8,850,63.9,32.1,4,866,57,36.2,6.7,867,63.8,31.8,4.3,851,58,35.8,6.2,897,60.1,32.9,7.1,{C50DB536-AD88-45D9-92BF-9466996DBD3B},
-84.353256000582704,33.97773000007205,1001,6601310,660,Fulton County,1310,Ison Springs Elementary School,E,PK-05,8261 Ison Rd,Sandy Springs,GA,30350-3127,470.254.4020,675,59.4,35.3,5.2,601,75.3,22.8,1.8,685,61.2,33.4,5.4,717,68.4,27.6,4,745,63.4,31.6,5,721,64.8,30.6,4.6,{5FC69D5B-FBCA-40CA-A384-DFB0CC55F6BE},
-84.404568999510275,34.070986999663006,1002,6600373,660,Fulton County,0373,Mountain Park Elementary School,E,PK-05,11895 Mountain Park Rd,Roswell,GA,30075-1818,470.254.4530,878,52.5,42.3,5.1,851,62.8,33.6,3.6,859,53,41.3,5.7,840,62.1,35,2.9,845,56.4,38.4,5.1,827,51.1,43.3,5.6,{3057B6F4-91FE-47C6-A207-52437909A2F0},
-84.368618999759008,34.037886000512671,1003,6601067,660,Fulton County,1067,Roswell North Elementary School,E,PK-05,10525 Woodstock Rd,Roswell,GA,30075-2939,470.254.6320,957,51.9,41.5,6.6,995,57.3,37.4,5.3,1056,54.3,39.6,6.1,1016,64.1,31.7,4.2,988,59.8,34.7,5.4,1007,60.5,34.3,5.2,{0A5F4D69-E2A4-4A87-B185-04E5FB845E10},
-84.351047999440723,34.030445000065725,1004,6601316,660,Fulton County,1316,Vickery Mill Elementary,E,PK-05,1201 Alpharetta St,Roswell,GA,30075-3701,470.254.2400,,,,,,,,,,,,,,,,,,,,,,,,,{6E5831B4-54A5-4BE6-B928-13318D343CFC},
-84.363271999900434,34.071635999927317,1005,6600298,660,Fulton County,0298,Sweet Apple Elementary School,E,PK-05,12025 Etris Rd,Roswell,GA,30075-1401,470.254.3310,783,61,35.8,3.2,763,62.3,34,3.7,739,55.8,40.7,3.5,707,64.8,31.7,3.5,698,62.1,33.7,4.2,695,67.2,29.7,3.1,{4B7E020F-78C8-442C-B631-F32261A230C7},
-84.36038200059005,34.056381000036986,1006,6601319,660,Fulton County,1319,Fulton Academy of Science and Technology,E,KK-08,11365 Crabapple Rd,Roswell,GA,30075-2407,999.999.9999,,,,,,,,,,,,,,,,,,,,,,,,,{2B1794E8-9082-4555-B31F-98DA06574A77},
-84.335630999441861,33.959619999845216,1007,6440175,644,DeKalb County,0175,Austin Elementary School,E,PK-05,5435 Roberts Dr,Dunwoody,GA,30338-3328,678.874.8102,676,64.5,33.3,2.2,631,73.1,25.5,1.4,625,62.3,34.9,2.8,610,100,0,0,615,68.5,30,1.6,635,65.3,31.8,2.9,{0937F130-92C3-4303-BD72-5FC3834E961C},
-84.342923999598526,33.976769999561242,1008,6600207,660,Fulton County,0207,Dunwoody Springs Elementary School,E,PK-05,8100 Roberts Dr,Atlanta,GA,30350-4120,470.254.4060,685,61.7,32.7,5.6,663,62.9,32,5.1,696,59.1,35.9,5.1,666,59.4,34.8,5.8,625,59.6,35.4,5,600,63.3,31.9,4.8,{B9D5E557-E71E-4AA2-914A-031B9C5BC8CB},
-84.318534000401854,34.011313000036701,1009,6600175,660,Fulton County,0175,Jackson Elementary School,E,PK-05,1400 Martin Rd,Roswell,GA,30076-3177,770.594.5290,552,60.3,36.4,3.2,590,66,30.4,3.6,594,54.9,38.5,6.6,586,57.5,37.4,5.1,552,52.2,42.1,5.7,537,53.6,41.6,4.8,{69C977A2-779A-43EB-81A6-3C8053C5D606},
-84.297168999826766,33.948140999485737,1010,6445059,644,DeKalb County,5059,Kingsley Elementary School,E,PK-05,2051 Brendon Dr,Dunwoody,GA,30338-4501,678.874.8902,455,61,35.1,4,519,68.2,26.7,5.1,554,60.2,33.2,6.6,539,100,0,0,535,63.5,31,5.5,493,62.5,31.8,5.7,{7EAD2580-1B4C-4454-844B-3224D987E815},
-84.311151000171535,33.993352000278215,1011,6600397,660,Fulton County,0397,River Eves Elementary School,E,PK-05,9000 Eves Rd,Roswell,GA,30076-3335,470.254.4550,767,58.9,37,4.1,807,64.1,33,3,824,57.3,38,4.7,834,57.8,38.2,4,795,58.7,36.1,5.2,787,54.3,40.9,4.8,{F0A27101-46AE-46C1-B666-5875683512DC},
-84.295639000294827,34.010661999687919,1012,6600202,660,Fulton County,0202,Hillside Elementary School,E,PK-05,9250 Scott Rd,Roswell,GA,30076-3415,470.254.6362,715,59,36.3,4.7,683,64,32.1,3.9,688,52.9,39.2,7.9,663,56,36.8,7.1,655,50.3,39.9,9.9,614,48.8,40.5,10.7,{8F81053B-118F-4A8A-BA2C-70A082F53A24},
-84.330707999533203,34.036848000046177,1013,6604060,660,Fulton County,4060,Mimosa Elementary School,E,PK-05,1550 Warsaw Rd,Roswell,GA,30076-1532,470.254.4540,1070,50,43.3,6.7,1040,64.8,32.2,3,1038,57.9,38,4.1,1098,57.3,36.8,5.9,1081,55.6,38.6,5.8,976,57.7,35.9,6.4,{E6243B63-D5A9-438F-AA7A-530DF9B8304E},
-84.336733999062403,34.059871999292184,1014,6600103,660,Fulton County,0103,Hembree Springs Elementary School,E,PK-05,815 Hembree Rd,Roswell,GA,30076-1116,470.254.2902,772,55.4,40,4.6,740,66.8,29.3,3.9,748,57.6,37.8,4.6,762,64.7,31.3,4.1,771,57.7,37.4,4.9,771,59.9,35.3,4.8,{30333931-4193-40CE-96FB-FD162B0BB5A5},
-84.314321999829133,34.058953000461862,1015,7820614,7820614,State Charter Schools- International Charter School of Atlanta,0614,International Charter School of Atlanta,E,KK-05,1335 Northmeadow Pkwy Ste 100,Roswell,GA,30076-4949,470.222.7420,,,,,,,,,,,,,,,,,,,,,384,52.5,39.4,8.1,{4E228ED9-4EE1-446E-9AC1-D048DFF64AAB},
-84.305171000035699,34.029035999734475,1016,6600197,660,Fulton County,0197,Northwood Elementary School,E,PK-05,10200 Wooten Rd,Roswell,GA,30076-2256,470.254.6390,721,59.9,37.6,2.4,727,69.9,28.3,1.8,733,57.7,39.5,2.8,750,66.3,30.4,3.3,735,57.7,37.3,5,770,55.5,39,5.5,{44F2CFF8-0B66-43E7-BFA0-BD94A4AF7DB3},
-84.302562000301307,34.069450000528768,1017,6600406,660,Fulton County,0406,Amana Academy School,E,KK-08,285 S Main St,Alpharetta,GA,30009-1937,678.624.0989,496,43.9,44.5,11.6,530,48.9,44.1,7.1,652,53.4,40.5,6.2,712,69,28.4,2.6,695,60.6,34.8,4.5,741,51.6,43.1,5.3,{419299C5-1B13-44CE-8012-D2E932B3B72A},
-84.269504999785767,33.83932599958888,1018,6443051,644,DeKalb County,3051,Briarlake Elementary School,E,PK-05,3590 Lavista Rd,Decatur,GA,30033-1002,678.874.2502,410,54.7,38.5,6.8,423,65.9,29.7,4.4,422,57,37,6,380,100,0,0,379,62.5,30.6,6.9,380,68.9,24.5,6.6,{6FE99AC9-6CAB-4E50-93EB-36DD911C1E78},
-84.272817000300904,33.859860999527577,1019,6445057,644,DeKalb County,5057,Hawthorne Elementary School,E,PK-05,2535 Caladium Dr NE,Atlanta,GA,30345-2009,678.874.2802,432,64.4,30.7,4.8,432,69.4,27,3.5,426,54.8,37.6,7.6,355,100,0,0,376,51.2,40.2,8.6,432,55.3,36.7,7.9,{025514E3-3027-49D9-AB52-25005BE51221},
-84.259158999821878,33.855519000329558,1020,6442058,644,DeKalb County,2058,Henderson Mill Elementary School,E,PK-05,2408 Henderson Mill Rd NE,Atlanta,GA,30345-2138,678.874.3102,557,61.2,31.9,6.9,553,73.9,21.6,4.5,551,68.8,27.2,3.9,549,100,0,0,582,58.1,35.9,6.1,582,58.6,33.5,7.9,{A7C17016-70E7-46A4-83FD-38E5AE3CDD3C},
-84.222264000206167,33.827842999665442,1021,6441059,644,DeKalb County,1059,Idlewood Elementary School,E,PK-05,1484 Idlewood Rd,Tucker,GA,30084-7721,678.874.3202,773,70.4,23.8,5.8,872,69.9,23.8,6.3,858,62.5,29.8,7.7,863,100,0,0,898,62.7,30.8,6.5,910,60.4,32.2,7.4,{4CD64324-AF4D-4DD5-BA88-3E7C96C390FB},
-84.22168199995464,33.837097000040842,1022,6441052,644,DeKalb County,1052,Brockett Elementary School,E,PK-05,1855 Brockett Rd,Tucker,GA,30084-6433,678.874.2602,407,58.7,35,6.3,409,67.9,26.9,5.3,412,59.6,33.3,7.1,417,100,0,0,459,51.5,39.7,8.7,450,55.8,36.9,7.3,{22941579-0E63-4B4C-9E35-6DCC70D2FE3E},
-84.235020000470413,33.856735999814759,1023,6442062,644,DeKalb County,2062,Midvale Elementary School,E,PK-05,3836 Midvale Rd,Tucker,GA,30084-3300,678.874.3402,435,67,28.5,4.5,432,67.1,29.5,3.4,414,62.7,30.9,6.4,434,100,0,0,416,55.3,37.4,7.4,413,53.8,37.3,8.9,{F8E39EC6-45B6-4310-AB1E-FE3CC955EE82},
-84.240516000167062,33.873374999968945,1024,6441056,644,DeKalb County,1056,Evansdale Elementary School,E,PK-05,2914 Evans Woods Dr,Doraville,GA,30340-4816,678.874.2702,474,55.6,37.6,6.7,622,62.1,34.2,3.7,629,54.1,37.6,8.4,571,100,0,0,578,56.5,34.9,8.5,553,54.8,38.3,6.9,{BC3EBA94-2826-4836-B274-429B6940ECBF},
-84.218797000428964,33.868600999655492,1025,6441061,644,DeKalb County,1061,Livsey Elementary School,E,PK-05,4137 Livsey Rd,Tucker,GA,30084-2548,678.874.3302,319,57.8,37.9,4.4,384,72.7,23.9,3.4,387,62.7,33,4.3,365,100,0,0,345,62.5,34.4,3.1,330,64.4,32.3,3.3,{5904515E-1EF8-48BD-A140-40D3405FE85E},
