OBJECTID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STATE_ID,FDID,FRST_MBRS,EMS_MBRS,TOTALPERS,NUMTRKS,NUMABUL,TOTAL_VEHI,NBR_STA,OWNER,LEVEL_,TYPE,SPECIALTY,EMSLICENSE,EMERPHONE,FRST,PERM_ID,GNIS_ID,GlobalID,last_edited_date
1460,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 28,404-853-7000,2040 MAIN STREET NORTHWEST, ,ATLANTA,GA,30318,1889,FULTON,13121,LOCATED ON THE WEST CORNER OF MAIN ST NW AND CHURCH ST NW., , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22691732,-84.472041,33.811403,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6717, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{6597B883-258A-40C1-973F-FEC3ADA9B159},2015-12-30T22:07:46.000Z
1461,UNCLASSIFIED,HENRY COUNTY FIRE DEPARTMENT STATION 9,770-288-6600,122 ROCK QUARRY RD, ,STOCKBRIDGE,GA,30281,3400,HENRY,13151,ON THE SW CORNER OF LOVE ST AND N BERRY ST, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22809184,-84.225476,33.539735,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6663, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{616A67A0-8B27-4B35-8C29-12E6A6C1ECEF},2015-12-30T22:07:46.000Z
1462,UNCLASSIFIED,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 12,678-518-4800,2815 LENORA CHURCH ROAD, ,SNELLVILLE,GA,30078,3617,GWINNETT,13135,"LOCATED SW SIDE OF LENORA CHURCH RD, APPROX .08 MILE MILE NW OF DORIAN DR SW.", , , ,,PHONE,,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,127187499,-84.012851,33.842627,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS,6673, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{391A420C-0A72-4874-9F7E-86C962186266},2015-12-30T22:07:46.000Z
1463,UNCLASSIFIED,FULTON COUNTY FIRE DEPARTMENT STATION 3,770-306-3067,4035 STONEWALL TELL ROAD, ,COLLEGE PARK,GA,30349,1406,FULTON,13121,"LOCATED ON THE SOUTH SIDE OF STONEWALL TELL RD, .1 MILES SOUTHEAST OF E STUBBS RD.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22716643,-84.590928,33.645829,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6724, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{A6989529-2FFB-4934-BD09-3C340FB4829E},2015-12-30T22:07:46.000Z
1464,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 14,404-853-7000,1203 LEE STREET SOUTHWEST, ,ATLANTA,GA,30310,4060,FULTON,13121,LOCATED ON THE SOUTHWEST CORNER OF AVON AVE SW AND LEE ST SW., , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22711081,-84.423189,33.722259,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6755, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{8FC73521-2695-491B-B6D5-96B55D9BAB5C},2015-12-30T22:07:46.000Z
1465,UNCLASSIFIED,DOUGLAS COUNTY FIRE DEPARTMENT STATION 4,770-942-8626,8271 STATE HIGHWAY 166, ,DOUGLASVILLE,GA,30135,0,DOUGLAS,13097,"LOCATED ON THE SOUTH SIDE OF STATE HIGHWAY 166, BETWEEN WILLIAMS DRIVE AND KELLY DRIVE.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,35783981,-84.845641,33.61722,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6793, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{C0A52237-9897-45F8-B8E5-3435D9E7684B},2015-12-30T22:07:46.000Z
1466,UNCLASSIFIED,CHEROKEE COUNTY FIRE AND EMERGENCY SERVICES STATION 21,770-479-0494,1190 EVENFLO DRIVE, ,BALL GROUND,GA,30107,4560,CHEROKEE,13057,ON NORTH SIDE OF CANTON HWY BETWEEN FAULKNER LN AND EVENFLO DR., , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,124521098,-84.425724,34.292988,NAVTEQ,2007Q2,ONENTITY,YES,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{87594828-AF2B-4FF9-8979-2FA4CBFDD441},2015-12-30T22:07:46.000Z
1467,UNCLASSIFIED,CLAYTON COUNTY FIRE AND EMERGENCY SERVICES STATION 10,770-473-3810,12554 PANHANDLE ROAD, ,HAMPTON,GA,30228,1507,CLAYTON,13063,EAST SIDE OF PANHANDLE RD .20 MILE NORTH OF LAKE COVE DR, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,127167303,-84.370205,33.413136,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6834, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{D9CC490F-FBAC-4055-B60D-6F0BE2B74F9B},2015-12-30T22:07:46.000Z
1468,UNCLASSIFIED,RURAL/METRO CORPORATION,678-473-1234,525 PARK BRIDGE PARKWAY, ,ALPHARETTA,GA,30005,2400,FULTON,13121,"LOCATED ON THE SOUTHEAST SIDE OF PARK BRIDGE PKY, .1 MILES NORTHEAST OF PARK WOODS CIR.", , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",22647651,-84.238468,34.063454,NAVTEQ,2007Q2,ONENTITY,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{916794E5-EDD9-439C-B3C2-BEF56FF54276},2015-12-30T22:07:46.000Z
1469,UNCLASSIFIED,CANTON CITY FIRE DEPARTMENT STATION 11,770-704-7626,2731 MARIETTA HIGHWAY, ,CANTON,GA,30114,3957,CHEROKEE,13057,SOUTHWEST CORNER OF RIDGE PINE DR AND MARIETTA HWY INTERSECTION., , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,123755629,-84.504436,34.210286,NAVTEQ,2007Q2,ONENTITY,YES,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{9C3AEF68-77CC-4693-873E-7DE27C7D1F35},2015-12-30T22:07:46.000Z
1470,UNCLASSIFIED,HENRY COUNTY FIRE DEPARTMENT STATION 2,770-288-6702,35 FRANCES WARD DRIVE, ,LOCUST GROVE,GA,30248,0,HENRY,13151,"LOCATED ON THE EAST SIDE OF FRANCES WARD DRIVE, APPROX. 0.09MI SOUTH OF BILL GARDNER PARKWAY.", , , ,,PHONE,,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,114442325,-84.11515,33.352387,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS,6657, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{2F9240B5-6FAA-4F38-9BAD-5453C3AB74B9},2015-12-30T22:07:46.000Z
1471,UNCLASSIFIED,HARTLINE EMERGENCY TRANSPORTATION INCORPORATED,770-304-3660,886 WEST LANIER AVENUE, ,FAYETTEVILLE,GA,30214,1511,FAYETTE,13113,"ON THE SOUTH SIDE OF W LANIER AVE, BETWEEN YORKTOWN DR AND HICKORY AVE.", , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",114451769,-84.478197,33.447747,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{AF20DA0B-1010-49B5-89F9-F789B59404E5},2015-12-30T22:07:46.000Z
1472,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 8,404-853-7000,1711 MARIETTA BOULEVARD NORTHWEST, ,ATLANTA,GA,30318,3646,FULTON,13121,LOCATED ON THE SOUTHEAST CORNER OF CARROLL DR NW AND MARIETTA BLVD NW., , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,127165957,-84.435665,33.801274,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6718, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{95888A17-60E4-49AF-998D-9A7FA9C84EFC},2015-12-30T22:07:46.000Z
1473,UNCLASSIFIED,CITY OF FAYETTEVILLE FIRE DEPARTMENT STATION 92,770-461-4548,124 PAVILION PARKWAY, ,FAYETTEVILLE,GA,30214,4056,FAYETTE,13113,SOUTH SIDE OF PAVILION PKWY 0.20 MILE WEST OF STATE HWY 85, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,114452245,-84.442593,33.479263,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6779, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{4731EB77-B9D0-4E67-949A-36A313DB40FF},2015-12-30T22:07:46.000Z
1474,UNCLASSIFIED,DEKALB COUNTY DEPARTMENT OF FIRE AND RESCUE SERVICES STATION 22,678-406-7750,1859 MONTREAL ROAD, ,TUCKER,GA,30084,5710,DEKALB,13089,"LOCATED ON THE EAST SIDE OF MONTREAL RD, .2 MILES SOUTH OF MONTREAL INDUSTRIAL WAY.", , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,123791764,-84.256633,33.837296,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6814, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{C7180AC4-AEA8-4A57-A8DD-DE36C93455F9},2015-12-30T22:07:46.000Z
1475,UNCLASSIFIED,CAPITAL EMERGENCY MEDICAL SERVICES DOING BUSINESS AS GLOBAL EMERGENCY MEDICAL SERVICES,404-768-0911,2033 METROPOLITAN PARKWAY SOUTHWEST,SUITE B,ATLANTA,GA,30315,5926,FULTON,13121,"LOCATED ON THE WEST SIDE OF METROPOLITAN PKY SW, BETWEEN ST JOHNS AVE SW AND MOBILE AVE SW.", , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",22712649,-84.408248,33.69989,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{118DFDD9-7EE1-4429-8427-8736EE3E7659},2015-12-30T22:07:46.000Z
1476,UNCLASSIFIED,HENRY COUNTY FIRE DEPARTMENT STATION 10,770-288-6600,1059 UPCHURCH ROAD, ,MCDONOUGH,GA,30252,8566,HENRY,13151,LESS THAN A TENTH OF A MILE SOUTH OF WILSON DRIVE ON THE WEST SIDE OF UPCHURCH ROAD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,104667430,-84.064622,33.451071,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6659, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{AB5C3A01-40F7-40E9-95FC-C5D2543FD7E0},2015-12-30T22:07:46.000Z
1477,UNCLASSIFIED,DEKALB COUNTY DEPARTMENT OF FIRE AND RESCUE SERVICES STATION 9,678-406-7750,3858 NORTH DRUID HILLS ROAD, ,DECATUR,GA,30033,3015,DEKALB,13089,"LOCATED ON THE WEST SIDE OF MISTLETOE RD, BETWEEN N DRUID HILLS RD AND MT OLIVE DR.", , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22659701,-84.275939,33.811183,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6828, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{7C8528ED-B4E2-433C-819D-C04858DE8EF1},2015-12-30T22:07:46.000Z
1478,UNCLASSIFIED,CHEROKEE COUNTY FIRE AND EMERGENCY SERVICES STATION 1,678-493-4000,6276 BELLS FERRY ROAD, ,ACWORTH,GA,30102,1418,CHEROKEE,13057,SOUTHEAST CORNER OF BELLS FERRY RD AND OLD BOSCOMB CT, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,124518823,-84.580399,34.099383,NAVTEQ,2007Q2,ONENTITY,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{011C41D4-9B41-4F37-9E74-F7992794CCA5},2015-12-30T22:07:46.000Z
1479,UNCLASSIFIED,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 4,678-518-4800,5550 SPALDING DRIVE, ,NORCROSS,GA,30092,2501,GWINNETT,13135,"LOCATED S SIDE OF SPALDING DR NW, .12 MILE W OF PEACHTREE PKY NW.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22701782,-84.224006,33.970068,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6684, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{8BF7B90E-7BD5-4114-BA38-CB66D87C1070},2015-12-30T22:07:46.000Z
1480,UNCLASSIFIED,ROSWELL FIRE DEPARTMENT STATION 2,770-641-3803,11115 CRABAPPLE ROAD, ,ROSWELL,GA,30075,2403,FULTON,13121,LOCATED ON THE SOUTHEAST CORNER OF CRABAPPLE RD AND HOUZE WAY., , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,17169125,-84.360936,34.051524,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6711, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{B7C57ACA-A7C8-4C2F-935B-F160E3EF2AAA},2015-12-30T22:07:46.000Z
1481,UNCLASSIFIED,HENRY COUNTY FIRE DEPARTMENT STATION 5,770-288-6600,10 ELM STREET, ,HAMPTON,GA,30228,2940,HENRY,13151,LESS THAN A TENTH OF A MILE EAST OF WOLF STREET ON THE SOUTH SIDE OF ELM STREET, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,114443926,-84.280852,33.387994,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6656, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{0505008B-AEE9-4CAA-B5F6-26963DF7640A},2015-12-30T22:07:46.000Z
1482,UNCLASSIFIED,DEKALB COUNTY DEPARTMENT OF FIRE AND RESCUE SERVICES STATION 12,678-406-7750,5323 ROBERTS DRIVE, ,DUNWOODY,GA,30338,3834,DEKALB,13089,LOCATED ON THE NORTHEAST CORNER OF ROBERTS PARK RD AND ROBERTS DR., , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22724505,-84.335938,33.956131,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6804, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{4BDC004F-F108-4507-A981-0D8D07624AAF},2015-12-30T22:07:46.000Z
1483,UNCLASSIFIED,SANDY SPRINGS FIRE RESCUE DEPARTMENT STATION 3,770-730-5600,6025 HEARDS ROAD, ,SANDY SPRINGS,GA,30328,4714,FULTON,13121,NE SIDE OF HEARDS RD NW BETWEEN WESLEY OAK RD NW AND HEARD FERRY RD NW, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22652829,-84.416323,33.918601,NAVTEQ,2007Q2,ONENTITY,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{687F4373-0338-4E17-A115-ABA1A9AC4982},2015-12-30T22:07:46.000Z
1484,UNCLASSIFIED,EAST POINT FIRE DEPARTMENT STATION 1,404-559-6417,2757 EAST POINT STREET, ,EAST POINT,GA,30344,3207,FULTON,13121,NW CORNER OF CLEVELAND AVE AND EAST POINT ST, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22714018,-84.441911,33.679737,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6751,6005,0,0,97,0,0,0,4,LOCAL, ,CAREER, , , ,Y, , ,{C64F4597-8341-44BE-9F2C-7CA09FA7204A},2015-12-30T22:07:46.000Z
1485,UNCLASSIFIED,FULTON COUNTY FIRE DEPARTMENT STATION 11,404-699-8953,4760 FULTON INDUSTRIAL BOULEVARD, ,ATLANTA,GA,30336,2022,FULTON,13121,NE SIDE OF ROBINSON DR SW APPROX 0.05 MILES SW OF FULTON INDUSTRIAL BLVD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22697854,-84.541946,33.758042,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6737, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{E5E0C312-1134-4391-98A2-6043F4EBE634},2015-12-30T22:07:46.000Z
1486,UNCLASSIFIED,DEKALB COUNTY DEPARTMENT OF FIRE AND RESCUE SERVICES STATION 17,678-406-7750,3900 EVANS MILL ROAD, ,LITHONIA,GA,30038,4101,DEKALB,13089,LOCATED ON THE SOUTHEAST CORNER OF ROCKLAND RD AND EVANS MILL RD., , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,127188775,-84.148669,33.673373,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6817, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{6ED41393-9743-408C-943D-1DE557088B52},2015-12-30T22:07:46.000Z
1487,UNCLASSIFIED,CLAYTON COUNTY FIRE AND EMERGENCY SERVICES STATION 7,770-473-3807,8796 ROBERTS ROAD, ,JONESBORO,GA,30238,4836,CLAYTON,13063,"LOCATED SE SIDE OF ROBERTS RD, .21 MILE SW OF FLINT RIVER RD.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22737927,-84.376307,33.515575,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6837, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{652B091B-8AC3-41BB-BD7F-4F95B774C938},2015-12-30T22:07:46.000Z
1488,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 12,404-658-7142,1288 DEKALB AVENUE NORTHEAST, ,ATLANTA,GA,30307,2000,DEKALB,13089,NE CORNER OF DEKALB AVE NE AND CANDLER ST NE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22665106,-84.345881,33.761161,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6693, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{1D6C4CD7-4AFB-4FAE-86AB-67B88A20DB2E},2015-12-30T22:07:46.000Z
1489,UNCLASSIFIED,COBB COUNTY FIRE DEPARTMENT STATION 17,770-528-8000,111 RIDGEWAY ROAD, ,MARIETTA,GA,30064,0,COBB,13067,E SIDE OF RIDGEWAY RD APPROX 0.06 MILES N OF BATTLE FOREST DR SW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,114457799,-84.620351,33.960414,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6862, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{3F8BA8E4-0A5C-4CAA-80B5-50A0023D0702},2015-12-30T22:07:46.000Z
1490,UNCLASSIFIED,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 9,678-518-4800,1900 FIVE FORKS TRICKUM ROAD, ,LAWRENCEVILLE,GA,30044,5939,GWINNETT,13135,"LOCATED SE SIDE OF FIVE FORKS TRICKUM RD SW, .17 MILE NE OF HARRISON RIDGE RD SW.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22705432,-84.029413,33.912149,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6678, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{ACDBCE12-9B3C-4F8E-B05C-4E717A8106D4},2015-12-30T22:07:46.000Z
1491,UNCLASSIFIED,SANDY SPRINGS FIRE RESCUE DEPARTMENT STATION 4,770-730-5600,4697 WIEUCA ROAD, ,ATLANTA,GA,30342,3359,FULTON,13121,N SIDE WIEUCA RD APPROX 0.06 MILES W OF ROSWELL RD NE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22654162,-84.381105,33.87592,NAVTEQ,2007Q2,ONENTITY,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{C02853FD-5645-4E17-8C22-BEA93984571A},2015-12-30T22:07:46.000Z
1492,UNCLASSIFIED,CHEROKEE COUNTY FIRE AND EMERGENCY SERVICES STATION 22,770-720-3920,9550 BELLS FERRY ROAD, ,CANTON,GA,30114,2030,CHEROKEE,13057,ON SOUTHEAST SIDE OF BELLS FERRY RD .3 MILES SOUTHWEST OF HOLLY ST., , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,123793503,-84.54597,34.182543,NAVTEQ,2007Q2,ONENTITY,YES,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{BA362AE1-8D16-484C-94A6-43483874E17F},2015-12-30T22:07:46.000Z
1493,UNCLASSIFIED,DEKALB COUNTY FIRE RESCUE STATION 8,678-406-7731,2711 CLAIRMONT ROAD NORTHEAST, ,ATLANTA,GA,30329,2712,DEKALB,13089,LOCATED ON THE EAST SIDE OF CLAIRMONT RD NE 0.13 MILES SOUTHEAST OF THE INTERSECTION OF BRIARCLIFF RD NE AND CLAIRMONT RD NE, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22657653,-84.311163,33.835862,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6813, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{0EBE1E96-3AFA-4CB3-B57A-A127BEBB24C1},2015-12-30T22:07:46.000Z
1494,UNCLASSIFIED,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 14,678-518-4800,1600 UNITED STATES HIGHWAY 23, ,BUFORD,GA,30518,0,GWINNETT,13135,"LOCATED NW SIDE OF US-23, .11 MILE SW OF COMMERCE DR NE.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22678077,-84.013806,34.095699,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6687, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{290ADE46-1888-4C3A-87F6-D040BF18EF0E},2015-12-30T22:07:46.000Z
1495,UNCLASSIFIED,RURAL/METRO CORPORATION,678-473-1234,5890 PLUMMER ROAD SOUTHWEST, ,ATLANTA,GA,30336,2900,FULTON,13121,"LOCATED ON THE EAST SIDE OF PLUMMER RD SW, .3 MILES SOUTHEAST OF GA-70.", , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",23245126,-84.583901,33.719958,NAVTEQ,2007Q2,ONENTITY,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{06A71F64-3D2E-4987-886F-DA7BE7E7142B},2015-12-30T22:07:46.000Z
1496,UNCLASSIFIED,FAYETTE COUNTY FIRE AND EMERGENCY SERVICES STATION 1,770-305-5414,450 STATE HIGHWAY 279, ,FAYETTEVILLE,GA,30214,0,FAYETTE,13113,"WEST SIDE OF STATE HWY 279, LESS THAN .1 MILE SOUTH OF HELMER RD", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,108998678,-84.447101,33.524649,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6790, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{1C4B54B8-B346-4CD4-962B-635A6BAADF5D},2015-12-30T22:07:46.000Z
1497,UNCLASSIFIED,ALPHARETTA DEPARTMENT OF PUBLIC SAFETY DIVISION OF FIRE STATION 2,678-297-6282,3070 MARKET PLACE, ,ALPHARETTA,GA,30005,3800,FULTON,13121,"LOICATED ON THE EAST SIDE OF MARKET PL, .1 MILES SOUTHWEST OF WINDWARD PKY.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,17020455,-84.237129,34.090651,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6699, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{4ED203AC-338A-42D8-BACE-38CCFCE7EADE},2015-12-30T22:07:46.000Z
1498,UNCLASSIFIED,FAIRBURN FIRE DEPARTMENT,770-969-3483,19 EAST BROAD STREET, ,FAIRBURN,GA,30213,0,FULTON,13121,SE SIDE OF E BROAD ST BETWEEN E CAMPBELLTON ST AND COLE ST, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22808058,-84.581439,33.566115,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6722,6006,0,0,13,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,Y, , ,{0A224BAA-A952-4ADF-8AD0-5E2090348163},2015-12-30T22:07:46.000Z
1499,UNCLASSIFIED,ROSWELL FIRE DEPARTMENT STATION 5,678-898-9881,1200 HEMBREE ROAD, ,ROSWELL,GA,30076,3813,FULTON,13121,"LOCATED ON THE NORTH SIDE OF HEMBREE RD, .1 MILES EAST OF ALPHARETTA HWY.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22680237,-84.324413,34.061057,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6707, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{5689ADAB-A93E-4345-8DC6-35E5DB9825A7},2015-12-30T22:07:46.000Z
1500,UNCLASSIFIED,FAYETTE COUNTY FIRE AND EMERGENCY SERVICES STATION 8,770-460-5730,212 FLAT CREEK TRAIL, ,FAYETTEVILLE,GA,30214,4704,FAYETTE,13113,WEST SIDE OF FLAT CREEK TRAIL 0.08 MILE SOUTH OF TYRONE RD, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,114446041,-84.539559,33.449328,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6784, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{36312821-50E1-4E19-AA32-9392C9DFA3E7},2015-12-30T22:07:46.000Z
1501,UNCLASSIFIED,FULTON COUNTY FIRE DEPARTMENT STATION 12,770-476-1600,10205 MEDLOCK BRIDGE PARKWAY, ,ALPHARETTA,GA,30022,8133,FULTON,13121,LOCATED ON THE NORTH SIDE OF MEDLOCK BRIDGE PARKWAY BETWEEN MEDBRIDGE DRIVE AND PEACHTREE PARKWAY., , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22648544,-84.187051,34.029408,NAVTEQ,2007Q2,ONENTITY,YES,TGS,6700, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{754E07F3-8208-4AFA-A39F-04324F16A7C9},2015-12-30T22:07:46.000Z
1502,UNCLASSIFIED,ATLANTA FIRE AND RESCUE STATION 29,404-853-7000,2167 MONROE DRIVE NORTHEAST, ,ATLANTA,GA,30324,4843,FULTON,13121,LOCATED ON THE SOUTH SIDE OF MONROE DR NE LESS THAN .1 MILES NORTHEAST OF MONROE PL NE., , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22659713,-84.368457,33.810598,NAVTEQ,2007Q2,ONENTITY,NO,TGS,6777, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,{211DC159-B280-4E15-BF31-4B3A2FC7394A},2015-12-30T22:07:46.000Z
1503,UNCLASSIFIED,ELITE EMERGENCY MEDICAL SERVICES BOD,770-944-7445,8954 HOSPITAL DRIVE, ,DOUGLASVILLE,GA,30134,2272,DOUGLAS,13097,ON THE NORTHEAST CORNER OF PRESTLEY MILL RD AND HOSPITAL DR, , , ,,PHONE,,MANUAL,621910,"AMBULANCE SERVICES, AIR OR GROUND",133502851,-84.732972,33.738656,NAVTEQ,2007Q2,ONENTITY,NO,TGS,0, ,0,0,0,0,0,0,0, , , , , , ,N, , ,{061DFE07-A0F7-4E01-8337-2DB7504974AE},2015-12-30T22:07:46.000Z
