OBJECTID,FeatureID,Name,DevType,Acres,SchoolES,SchoolMS,SchoolHS,YearBuilt,Gated,Private,TotalPop2015,TotalPop2015_MaritalStatus,TotalPop2015_NeverMarried,TotalPop2015_Married,TotalPop2015_Divorced,MedianAge2015,TotalHH2015,MedianHHIncome2015,Ed25Older2015_onlyHS,Ed25Older2015_uptoBachelors,Ed25Older2015_uptoGradDegree,MedianHomeValue2015,VehiclesPerHouse2015,AvgTravelTimeToWorkRelative,DiversityIndex2015,TotalPop2015_NeverMarried_PerOf,TotalPop2015_Married_PerOfTotal,TotalPop2015_Divorced_PerOfTota,TotalPop2015_NeverMarried_Per_1,TotalPop2015_Married_PerOfTot_1,TotalPop2015_Divorced_PerOfTo_1,TotalPop2015_PerOfTotalCity,Ed25Older2015_TotalPop,Ed25Older2015_onlyHS_PerOfTotal,Ed25Older2015_uptoBachelors_Per,Ed25Older2015_uptoGradDegree_Pe,Ed25Older2015_onlyHS_PerOfTot_1,Ed25Older2015_uptoBachelors_P_1,Ed25Older2015_uptoGradDegree__1,MedianHHIncome2015_AmtFromMedia,MedianHHIncome2015_PerFromMedia,Score_MedianAge,Score_TotalHH2015,Score_MedianHHIncome2015,Score_MedianHomeValue2015,Score_VehiclesPerHouse2015,Score_DiversityIndex,Score_NeverMarriedPercentOfCity,Score_MarriedPercentOfCity,Score_DivorcedPercentOfCity,Score_Education_onlyHS,Score_Education_upToBachelors,Score_Education_upToGradDegree,Shape_Length,Shape_Area
197,SA100431,Jones Bridge Hills,Subdivision,6.00553463,Dolvin Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2433.71060876315,261021.261496118
198,SA100335,Jones Bridge Place,Subdivision,9.89409695,Ocee Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3181.51634499295,430986.863467362
199,SA100285,Jones Estates,Subdivision,2.90070693,Dolvin Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),1486.47417112541,126109.823090377
200,SA100337,Kensington Oaks,Subdivision,13.57548426,Lake Windward Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3653.83877022888,625226.674487531
201,SA100501,Kimball Bridge at Creekside,Townhomes,4.71268136,Ocee Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),1812.65631662576,205284.400317977
202,SA100442,Kimball Parc,Subdivision,9.09111441,Ocee Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2435.48268639094,398088.859119006
203,SA100386,Kings & Priests,Subdivision,50.69179127,Shakerag Elementary School,River Trail Middle School,Northview High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),9093.1570199023,2208134.5927609
204,SA100430,Kingston Manor Park,Subdivision,6.97624846,Dolvin Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2545.99125638439,303885.279798348
205,SA100342,Mackinac,Subdivision,14.00458388,Hillside Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3407.80758570706,610013.014330873
206,SA100484,Madison Park,Subdivision,14.96201396,Barnwell Elementary School,Autrey Mill Middle School,Johns Creek High School,2010,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3517.59988198358,651740.887639128
207,SA100488,Magnolia Park,Subdivision,5.31869068,Northwood Elementary School,Haynes Bridge Middle School,Centennial High School,2000,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2252.46764867856,231682.166331903
208,SA100290,Morton Chase,Subdivision,15.30022707,State Bridge Crossing Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4603.18481688702,665794.557650011
209,SA100345,Mount View,Subdivision,67.88517596,Barnwell Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),12417.8379397017,2956888.42412308
210,SA100468,Myers Park,Townhomes,15.08553089,Wilson Creek Elementary School,Autrey Mill Middle School,Johns Creek High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4441.42056257286,657130.00326115
211,SA100508,Noor,Subdivision,4.70387285,Ocee Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2264.08357107675,204141.201757887
212,SA100346,North Bridges,Subdivision,27.4162679,Abbotts Hill Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5530.78250436003,1193655.27649682
213,SA100347,North Peak,Subdivision,65.31297668,Barnwell Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),8331.3241345116,2844893.87089553
214,SA100433,Oak Bridge,Subdivision,15.67428724,Barnwell Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4145.55706890633,682687.219487838
215,SA100348,Oak Landing,Subdivision,8.79416835,Ocee Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2682.80352999934,384416.709455702
216,SA100521,"Oaks at Johns Creek, The",Apartments,23.30354938,Shakerag Elementary School,River Trail Middle School,Northview High School,2012,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5898.35658086808,1015102.6112938
217,SA100299,Old Taylor Farms,Subdivision,38.09398319,Shakerag Elementary School,River Trail Middle School,Northview High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),6269.92616147388,1643281.39624472
218,SA100429,Oxford Mill,Subdivision,163.04699163,Dolvin Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),12322.8787641037,7102172.27534966
219,SA100474,"Park at Haynes Manor, The",Mixed,5.55268359,Northwood Elementary School,Haynes Bridge Middle School,Centennial High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2007.68876985021,241873.935499127
220,SA100351,Parsons Walk,Subdivision,8.92364479,Wilson Creek Elementary School,River Trail Middle School,Northview High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3214.73350833155,388666.369438065
221,SA100506,Kilarney at St. Ives,Subdivision,7.37423765,Wilson Creek Elementary School,Autrey Mill Middle School,Johns Creek High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2499.71632452901,321221.792035428
222,SA100352,Pine Ridge,Subdivision,5.04346804,State Bridge Crossing Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2082.17594460264,219567.284555079
223,SA100266,Preserve at Johns Creek,Subdivision,11.55109427,Findley Oaks Elementary School,River Trail Middle School,Northview High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2983.79008752869,503175.246547482
224,SA100275,Preston Oaks,Subdivision,25.73146933,Barnwell Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4611.55996061538,1119120.56786221
225,SA100469,Quail Hollow Estates,Subdivision,72.63725012,Shakerag Elementary School,River Trail Middle School,Northview High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),8361.07125274551,3159859.77067369
226,SA100287,Queensbury East,Subdivision,20.89835516,Barnwell Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3942.48167653608,902504.400121914
227,SA100518,"Regency at Johns Creek Walk, The",Mixed,11.12822319,Wilson Creek Elementary School,River Trail Middle School,Northview High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2919.84456960413,529974.236453972
228,SA100455,"Regency at Wellington, The",Subdivision,32.54834652,Findley Oaks Elementary School,Taylor Road Middle School,Chattahoochee High School,2001,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5828.68924419907,1417801.24391857
229,SA100368,"Reserve at Wellington, The",Subdivision,28.9042014,Findley Oaks Elementary School,Taylor Road Middle School,Chattahoochee High School,2001,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5115.65013853985,1259071.58322342
230,SA100355,River Farm,Subdivision,41.43120679,State Bridge Crossing Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),6137.75149702429,1804595.01846974
231,SA100406,River Knoll,Subdivision,15.35714309,State Bridge Crossing Elementary School,Autrey Mill Middle School,Johns Creek High School,1991,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3570.59486275954,699783.511130919
232,SA100356,River Trace,Subdivision,11.68718799,Barnwell Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3265.61232824188,508927.713970462
233,SA100280,Rivermont,Subdivision,113.63887433,Barnwell Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),10077.6998365474,5010310.84565208
234,SA100445,Rivermont Club,Subdivision,11.16771387,Barnwell Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4549.32955727462,459213.401928355
235,SA100504,Rivermont Village,Townhomes,21.86215797,Barnwell Elementary School,Haynes Bridge Middle School,Centennial High School,,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4330.18273341851,952315.60953656
236,SA100405,Riverwood,Subdivision,76.44083948,Medlock Bridge Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),12938.0645961114,3329637.41647258
237,SA100440,Saddle Bridge,Subdivision,30.98021475,State Bridge Crossing Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),6415.23115627841,1349355.39628642
238,SA100262,Saint Clair,Subdivision,40.88794857,Hillside Elementary School,Haynes Bridge Middle School,Centennial High School,1991,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),8501.4182174668,1781126.31811685
239,SA100441,Spring Garden,Subdivision,2.98277257,State Bridge Crossing Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),1502.38030467524,130484.181377571
240,SA100359,Spring Meadow Farms,Subdivision,43.90707295,Shakerag Elementary School,River Trail Middle School,Northview High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),6859.97499526145,1847725.62342395
241,SA100291,Springfield,Townhomes,16.58432354,Dolvin Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4601.20232488905,742298.026370473
242,SA100500,St. Amour,Subdivision,5.37689044,Findley Oaks Elementary School,River Trail Middle School,Northview High School,,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2194.2830860768,234215.47654265
243,SA100462,St. Andrews Apartments,Apartments,37.26873824,Dolvin Elementary School,Autrey Mill Middle School,Johns Creek High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),7178.69029985671,1621950.2471252
244,SA100360,St. Regis,Subdivision,35.21942123,Hillside Elementary School,Haynes Bridge Middle School,Centennial High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5472.27516693442,1534100.18657337
245,SA100361,Standard View,Subdivision,21.13888204,Findley Oaks Elementary School,River Trail Middle School,Northview High School,1993,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4330.6969176235,920746.096768112
246,SA100520,Stonegrove Overlook,Subdivision,16.99121341,Medlock Bridge Elementary School,River Trail Middle School,Northview High School,2012,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5783.12817470462,740125.244156704
247,SA100424,Stonehaven,Subdivision,39.88637123,Medlock Bridge Elementary School,River Trail Middle School,Northview High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),7406.41918300509,1737199.65571313
248,SA100362,Surrey Park,Subdivision,23.01996194,Abbotts Hill Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4504.82557901871,1002699.53822508
249,SA100369,"Vicarage, The",Subdivision,35.91461918,Lake Windward Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5361.31315668118,1564461.05825675
250,SA100372,Village at Thornhill,Townhomes,7.08869962,Medlock Bridge Elementary School,Autrey Mill Middle School,Johns Creek High School,1986,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2600.54689477269,308783.764133456
251,SA100460,Villas of Johns Creek,Townhomes,13.49207483,Wilson Creek Elementary School,River Trail Middle School,Northview High School,2009,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4402.32367604095,587714.779606382
252,SA100502,Wellsley,Townhomes,8.87708162,Lake Windward Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2986.26073721261,386685.676990079
253,SA100495,Willow Royal,Subdivision,1.79869431,Northwood Elementary School,Haynes Bridge Middle School,Centennial High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),1366.68721030568,78351.1214889682
254,SA100374,Windermere Park,Subdivision,33.54975956,Abbotts Hill Elementary School,Taylor Road Middle School,Chattahoochee High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5668.14352641079,1461445.44338771
255,SA100475,Winfield on the River,Subdivision,84.47176289,Medlock Bridge Elementary School,Autrey Mill Middle School,Johns Creek High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),8986.27137996709,3679533.44394438
256,SA100492,Winthrop Park,Subdivision,11.34476932,State Bridge Crossing Elementary School,Autrey Mill Middle School,Johns Creek High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),4205.12784164014,494180.537131916
257,SA100376,Woodridge,Subdivision,10.17196715,Barnwell Elementary School,Autrey Mill Middle School,Johns Creek High School,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2825.75961277747,443032.22543844
258,SA100470,Woodvale,Subdivision,11.14612776,Northwood Elementary School,Haynes Bridge Middle School,Centennial High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2930.04191608316,484938.320368777
259,SA100478,Wyngate,Subdivision,10.5527891,Lake Windward Elementary School,Taylor Road Middle School,Chattahoochee High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),3339.71271590956,459676.599789043
260,SA100524,"Reserve at Autry Mill, The",Subdivision,8.62,Dolvin Elementary School,Autrey Mill Middle School,Johns Creek High School,2014,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),2978.09877351983,434114.136711286
261,SA100525,Findley Cove,Subdivision,1.4553194,Findley Oaks Elementary School,River Trail Middle School,Northview High School,2014,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),1038.13533123477,63393.4726949796
262,SA100526,Byers Landing,Subdivision,3.137,Abbotts Hill Elementary School,Taylor Road Middle School,Chattahoochee High School,2014,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),1441.43298006324,115130.212923178
263,SA100528,Meadowview at Bellmoore Park,Subdivision,17.41148126,Shakerag Elementary School,River Trail Middle School,Northview High School,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),(no data),5160.85676039513,756875.389338049
