OBJECTID,FeatureID,NbrhdID,DevName,DevType,DevPhase,PlatDate,PathToPlatGeo,PathToPlatNotGeo,PathToPlatGeoWeb,PathToPlatNotGeoWeb,PlatType,Comments,GlobalID,created_date,last_edited_date,Shape__Area,Shape__Length
386,NP100664,SA100380,Cameron Forest,Subdivision,Unit 2,1986-08-01T00:00:00.000Z,P:\CameronForest\plat_geo_CameronWoods_IsNowPartOfCameronForest\Unit2_19960912.tif,X:\Records\Plats\Cameron_Woods_AKA_Landings_at_State_Bridge\Final\Unit2_19960912.tif,http:\\gis.johnscreekga.gov\docs\CameronForest\plat_geo_CameronWoods_IsNowPartOfCameronForest\Unit2_19960912.tif,http://gis.johnscreekga.gov/docs_records/Plats/Cameron_Woods_AKA_Landings_at_State_Bridge/Final/Unit2_19960912.tif,Final,"Originally platted as ""Cameron Woods"" and later combined",2c1bb548-6bb2-4e13-ba40-6186027094ee,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,276509.4921875,5977.18497911836
387,NP100665,SA100380,Cameron Forest,Subdivision,Unit 1,1986-08-14T00:00:00.000Z,P:\CameronForest\plat_geo_CameronWoods_IsNowPartOfCameronForest\Unit1_19860814.tif,X:\Records\Plats\Cameron_Woods_AKA_Landings_at_State_Bridge\Final\Unit1_19860814.tif,http:\\gis.johnscreekga.gov\docs\CameronForest\plat_geo_CameronWoods_IsNowPartOfCameronForest\Unit1_19860814.tif,http://gis.johnscreekga.gov/docs_records/Plats/Cameron_Woods_AKA_Landings_at_State_Bridge/Final/Unit1_19860814.tif,Final,"Originally platted as ""Cameron Woods"" and later combined",205cc98c-80a4-4a4e-b833-37fe8554e534,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,44185.47265625,1584.865838461
388,NP100666,SA100446,Colony Glen,Subdivision,Unit 1,1984-10-15T00:00:00.000Z,P:\ColonyGlen\plat_geo\Unit1_19851031.tif,X:\Records\Plats\Colony_Glen\Final\Unit 1 19851031.tif,http:\\gis.johnscreekga.gov\docs\ColonyGlen\plat_geo\Unit1_19851031.tif,http://gis.johnscreekga.gov/docs_records/Plats/Colony_Glen/Final/Unit 1 19851031.tif,Final,,c1b97428-a91f-4b4c-8f94-13f949aae805,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,84917.15625,2778.59909959771
389,NP100667,SA100427,Willow Run,Subdivision,"Phase 1, Unit 1",1984-09-11T00:00:00.000Z,P:\WillowRun\plat_geo\Phase1_Unit1_19840911.tif,X:\Records\Plats\WillowRun\Final\Phase1_Unit1_19840911.tif,http:\\gis.johnscreekga.gov\docs\WillowRun\plat_geo\Phase1_Unit1_19840911.tif,http://gis.johnscreekga.gov/docs_records/Plats/WillowRun/Final/Phase1_Unit1_19840911.tif,Final,,c088286c-97e7-4d41-81db-a6fe26b5ff5d,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,47062.41796875,1953.6621289461
390,NP100669,SA100446,Colony Glen,Subdivision,Unit 2,1984-10-15T00:00:00.000Z,P:\ColonyGlen\plat_geo\Unit2_19851004.tif,X:\Records\Plats\Colony_Glen\Final\Unit 2.tif,http:\\gis.johnscreekga.gov\docs\ColonyGlen\plat_geo\Unit2_19851004.tif,http://gis.johnscreekga.gov/docs_records/Plats/Colony_Glen/Final/Unit 2.tif,Final,,c01b15b0-8d5e-41c7-9fff-9ca28aa882cc,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,62952.2734375,2703.28584080195
391,NP100670,SA100446,Colony Glen,Subdivision,Unit 3,1985-12-19T00:00:00.000Z,P:\ColonyGlen\plat_geo\Unit3_19851219.tif,X:\Records\Plats\Colony_Glen\Final\Unit 3 19851219 (FKA Jones Bridge Plantation Unit 9).tif,http:\\gis.johnscreekga.gov\docs\ColonyGlen\plat_geo\Unit3_19851219.tif,http://gis.johnscreekga.gov/docs_records/Plats/Colony_Glen/Final/Unit 3 19851219 (FKA Jones Bridge Plantation Unit 9).tif,Final,,9098cb63-4c2a-4d4f-9e12-ce71df1f61aa,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,66051.49609375,2384.27584465195
392,NP100673,SA100277,Jones Bridge Plantation,Subdivision,Unit 5,1984-09-14T00:00:00.000Z,P:\JonesBridgePlantation\plat_geo\Unit5_19840914.tif,X:\Records\Plats\Jones_Bridge_Plantation\Final\Unit5_19840914.tif,http:\\gis.johnscreekga.gov\docs\JonesBridgePlantation\plat_geo\Unit5_19840914.tif,http://gis.johnscreekga.gov/docs_records/Plats/Jones_Bridge_Plantation/Final/Unit5_19840914.tif,Final,,bff9ef51-6030-4190-bddc-d1aec3c0f2d6,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,53478.3828125,2450.01817484909
393,NP100674,SA100283,Concord Hall,Subdivision,Unit 1,1989-03-24T00:00:00.000Z,P:\ConcordHall\plat_geo\Unit1_19890623.tif,X:\Records\Plats\Concord_Hall\Final\Unit1_19890623.tif,http:\\gis.johnscreekga.gov\docs\ConcordHall\plat_geo\Unit1_19890623.tif,http://gis.johnscreekga.gov/docs_records/Plats/Concord_Hall/Final/Unit1_19890623.tif,Final,,9b0d6565-f433-4fa2-a2b1-81137278ba01,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,36974.171875,1692.18085897314
394,NP100675,SA100283,Concord Hall,Subdivision,"Unit 2, Section 3",1993-11-05T00:00:00.000Z,P:\ConcordHall\plat_geo\Unit2Section3_19931105.tif,X:\Records\Plats\Concord_Hall\Final\Unit2Section3_19931105.tif,http:\\gis.johnscreekga.gov\docs\ConcordHall\plat_geo\Unit2Section3_19931105.tif,http://gis.johnscreekga.gov/docs_records/Plats/Concord_Hall/Final/Unit2Section3_19931105.tif,Final,,33a6cd4b-ed28-4c74-8436-53b58b800bc6,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,8233.3828125,529.77444875329
395,NP100676,SA100283,Concord Hall,Subdivision,"Unit 2, Section 1",1993-02-05T00:00:00.000Z,P:\ConcordHall\plat_geo\Unit2Section1_19930205.tif,X:\Records\Plats\Concord_Hall\Final\Unit2Section1_19930205.tif,http:\\gis.johnscreekga.gov\docs\ConcordHall\plat_geo\Unit2Section1_19930205.tif,http://gis.johnscreekga.gov/docs_records/Plats/Concord_Hall/Final/Unit2Section1_19930205.tif,Final,,35a69d9d-6308-4f86-8f3b-8be5f94309c5,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,101584.0703125,3947.95462898987
396,NP100678,SA100283,Concord Hall,Subdivision,Unit 4,1991-11-27T00:00:00.000Z,P:\ConcordHall\plat_geo\Unit4_19911127.tif,X:\Records\Plats\Concord_Hall\Final\Unit4_19911127.tif,http:\\gis.johnscreekga.gov\docs\ConcordHall\plat_geo\Unit4_19911127.tif,http://gis.johnscreekga.gov/docs_records/Plats/Concord_Hall/Final/Unit4_19911127.tif,Final,,1490235b-9889-4b14-9e97-7abf86450456,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,56528.15625,2417.58850627071
397,NP100679,SA100283,Concord Hall,Subdivision,Unit 3,1993-03-12T00:00:00.000Z,P:\ConcordHall\plat_geo\Unit3_19930312.tif,X:\Records\Plats\Concord_Hall\Final\Unit3_19930312.tif,http:\\gis.johnscreekga.gov\docs\ConcordHall\plat_geo\Unit3_19930312.tif,http://gis.johnscreekga.gov/docs_records/Plats/Concord_Hall/Final/Unit3_19930312.tif,Final,,c21cf1a2-dc22-4fa0-a6d8-44f828cc346f,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,69809.57421875,2461.2200495909
398,NP100680,SA100283,Concord Hall,Subdivision,"Unit 3, Phase 2",1999-09-17T00:00:00.000Z,P:\ConcordHall\plat_geo\Unit3Phase2_19900917.tif,X:\Records\Plats\Concord_Hall\Final\Unit3Phase2_19900917.tif,http:\\gis.johnscreekga.gov\docs\ConcordHall\plat_geo\Unit3Phase2_19900917.tif,http://gis.johnscreekga.gov/docs_records/Plats/Concord_Hall/Final/Unit3Phase2_19900917.tif,Final,,10e169fc-051c-425e-9a4c-82dba8676dc9,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,17931.73046875,949.250371444603
399,NP100682,SA100276,Donamere,Subdivision,Phase 1,1989-03-19T00:00:00.000Z,P:\Donamere\plat_geo\Phase1_19920501.tif,X:\Records\Plats\Donamere\Final\Phase1_19920501(sh1of1).tif,http:\\gis.johnscreekga.gov\docs\Donamere\plat_geo\Phase1_19920501.tif,http://gis.johnscreekga.gov/docs_records/Plats/Donamere/Final/Phase1_19920501(sh1of1).tif,Final,,136fa920-715d-4007-ab4a-0ccfdbc9dd2a,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,53537.265625,1967.90653886954
400,NP100683,SA100276,Donamere,Subdivision,Phase 2,1992-09-11T00:00:00.000Z,P:\Donamere\plat_geo\Phase2_19920911.tif,X:\Records\Plats\Donamere\Final\Phase2_19920911(sh1of1).tif,http:\\gis.johnscreekga.gov\docs\Donamere\plat_geo\Phase2_19920911.tif,http://gis.johnscreekga.gov/docs_records/Plats/Donamere/Final/Phase2_19920911(sh1of1).tif,Final,,19d06983-fbc1-4dd7-9bad-0f7f6c642648,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,56614.3515625,1931.09345602729
401,NP100684,SA100431,Jones Bridge Hills,Subdivision,,2007-08-21T00:00:00.000Z,P:\JonesBridgeHills\plat_geo\20070821.tif,X:\Records\Plats\Jones Bridge Hills (LL 134 Dist 1-1)\Final\20070821.tif,http:\\gis.johnscreekga.gov\docs\JonesBridgeHills\plat_geo\20070821.tif,http://gis.johnscreekga.gov/docs_records/Plats/Jones Bridge Hills (LL 134 Dist 1-1)/Final/20070821.tif,Final,,40849c9d-daa8-45dd-a637-a1362f8eb357,2013-06-13T13:38:45.000Z,2014-12-04T00:00:00.000Z,31065.0703125,1351.03082533558
402,NP100685,SA100482,Grand Estates of the South,Subdivision,,2006-10-24T00:00:00.000Z,P:\GrandEstatesOfTheSouth\plat_geo\20070206pg7.tif,"X:\Records\Plats\Grand_Estates_of_the_South (LL 15, 16, 32)\Final\20070206.tif",http:\\gis.johnscreekga.gov\docs\GrandEstatesOfTheSouth\plat_geo\20070206pg7.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Grand_Estates_of_the_South (LL 15, 16, 32)/Final/20070206.tif",Final,,ca00190d-b2c4-4c57-a519-40cac0e67278,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,123475.8203125,2697.12085924603
403,NP100686,SA100434,Doublegate,Subdivision,Unit 1,1983-03-01T00:00:00.000Z,P:\Doublegate\plat_geo\Unit1_19830301pg2.tif,X:\Records\Plats\Doublegate\Final\Unit1_19830301.tif,http:\\gis.johnscreekga.gov\docs\Doublegate\plat_geo\Unit1_19830301pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Doublegate/Final/Unit1_19830301.tif,Final,,663ad690-cd5b-41e1-a118-fcd5fb822193,2013-06-13T13:38:45.000Z,2014-09-15T00:00:00.000Z,124894.171875,2748.54906698148
404,NP100688,SA100434,Doublegate,Subdivision,Unit 1,1983-03-01T00:00:00.000Z,P:\Doublegate\plat_geo\Unit1_19830301pg1.tif,X:\Records\Plats\Doublegate\Final\Unit1_19830301.tif,http:\\gis.johnscreekga.gov\docs\Doublegate\plat_geo\Unit1_19830301pg1.tif,http://gis.johnscreekga.gov/docs_records/Plats/Doublegate/Final/Unit1_19830301.tif,Final,,5f174dec-fb97-4052-8faf-54013dcce548,2013-06-13T13:38:45.000Z,2014-09-15T00:00:00.000Z,83526.50390625,2320.72779050397
405,NP100689,SA100434,Doublegate,Subdivision,Unit 2,1985-07-17T00:00:00.000Z,P:\Doublegate\plat_geo\Unit2_19850717.tif,X:\Records\Plats\Doublegate\Final\Unit2_19850717.tif,http:\\gis.johnscreekga.gov\docs\Doublegate\plat_geo\Unit2_19850717.tif,http://gis.johnscreekga.gov/docs_records/Plats/Doublegate/Final/Unit2_19850717.tif,Final,,0b70802f-10f0-475b-9264-de98ef2a17d2,2013-06-13T13:38:45.000Z,2014-09-15T00:00:00.000Z,137398.5390625,3397.62000523186
406,NP100691,SA100434,Doublegate,Subdivision,Unit 3,1988-05-13T00:00:00.000Z,P:\Doublegate\plat_geo\Unit3_19880513.tif,X:\Records\Plats\Doublegate\Final\Unit3_19880513.tif,http:\\gis.johnscreekga.gov\docs\Doublegate\plat_geo\Unit3_19880513.tif,http://gis.johnscreekga.gov/docs_records/Plats/Doublegate/Final/Unit3_19880513.tif,Final,,5538fc48-f4e9-4d21-a907-e857bf697079,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,173901.58984375,4205.14798653119
407,NP100692,SA100434,Doublegate,Subdivision,Unit 4,1986-07-16T00:00:00.000Z,P:\Doublegate\plat_geo\Unit4_19860716.tif,X:\Records\Plats\Doublegate\Final\Unit4_19860716.tif,http:\\gis.johnscreekga.gov\docs\Doublegate\plat_geo\Unit4_19860716.tif,http://gis.johnscreekga.gov/docs_records/Plats/Doublegate/Final/Unit4_19860716.tif,Final,,8980605b-3b29-4300-89bc-891d413e20b1,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,163312.4140625,4765.89347944835
408,NP100697,SA100434,Doublegate,Subdivision,Unit 5,1995-06-16T00:00:00.000Z,P:\Doublegate\plat_geo\Unit5_19950616.tif,X:\Records\Plats\Doublegate\Final\Unit5_19950616.tif,http:\\gis.johnscreekga.gov\docs\Doublegate\plat_geo\Unit5_19950616.tif,http://gis.johnscreekga.gov/docs_records/Plats/Doublegate/Final/Unit5_19950616.tif,Final,,3ed67b82-95a4-4a13-81c1-3e0dff099986,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,156772.70703125,3945.65862888714
409,NP100699,SA100434,Doublegate,Subdivision,Unit 6,1994-09-23T00:00:00.000Z,P:\Doublegate\plat_geo\Unit6_19940923.tif,X:\Records\Plats\Doublegate\Final\Unit6_19940923.tif,http:\\gis.johnscreekga.gov\docs\Doublegate\plat_geo\Unit6_19940923.tif,http://gis.johnscreekga.gov/docs_records/Plats/Doublegate/Final/Unit6_19940923.tif,Final,,e434cef5-9cf7-448c-b367-747d4aa5e334,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,293319.79296875,7068.03252834959
410,NP100700,SA100434,Doublegate,Subdivision,Unit 7,1992-11-20T00:00:00.000Z,P:\Doublegate\plat_geo\Unit7_19921120.tif,X:\Records\Plats\Doublegate\Final\Unit7_19921120.tif,http:\\gis.johnscreekga.gov\docs\Doublegate\plat_geo\Unit7_19921120.tif,http://gis.johnscreekga.gov/docs_records/Plats/Doublegate/Final/Unit7_19921120.tif,Final,,5d0df5c2-e9fe-4da6-af51-a200f9758302,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,158747.9921875,4101.76106305639
411,NP100703,SA100434,Doublegate,Subdivision,Unit 8,1992-10-16T00:00:00.000Z,P:\Doublegate\plat_geo\Unit8_19921016.tif,X:\Records\Plats\Doublegate\Final\Unit8_19921016.tif,http:\\gis.johnscreekga.gov\docs\Doublegate\plat_geo\Unit8_19921016.tif,http://gis.johnscreekga.gov/docs_records/Plats/Doublegate/Final/Unit8_19921016.tif,Final,,be980a8a-0ecf-4d25-b273-f06635c5a614,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,124832.7421875,3054.29396238419
412,NP100706,SA100434,Doublegate,Subdivision,Unit 9,1994-09-16T00:00:00.000Z,P:\Doublegate\plat_geo\Unit9_19940916.tif,X:\Records\Plats\Doublegate\Final\Unit9_19940916.tif,http:\\gis.johnscreekga.gov\docs\Doublegate\plat_geo\Unit9_19940916.tif,http://gis.johnscreekga.gov/docs_records/Plats/Doublegate/Final/Unit9_19940916.tif,Final,,d87351a3-0270-4744-8fdd-04d5b8cb1e93,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,54486.6875,1845.67463083943
413,NP100707,SA100434,Doublegate,Subdivision,Unit 12,2003-10-30T00:00:00.000Z,P:\Doublegate\plat_geo\Unit12_20031030.tif,X:\Records\Plats\Doublegate\Final\Unit12_20031030.tif,http:\\gis.johnscreekga.gov\docs\Doublegate\plat_geo\Unit12_20031030.tif,http://gis.johnscreekga.gov/docs_records/Plats/Doublegate/Final/Unit12_20031030.tif,Final,,75ddd087-ad24-4887-a19b-452495088d63,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,182092.7421875,4654.12213929353
414,NP100708,SA100434,Doublegate,Subdivision,Unit 11,1993-11-15T00:00:00.000Z,P:\Doublegate\plat_geo\Unit11_19931115.tif,X:\Records\Plats\Doublegate\Final\Unit11_19931115.tif,http:\\gis.johnscreekga.gov\docs\Doublegate\plat_geo\Unit11_19931115.tif,http://gis.johnscreekga.gov/docs_records/Plats/Doublegate/Final/Unit11_19931115.tif,Final,,01723116-34bd-4ccc-b935-2d1d829beddd,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,20059.01171875,808.201136979759
415,NP100709,SA100409,Edgehill Place,Subdivision,,1997-07-23T00:00:00.000Z,P:\EdgehillPlace\plat_geo\19980108.tif,X:\Records\Plats\Edgehill_Place_AKA_Buice_Road_Subdivision\Final\19970723.tif,http:\\gis.johnscreekga.gov\docs\EdgehillPlace\plat_geo\19980108.tif,http://gis.johnscreekga.gov/docs_records/Plats/Edgehill_Place_AKA_Buice_Road_Subdivision/Final/19970723.tif,Final,,6e7a63ca-a583-4ab7-8166-60472c00d7f4,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,68108.20703125,2652.16094680105
416,NP100710,SA100394,Ellington,Subdivision,,2004-10-29T00:00:00.000Z,P:\Ellington\plat_geo\20041029.tif,"X:\Records\Plats\Ellington AKA Camden Walk (LL 32, 33 Dist 1-1)\Final\20041029.tif",http:\\gis.johnscreekga.gov\docs\Ellington\plat_geo\20041029.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Ellington AKA Camden Walk (LL 32, 33 Dist 1-1)/Final/20041029.tif",Final,,99f63cac-ed11-4be9-ace3-8f2c85f91f3a,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,63493.015625,2562.02256077423
417,NP100711,SA100394,Ellington,Subdivision,,2004-10-29T00:00:00.000Z,P:\Ellington\plat_geo\20041029_pg2.tif,"X:\Records\Plats\Ellington AKA Camden Walk (LL 32, 33 Dist 1-1)\Final\20041029.tif",http:\\gis.johnscreekga.gov\docs\Ellington\plat_geo\20041029_pg2.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Ellington AKA Camden Walk (LL 32, 33 Dist 1-1)/Final/20041029.tif",Final,,f6b74dbf-ef36-40d5-a8f0-bf5095c0d13c,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,28439.7734375,765.072284981968
418,NP100712,SA100263,"Enclave at Breckenridge, The",Subdivision,Phase 1,1992-06-12T00:00:00.000Z,P:\EnclaveAtBreckenridge\plat_geo\Phase1_19920612pg1.tif,X:\Records\Plats\Enclave_at_ Breckenridge\Final\Phase 1 19920612.tif,http:\\gis.johnscreekga.gov\docs\EnclaveAtBreckenridge\plat_geo\Phase1_19920612pg1.tif,http://gis.johnscreekga.gov/docs_records/Plats/Enclave_at_ Breckenridge/Final/Phase 1 19920612.tif,Final,,bc7b6704-f645-4a07-89c4-8c5f35fde750,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,71743.109375,2755.44292910052
419,NP100713,SA100263,"Enclave at Breckenridge, The",Subdivision,"Phase 2, Unit 1",1992-10-30T00:00:00.000Z,P:\EnclaveAtBreckenridge\plat_geo\Phase2Unit1_19921030pg1.tif,X:\Records\Plats\Enclave_at_ Breckenridge\Final\Phase 2 Unit 1 19921030.tif,http:\\gis.johnscreekga.gov\docs\EnclaveAtBreckenridge\plat_geo\Phase2Unit1_19921030pg1.tif,http://gis.johnscreekga.gov/docs_records/Plats/Enclave_at_ Breckenridge/Final/Phase 2 Unit 1 19921030.tif,Final,,cd9640a2-499a-446a-ab0d-d3042573a740,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,28002.62890625,1491.95024043668
420,NP100715,SA100451,Timberstone,Subdivision,"Section 1, Phase 1",,P:\Timberstone\plat_geo\Section1Phase1_19740213.tif,X:\Records\Plats\Timberstone\Final\Section1Phase1_19740213.tif,http:\\gis.johnscreekga.gov\docs\Timberstone\plat_geo\Section1Phase1_19740213.tif,http://gis.johnscreekga.gov/docs_records/Plats/Timberstone/Final/Section1Phase1_19740213.tif,Final,,0b911ba8-a2f7-4ec3-a540-adff4d77cae2,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,126118.63671875,3535.37511154093
421,NP100717,SA100263,"Enclave at Breckenridge, The",Subdivision,"Phase 2, Unit 2",1993-06-04T00:00:00.000Z,P:\EnclaveAtBreckenridge\plat_geo\Phase2Unit2_19930604pg1.tif,X:\Records\Plats\Enclave_at_ Breckenridge\Final\Phase 2 Unit 2 19930604.tif,http:\\gis.johnscreekga.gov\docs\EnclaveAtBreckenridge\plat_geo\Phase2Unit2_19930604pg1.tif,http://gis.johnscreekga.gov/docs_records/Plats/Enclave_at_ Breckenridge/Final/Phase 2 Unit 2 19930604.tif,Final,,ee3ea069-ec1f-4040-a25f-597e6c153fe3,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,49128.56640625,2415.06179540124
422,NP100719,SA100263,"Enclave at Breckenridge, The",Subdivision,Phase 3,1993-11-05T00:00:00.000Z,P:\EnclaveAtBreckenridge\plat_geo\Phase3_19931105pg1.tif,X:\Records\Plats\Enclave_at_ Breckenridge\Final\Phase 3 19931105.tif,http:\\gis.johnscreekga.gov\docs\EnclaveAtBreckenridge\plat_geo\Phase3_19931105pg1.tif,http://gis.johnscreekga.gov/docs_records/Plats/Enclave_at_ Breckenridge/Final/Phase 3 19931105.tif,Final,,3143decd-a76c-49a3-9801-748f61268871,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,21641.859375,1145.95661347209
423,NP100720,SA100267,Woodland Hills,Subdivision,Unit 1,1981-08-11T00:00:00.000Z,P:\WoodlandHills\plat_geo\Unit1_19810811.tif,X:\Records\Plats\Woodland_Hills\Final\Unit1_19810811.tif,http:\\gis.johnscreekga.gov\docs\WoodlandHills\plat_geo\Unit1_19810811.tif,http://gis.johnscreekga.gov/docs_records/Plats/Woodland_Hills/Final/Unit1_19810811.tif,Final,,173dbf2a-acd0-441e-9c56-07b1456290b4,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,96520.0078125,3700.16304275965
424,NP100721,SA100321,Evergreen Trace,Subdivision,Phase 2,1988-06-24T00:00:00.000Z,P:\EvergreenTrace\plat_geo\Phase2_19880624.tif,X:\Records\Plats\Evergreen_Trace\Final\Phase2_19880624.tif,http:\\gis.johnscreekga.gov\docs\EvergreenTrace\plat_geo\Phase2_19880624.tif,http://gis.johnscreekga.gov/docs_records/Plats/Evergreen_Trace/Final/Phase2_19880624.tif,Final,,27f10c98-02cc-4195-9b5c-c920b3210970,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,13075.46875,727.053765265307
425,NP100722,SA100321,Evergreen Trace,Subdivision,Phase 1,1984-11-08T00:00:00.000Z,P:\EvergreenTrace\plat_geo\19841109.tif,X:\Records\Plats\Evergreen_Trace\Final\19841109.tif,http:\\gis.johnscreekga.gov\docs\EvergreenTrace\plat_geo\19841109.tif,http://gis.johnscreekga.gov/docs_records/Plats/Evergreen_Trace/Final/19841109.tif,Final,,9ef03f52-54df-494f-8863-1eafcfd87ad4,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,89082.23828125,3111.14169635733
426,NP100723,SA100323,Falcon Ridge,Subdivision,,1987-07-01T00:00:00.000Z,P:\FalconRidge\plat_geo\19870702.tif,X:\Records\Plats\Falcon_Ridge\Final\19870702.tif,http:\\gis.johnscreekga.gov\docs\FalconRidge\plat_geo\19870702.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falcon_Ridge/Final/19870702.tif,Final,,d9c87df8-3165-4ded-a5aa-2f67e0061e6c,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,53549.6171875,1911.30978822268
427,NP100725,SA100449,Windgate,Subdivision,Unit 4,1989-06-16T00:00:00.000Z,P:\Windgate\plat_geo\Unit4_19890616.tif,X:\Records\Plats\Windgate\Final\Unit4_19890616.tif,http:\\gis.johnscreekga.gov\docs\Windgate\plat_geo\Unit4_19890616.tif,http://gis.johnscreekga.gov/docs_records/Plats/Windgate/Final/Unit4_19890616.tif,Final,,6740e5e5-23b5-4fce-bc32-9a0e6fa2a475,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,36880.08203125,1543.7650372351
428,NP100726,SA100365,"Forest, The",Subdivision,Unit 1,1988-12-02T00:00:00.000Z,P:\ForestThe\plat_geo\Unit1_198811202.tif,X:\Records\Plats\Forest\Final\Unit1_19881202.tif,http:\\gis.johnscreekga.gov\docs\ForestThe\plat_geo\Unit1_198811202.tif,http://gis.johnscreekga.gov/docs_records/Plats/Forest/Final/Unit1_19881202.tif,Final,,9362a03e-d6e3-4e66-9236-f4cdfd327634,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,58123.1953125,2319.04639579076
429,NP100727,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 10,2005-01-03T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit10_20050103pg3.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 10 20050103.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit10_20050103pg3.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 10 20050103.tif,Final,,9babd088-ae23-4a2a-b54e-cd6605439136,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,175055.15234375,4905.052221195
430,NP100729,SA100374,Windermere Park,Subdivision,Unit 1,1991-09-06T00:00:00.000Z,P:\WindermerePark\plat_geo\Unit1_19920906.tif,X:\Records\Plats\Windermere_Park\Final\Unit1_19910906.tif,http:\\gis.johnscreekga.gov\docs\WindermerePark\plat_geo\Unit1_19920906.tif,http://gis.johnscreekga.gov/docs_records/Plats/Windermere_Park/Final/Unit1_19910906.tif,Final,,c8f4a428-5553-4772-be15-3284e48a27da,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,106467.6953125,3446.19780656696
431,NP100731,SA100374,Windermere Park,Subdivision,Unit 2,1991-09-13T00:00:00.000Z,P:\WindermerePark\plat_geo\Unit2_19910913.tif,X:\Records\Plats\Windermere_Park\Final\Unit2_19910913.tif,http:\\gis.johnscreekga.gov\docs\WindermerePark\plat_geo\Unit2_19910913.tif,http://gis.johnscreekga.gov/docs_records/Plats/Windermere_Park/Final/Unit2_19910913.tif,Final,,45f7a1b6-58ba-47e9-ac8c-09c0222c12f1,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,55709.08984375,2410.97773035203
432,NP100733,SA100374,Windermere Park,Subdivision,Unit 3,1998-03-12T00:00:00.000Z,P:\WindermerePark\plat_geo\Unit3_19980312pg2.tif,X:\Records\Plats\Windermere_Park\Final\Unit3_19980312pg2.tif,http:\\gis.johnscreekga.gov\docs\WindermerePark\plat_geo\Unit3_19980312pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Windermere_Park/Final/Unit3_19980312pg2.tif,Final,,b4dfdc1e-8a51-4d12-b1b5-4903c78d0071,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,6649.9765625,371.246779618361
