OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Population__1_yr_and_older,Population_did_not_move,Percent_of_pop_did_not_move,Population_who_moved_last_year,Percent_of_population_who_moved,GlobalID,Pop_Chng_per_SqMi_2000_2010,Pop_Moved_From_Diff_State,Pct_Pop_Moved_Diff_State,Pop_Who_Moved_From_Abroad,Pct_Pop_Moved_From_Abroad
283,070110,13151070110,701.10,ARC 10,2015-05-27T12:35:40.000Z,6677,5917,88.62,760,11.38,{F9FFE0DB-21F4-4386-9C8B-05B3DB52B2A7},108.4,41,0.61,0,0
284,070108,13151070108,701.08,ARC 10,2015-05-27T12:35:40.000Z,4998,4341,86.85,657,13.15,{A00176DD-FD34-40C1-877D-29CB6B6204AE},337.6,102,2.04,0,0
285,070306,13151070306,703.06,ARC 10,2015-05-27T12:35:40.000Z,8701,6972,80.13,1687,19.39,{1A7FB642-FA9D-4AF6-8944-0ED5FEE4C1D9},461.8,338,3.88,42,0.48
286,070104,13151070104,701.04,ARC 10,2015-05-27T12:35:40.000Z,11263,9705,86.17,1459,12.95,{064A2FEF-FD94-4A40-944C-6DB065C669E6},718.3,102,0.91,99,0.88
287,070202,13151070202,702.02,ARC 10,2015-05-27T12:35:40.000Z,11291,10662,94.43,609,5.39,{CB69937E-E3D4-4479-BB65-BA656A61555A},256.4,231,2.05,20,0.18
288,070305,13151070305,703.05,ARC 10,2015-05-27T12:35:40.000Z,8224,7020,85.36,1204,14.64,{7C20645E-63A0-48CA-9DC2-18649D39A7B8},180.5,99,1.2,0,0
289,070304,13151070304,703.04,ARC 10,2015-05-27T12:35:40.000Z,11285,8051,71.34,3138,27.81,{7C65414F-C8BF-49CF-B144-8FDD94E87F46},533.3,564,5,96,0.85
290,070106,13151070106,701.06,ARC 10,2015-05-27T12:35:40.000Z,4927,4332,87.92,582,11.81,{3BFAFA19-4AB5-49CF-9E65-9BD31C8DE88D},120,74,1.5,13,0.26
291,070203,13151070203,702.03,ARC 10,2015-05-27T12:35:40.000Z,14854,12961,87.26,1856,12.49,{0DE670DA-0C5F-40C8-ABD4-041E51868D90},223.8,633,4.26,37,0.25
292,070402,13151070402,704.02,ARC 10,2015-05-27T12:35:40.000Z,12629,11154,88.32,1457,11.54,{DD8E91AE-875D-40B2-819D-345F134F0F20},158.9,171,1.35,18,0.14
293,960101,13015960101,9601.01,ARC 20,2015-05-27T12:35:40.000Z,1470,1365,92.86,105,7.14,{1B9F6B76-A273-4948-B814-A052BC1A0E6A},12.2,0,0,0,0
294,960402,13015960402,9604.02,ARC 20,2015-05-27T12:35:40.000Z,9222,7209,78.17,1992,21.6,{FA0F5CA2-44BD-4E63-9AED-89FF7EA2E2A0},154.4,170,1.84,21,0.23
295,960901,13015960901,9609.01,ARC 20,2015-05-27T12:35:40.000Z,2416,2094,86.67,307,12.71,{A804C07D-E1C0-4C00-B710-F73A0E9E69E9},6,53,2.19,15,0.62
296,960102,13015960102,9601.02,ARC 20,2015-05-27T12:35:40.000Z,9574,8180,85.44,1347,14.07,{F0BBA36C-0211-44A7-ABBD-C54296F37CED},24.6,239,2.5,47,0.49
297,960802,13015960802,9608.02,ARC 20,2015-05-27T12:35:40.000Z,2901,2546,87.76,355,12.24,{07EA94DE-FDF2-44E1-874A-C27DFC93054B},57.9,29,1,0,0
298,961000,13015961000,9610,ARC 20,2015-05-27T12:35:40.000Z,8618,7341,85.18,1277,14.82,{0E128576-3D56-44B6-86F1-F8A3AAE85E0E},31.8,28,0.32,0,0
299,960801,13015960801,9608.01,ARC 20,2015-05-27T12:35:40.000Z,3129,2451,78.33,663,21.19,{C498CFD8-F405-49EA-A710-F6BC2A1247E7},43.9,24,0.77,15,0.48
300,960300,13015960300,9603,ARC 20,2015-05-27T12:35:40.000Z,7671,6821,88.92,850,11.08,{0BC26556-E5D6-4137-A40D-2EE7B4599F85},41.6,51,0.66,0,0
301,960902,13015960902,9609.02,ARC 20,2015-05-27T12:35:40.000Z,6080,5419,89.13,661,10.87,{058280BC-C9B1-4F8C-ACCB-9BB23C35F58E},78,10,0.16,0,0
302,960500,13015960500,9605,ARC 20,2015-05-27T12:35:40.000Z,7219,5537,76.7,1682,23.3,{166D1599-AAEA-41A1-8879-5E616D706F9B},231.2,14,0.19,0,0
303,960600,13015960600,9606,ARC 20,2015-05-27T12:35:40.000Z,8614,7226,83.89,1118,12.98,{5A4D2F14-5A01-4949-88ED-1FADB2D21161},140.7,133,1.54,270,3.13
304,960200,13015960200,9602,ARC 20,2015-05-27T12:35:40.000Z,10699,9191,85.91,1494,13.96,{BB6F4C70-F2A4-452A-8103-4438E8CA5547},44.7,242,2.26,14,0.13
305,960401,13015960401,9604.01,ARC 20,2015-05-27T12:35:40.000Z,8650,6671,77.12,1979,22.88,{D5AE7413-D8E7-460B-BE62-0A40B2AC6705},425.7,228,2.64,0,0
306,960803,13015960803,9608.03,ARC 20,2015-05-27T12:35:40.000Z,4904,4051,82.61,853,17.39,{1EFE78CC-B386-4F0F-A9DA-8A2A1626E08B},22.8,43,0.88,0,0
307,960700,13015960700,9607,ARC 20,2015-05-27T12:35:40.000Z,6496,5142,79.16,1281,19.72,{BCA83730-C25D-4ED4-AD3B-25A59403CB29},53.3,107,1.65,73,1.12
308,050319,13135050319,503.19,ARC 10,2015-05-27T12:35:40.000Z,5703,4609,80.82,883,15.48,{103673A3-700C-4948-A067-241404291913},-660,55,0.96,211,3.7
309,050219,13135050219,502.19,ARC 10,2015-05-27T12:35:40.000Z,2974,2798,94.08,151,5.08,{5ACA9D5B-EAF8-4F91-9047-1634164651A1},-331.8,54,1.82,25,0.84
310,050211,13135050211,502.11,ARC 10,2015-05-27T12:35:40.000Z,5336,3575,67,1666,31.22,{5A8D358D-EE95-45C3-9C29-891345557F1F},-947.7,407,7.63,95,1.78
311,050215,13135050215,502.15,ARC 10,2015-05-27T12:35:40.000Z,2950,1631,55.29,956,32.41,{79158A30-06BC-4C28-B281-75EC9B9EBC9A},444.6,303,10.27,363,12.31
312,050216,13135050216,502.16,ARC 10,2015-05-27T12:35:40.000Z,7862,6694,85.14,978,12.44,{3D8D61B2-2636-4072-ACA0-FC4003D2D586},637.8,345,4.39,190,2.42
313,050527,13135050527,505.27,ARC 10,2015-05-27T12:35:40.000Z,6399,5609,87.65,790,12.35,{31D0BEAA-F16C-4253-B816-ED78E7597F69},76.5,117,1.83,0,0
314,050549,13135050549,505.49,ARC 10,2015-05-27T12:35:40.000Z,5114,4865,95.13,249,4.87,{BC34E5D9-5104-4273-A93B-5B99960F1529},235.3,0,0,0,0
315,050540,13135050540,505.40,ARC 10,2015-05-27T12:35:40.000Z,6825,4692,68.75,2133,31.25,{48AEC7DC-17D3-40F0-8309-4DA44F158B94},544.1,98,1.44,0,0
316,050722,13135050722,507.22,ARC 10,2015-05-27T12:35:40.000Z,3304,2890,87.47,388,11.74,{05BE11B9-AB3C-40F2-8A23-66A8AFEA0244},422.9,1,0.03,26,0.79
317,050729,13135050729,507.29,ARC 10,2015-05-27T12:35:40.000Z,3414,2614,76.57,800,23.43,{C2673FBB-5BE0-4450-865A-FE40E2AB1BB0},222,129,3.78,0,0
318,050725,13135050725,507.25,ARC 10,2015-05-27T12:35:40.000Z,5057,4221,83.47,836,16.53,{A18695A5-DD5B-4A6F-9DBB-F4443162C4D5},280,240,4.75,0,0
319,050730,13135050730,507.30,ARC 10,2015-05-27T12:35:40.000Z,6693,6087,90.95,606,9.05,{01C8CD01-963C-4A67-920C-32A24735E0EC},613.3,145,2.17,0,0
320,050728,13135050728,507.28,ARC 10,2015-05-27T12:35:40.000Z,13721,12231,89.14,1465,10.68,{2774948C-91D9-47D5-9E53-601805B37A89},629.2,339,2.47,25,0.18
321,050731,13135050731,507.31,ARC 10,2015-05-27T12:35:40.000Z,8618,7785,90.33,675,7.83,{A4394C69-364B-4F13-B172-EF1AE80355D5},753.9,182,2.11,158,1.83
322,050609,13135050609,506.09,ARC 10,2015-05-27T12:35:40.000Z,12519,10755,85.91,1739,13.89,{E2791877-4548-4BAD-98B0-19DAD9D468AB},591.4,208,1.66,25,0.2
323,050610,13135050610,506.10,ARC 10,2015-05-27T12:35:40.000Z,15314,13309,86.91,1994,13.02,{53572459-9D1F-47DB-BEC6-A45C1B54EE58},593.4,191,1.25,11,0.07
324,050541,13135050541,505.41,ARC 10,2015-05-27T12:35:40.000Z,4879,1986,40.71,2731,55.97,{A6A5872A-FDB1-4D1F-8781-EAC44FE2B834},442,316,6.48,162,3.32
325,050524,13135050524,505.24,ARC 10,2015-05-27T12:35:40.000Z,4760,3961,83.21,799,16.79,{63AE10C0-7FAF-4ABD-BF99-C4DE69760512},348.5,216,4.54,0,0
326,050547,13135050547,505.47,ARC 10,2015-05-27T12:35:40.000Z,7461,6318,84.68,1120,15.01,{BF51F11D-3241-4135-91D2-2ADF4102430A},323.3,221,2.96,23,0.31
327,050523,13135050523,505.23,ARC 10,2015-05-27T12:35:40.000Z,6571,4828,73.47,1681,25.58,{4E7935AC-140F-4116-B3B4-D2928715F2D9},691,228,3.47,62,0.94
328,050724,13135050724,507.24,ARC 10,2015-05-27T12:35:40.000Z,14954,12290,82.19,2565,17.15,{2B0D27E3-E30F-464D-91BC-71BD8E8557B7},962.5,811,5.42,99,0.66
329,050543,13135050543,505.43,ARC 10,2015-05-27T12:35:40.000Z,6348,5784,91.12,564,8.88,{C7E481E3-ADFB-41D1-A545-20CC7C2FA204},1206.5,322,5.07,0,0
330,050545,13135050545,505.45,ARC 10,2015-05-27T12:35:40.000Z,10911,8735,80.06,2176,19.94,{A26BD195-304D-435E-A8D4-32D0BEF2F7D1},1447.5,448,4.11,0,0
331,050727,13135050727,507.27,ARC 10,2015-05-27T12:35:40.000Z,9282,8739,94.15,543,5.85,{D82DB256-8F8B-45A8-8C4A-78953D693D5F},613.8,0,0,0,0
332,050548,13135050548,505.48,ARC 10,2015-05-27T12:35:40.000Z,10853,8448,77.84,2351,21.66,{8CD90EE7-0CA6-4256-A148-7756266E9C1F},626.2,533,4.91,54,0.5
333,050546,13135050546,505.46,ARC 10,2015-05-27T12:35:40.000Z,14931,13306,89.12,1564,10.47,{D3E39609-D869-428D-89B6-489816683CA4},1339.1,345,2.31,61,0.41
334,050726,13135050726,507.26,ARC 10,2015-05-27T12:35:40.000Z,8299,6942,83.65,1316,15.86,{270E7A85-76EA-41B7-A6AB-85E4270835FD},379.3,239,2.88,41,0.49
335,050608,13135050608,506.08,ARC 10,2015-05-27T12:35:40.000Z,15109,13504,89.38,1551,10.27,{9E3E88BC-8FBB-4507-B80E-1FC992E6CCEC},228.3,82,0.54,54,0.36
336,050607,13135050607,506.07,ARC 10,2015-05-27T12:35:40.000Z,14972,12476,83.33,2486,16.6,{548FF38D-A2E4-4934-ABFE-ABEBAE57597D},930.9,503,3.36,10,0.07
337,050542,13135050542,505.42,ARC 10,2015-05-27T12:35:40.000Z,3859,2300,59.6,1559,40.4,{41B99535-89AA-4141-9BA1-D94226BDDEC7},1649.3,433,11.22,0,0
338,050536,13135050536,505.36,ARC 10,2015-05-27T12:35:40.000Z,4803,4252,88.53,551,11.47,{DDD889C7-9C44-46EE-A281-340371818CDC},239.7,27,0.56,0,0
339,050537,13135050537,505.37,ARC 10,2015-05-27T12:35:40.000Z,4493,3148,70.06,1321,29.4,{5804DE98-2746-4C9A-8B95-4CD6108F5309},660,494,10.99,24,0.53
340,050539,13135050539,505.39,ARC 10,2015-05-27T12:35:40.000Z,4594,3989,86.83,605,13.17,{30A18664-ABDD-44AE-B97E-1839EDF1F21D},1246.7,157,3.42,0,0
341,050544,13135050544,505.44,ARC 10,2015-05-27T12:35:40.000Z,11439,9552,83.5,1797,15.71,{B6EB72B7-5FAB-46D8-9FBE-9D49262F9785},1249.2,590,5.16,90,0.79
342,050535,13135050535,505.35,ARC 10,2015-05-27T12:35:40.000Z,5530,5073,91.74,419,7.58,{AF12A8F1-31EF-472F-8DD0-E36E0990C5B4},551.2,57,1.03,38,0.69
343,050532,13135050532,505.32,ARC 10,2015-05-27T12:35:40.000Z,7536,6178,81.98,1322,17.54,{1A952F3E-7C93-4EEC-8B17-63ECA0D8A57F},1328.2,51,0.68,36,0.48
344,050534,13135050534,505.34,ARC 10,2015-05-27T12:35:40.000Z,6049,5272,87.15,728,12.04,{A1502266-65E0-42BB-AFE9-B5754E5AD045},1034.4,45,0.74,49,0.81
345,050723,13135050723,507.23,ARC 10,2015-05-27T12:35:40.000Z,6456,5914,91.6,528,8.18,{FF0E1790-8A00-467A-B40A-25E1CD64B210},284.7,112,1.73,14,0.22
346,050435,13135050435,504.35,ARC 10,2015-05-27T12:35:40.000Z,3642,2727,74.88,914,25.1,{F431D827-AA23-4B1B-94DF-A932DC9C0E7F},68.8,64,1.76,1,0.03
347,050531,13135050531,505.31,ARC 10,2015-05-27T12:35:40.000Z,7296,6312,86.51,984,13.49,{99EB2D70-4DC6-4C08-9523-DA4A8100218F},560.7,322,4.41,0,0
348,050533,13135050533,505.33,ARC 10,2015-05-27T12:35:40.000Z,7871,6529,82.95,1308,16.62,{60D65266-C572-4436-9D13-E60577E16A63},776.8,115,1.46,34,0.43
349,050436,13135050436,504.36,ARC 10,2015-05-27T12:35:40.000Z,7078,5082,71.8,1916,27.07,{C6B54070-5F25-43FB-8F66-09F60FB1B68B},684.1,43,0.61,80,1.13
350,050433,13135050433,504.33,ARC 10,2015-05-27T12:35:40.000Z,2261,2003,88.59,258,11.41,{013ABA66-10BF-4AF0-99AF-8629FFBB6559},450,108,4.78,0,0
351,050432,13135050432,504.32,ARC 10,2015-05-27T12:35:40.000Z,6442,6137,95.27,269,4.18,{D0F16589-EEF0-4FFC-AF49-FAF510E56BEE},243.2,13,0.2,36,0.56
352,050434,13135050434,504.34,ARC 10,2015-05-27T12:35:40.000Z,6474,4754,73.43,1670,25.8,{E0B40277-CB44-4E2B-83C1-FA9D8F09B31A},720,179,2.76,50,0.77
353,050321,13135050321,503.21,ARC 10,2015-05-27T12:35:40.000Z,4520,4251,94.05,269,5.95,{C2C13AE9-D984-4FA8-9AA9-D9EE60293EBC},-12,43,0.95,0,0
354,100903,13217100903,1009.03,ARC 20,2015-05-27T12:35:40.000Z,5614,4949,88.15,665,11.85,{CA8754BA-A984-4BD9-8D63-F58DDDAF2707},344,75,1.34,0,0
355,100902,13217100902,1009.02,ARC 20,2015-05-27T12:35:40.000Z,5280,4489,85.02,760,14.39,{FD9AB15B-0F9C-443B-9D20-4CD4EFD45726},287.8,59,1.12,31,0.59
356,100901,13217100901,1009.01,ARC 20,2015-05-27T12:35:40.000Z,9595,8232,85.79,1337,13.93,{A091EE67-92A5-441B-9B30-F9206DC7EE21},205.7,290,3.02,26,0.27
357,100201,13217100201,1002.01,ARC 20,2015-05-27T12:35:40.000Z,5385,4711,87.48,674,12.52,{BB168721-BE4C-4CFD-ACFD-74C1D98CADD1},31.4,10,0.19,0,0
358,100501,13217100501,1005.01,ARC 20,2015-05-27T12:35:40.000Z,15086,11890,78.81,3196,21.19,{0297302B-B29D-42A9-8D13-83448CF00722},1071.6,552,3.66,0,0
359,100800,13217100800,1008,ARC 20,2015-05-27T12:35:40.000Z,9415,7913,84.05,1480,15.72,{857DCCAD-8D76-43AF-87FD-EEF445E6E760},98.4,140,1.49,22,0.23
360,100202,13217100202,1002.02,ARC 20,2015-05-27T12:35:40.000Z,4904,4475,91.25,429,8.75,{CBE07ECB-EA9C-454F-B474-3789FC0F1693},32.7,13,0.27,0,0
361,100700,13217100700,1007,ARC 20,2015-05-27T12:35:40.000Z,5458,3698,67.75,1746,31.99,{28529811-0664-48E3-B8C6-BED1CAE9FFE6},146.8,143,2.62,14,0.26
362,100600,13217100600,1006,ARC 20,2015-05-27T12:35:40.000Z,6293,5020,79.77,1273,20.23,{54567F00-730B-4E69-BE03-9591EC46EAF3},190.1,230,3.65,0,0
363,100502,13217100502,1005.02,ARC 20,2015-05-27T12:35:40.000Z,7783,6286,80.77,1437,18.46,{8FF837C4-0E19-4841-812D-C97A9BE9095A},434.9,209,2.69,60,0.77
364,100400,13217100400,1004,ARC 20,2015-05-27T12:35:40.000Z,3709,2223,59.94,1422,38.34,{C09D1698-C507-45F8-80CC-AE3B41A85491},34.8,462,12.46,64,1.73
365,100300,13217100300,1003,ARC 20,2015-05-27T12:35:40.000Z,8232,6591,80.07,1641,19.93,{8DF20A06-72FE-47A6-8293-4241EA2F8CD9},190,140,1.7,0,0
366,100100,13217100100,1001,ARC 20,2015-05-27T12:35:40.000Z,10989,9338,84.98,1651,15.02,{7454E5EF-7671-444E-B520-EA80B4D98F6C},77,121,1.1,0,0
367,050322,13135050322,503.22,ARC 10,2015-05-27T12:35:40.000Z,4487,4260,94.94,166,3.7,{7532F681-E504-43C4-B691-EFF9670A9401},-170.5,53,1.18,61,1.36
368,050318,13135050318,503.18,ARC 10,2015-05-27T12:35:40.000Z,2232,1470,65.86,602,26.97,{2D8890F0-DC53-4FF9-9987-A4AEFBBE4E87},-76.7,100,4.48,160,7.17
369,050320,13135050320,503.20,ARC 10,2015-05-27T12:35:40.000Z,5707,4491,78.69,1022,17.91,{0BF8A7CF-EF5E-44D8-B4E9-8D4930010325},165.7,158,2.77,194,3.4
370,050317,13135050317,503.17,ARC 10,2015-05-27T12:35:40.000Z,3270,2399,73.36,845,25.84,{B62DAF34-695C-4AAF-8709-FC0178304354},-1340,28,0.86,26,0.8
371,050220,13135050220,502.20,ARC 10,2015-05-27T12:35:40.000Z,6299,4698,74.58,1522,24.16,{269E3301-4E45-47D4-92FC-B44C9EDBF1D0},573.3,367,5.83,79,1.25
372,050214,13135050214,502.14,ARC 10,2015-05-27T12:35:40.000Z,7829,7282,93.01,523,6.68,{00A77C8F-80D0-4E8D-8D7D-8BA9E7C3BA36},212.9,55,0.7,24,0.31
373,050218,13135050218,502.18,ARC 10,2015-05-27T12:35:40.000Z,4676,3930,84.05,746,15.95,{9C955505-F58D-4E8B-AF06-F6E2CB500754},81.5,11,0.24,0,0
374,050209,13135050209,502.09,ARC 10,2015-05-27T12:35:40.000Z,8934,7275,81.43,1601,17.92,{532BE0B9-74E0-4EAF-BC05-E05BF8B976FC},699.6,936,10.48,58,0.65
375,050217,13135050217,502.17,ARC 10,2015-05-27T12:35:40.000Z,8695,7253,83.42,1442,16.58,{FE1C6522-36F3-478C-994A-E3A66B20E586},1133.6,371,4.27,0,0
376,050529,13135050529,505.29,ARC 10,2015-05-27T12:35:40.000Z,3902,3317,85.01,585,14.99,{520BDA6F-9C70-48A5-A8F3-6400CEC8A8FD},86.7,9,0.23,0,0
377,050530,13135050530,505.30,ARC 10,2015-05-27T12:35:40.000Z,5921,4939,83.41,962,16.25,{4BAEDB35-072E-434A-8850-755254C2D057},892.1,82,1.38,20,0.34
378,050538,13135050538,505.38,ARC 10,2015-05-27T12:35:40.000Z,7274,6832,93.92,405,5.57,{F454FD67-FF02-4893-8335-3C02322BA6A1},163.5,126,1.73,37,0.51
379,050525,13135050525,505.25,ARC 10,2015-05-27T12:35:40.000Z,7966,7285,91.45,661,8.3,{90BB5F56-D416-45AA-8EAC-45BBFEEB63B8},250.3,270,3.39,20,0.25
380,050528,13135050528,505.28,ARC 10,2015-05-27T12:35:40.000Z,4920,4416,89.76,223,4.53,{70DAF322-0B44-467D-B04D-CBC165D995B3},210.5,153,3.11,281,5.71
381,050605,13135050605,506.05,ARC 10,2015-05-27T12:35:40.000Z,12305,10543,85.68,1737,14.12,{E10FD517-37B9-43C2-85D6-81D340EAE635},866.1,81,0.66,25,0.2
382,050606,13135050606,506.06,ARC 10,2015-05-27T12:35:40.000Z,19203,16461,85.72,2742,14.28,{95105998-47A9-4D1D-82DF-14A7139AE5FB},862.5,1102,5.74,0,0
383,050210,13135050210,502.10,ARC 10,2015-05-27T12:35:40.000Z,5728,4521,78.93,1080,18.85,{E9E48B72-622F-411C-B830-B75FBC5DCFF5},614.5,373,6.51,127,2.22
384,050213,13135050213,502.13,ARC 10,2015-05-27T12:35:40.000Z,11328,10525,92.91,803,7.09,{7ABACD88-764E-4F6B-8DB9-C5B68B9733EC},928.2,207,1.83,0,0
385,050208,13135050208,502.08,ARC 10,2015-05-27T12:35:40.000Z,6107,4725,77.37,1361,22.29,{84E693F0-11E6-4360-B249-86EE1FC07D80},980,237,3.88,21,0.34
386,050212,13135050212,502.12,ARC 10,2015-05-27T12:35:40.000Z,11527,10621,92.14,803,6.97,{07609492-3284-43F6-BEF0-7D2DA225F74E},706.2,438,3.8,103,0.89
387,050109,13135050109,501.09,ARC 10,2015-05-27T12:35:40.000Z,6376,5674,88.99,689,10.81,{05F8362F-0DE1-46AA-B0D5-FE6444986784},894.4,210,3.29,13,0.2
388,050107,13135050107,501.07,ARC 10,2015-05-27T12:35:40.000Z,6505,5408,83.14,1082,16.63,{14D8678D-0F64-4DE1-A7EC-0EE226BF9B1B},621,426,6.55,15,0.23
389,050108,13135050108,501.08,ARC 10,2015-05-27T12:35:40.000Z,9034,8597,95.16,425,4.7,{7FC7A262-3484-4F7E-8568-733CA11C694C},921.6,67,0.74,12,0.13
390,050105,13135050105,501.05,ARC 10,2015-05-27T12:35:40.000Z,4101,3456,84.27,609,14.85,{1D56AA6F-F234-4E90-AA44-21A2B7EEC7C4},-70.9,0,0,36,0.88
391,050103,13135050103,501.03,ARC 10,2015-05-27T12:35:40.000Z,10079,8658,85.9,1407,13.96,{293934A3-6B84-434C-A47E-C56D100CC98D},346.9,196,1.94,14,0.14
392,050422,13135050422,504.22,ARC 10,2015-05-27T12:35:40.000Z,7582,6087,80.28,1495,19.72,{2394E17F-26CD-4984-AFBE-99ACFC143505},477,317,4.18,0,0
393,050304,13135050304,503.04,ARC 10,2015-05-27T12:35:40.000Z,4761,3649,76.64,1059,22.24,{587DCA44-13DF-471B-A801-20D4C990F9C8},524.3,64,1.34,53,1.11
394,050419,13135050419,504.19,ARC 10,2015-05-27T12:35:40.000Z,7286,5335,73.22,1859,25.51,{BDC3360C-0055-4202-948A-A0FFFC69BCDF},367.6,154,2.11,92,1.26
395,050306,13135050306,503.06,ARC 10,2015-05-27T12:35:40.000Z,3672,2903,79.06,681,18.55,{DB6BEA88-6C24-4766-A082-A8714177F05C},-79.5,116,3.16,88,2.4
396,050106,13135050106,501.06,ARC 10,2015-05-27T12:35:40.000Z,9668,8020,82.95,1602,16.57,{962CAADA-5FE9-4463-9C2E-3BE103D94CB5},302.5,310,3.21,46,0.48
397,050205,13135050205,502.05,ARC 10,2015-05-27T12:35:40.000Z,3840,2936,76.46,888,23.13,{582FAC42-CC48-4211-8170-184A1574E3BA},-203,152,3.96,16,0.42
398,050417,13135050417,504.17,ARC 10,2015-05-27T12:35:40.000Z,5882,3846,65.39,1950,33.15,{D080062E-9BE3-4939-AC9E-44860FD3E958},41,232,3.94,86,1.46
399,050314,13135050314,503.14,ARC 10,2015-05-27T12:35:40.000Z,8639,7219,83.56,1365,15.8,{812FD88C-C1E4-46D1-80C8-B32E39234195},1386.2,536,6.2,55,0.64
400,050308,13135050308,503.08,ARC 10,2015-05-27T12:35:40.000Z,3610,3431,95.04,171,4.74,{A11B5D18-7868-4D00-9DDA-F8DCB43C01A4},70.9,32,0.89,8,0.22
401,050309,13135050309,503.09,ARC 10,2015-05-27T12:35:40.000Z,7843,6736,85.89,1067,13.6,{F4026336-6F75-431E-8EFB-6790AF839DE5},133.1,267,3.4,40,0.51
402,050313,13135050313,503.13,ARC 10,2015-05-27T12:35:40.000Z,6749,6027,89.3,722,10.7,{A23D5E5A-44CB-49AC-AE9D-A8B5E3C5EC8E},195,73,1.08,0,0
403,050311,13135050311,503.11,ARC 10,2015-05-27T12:35:40.000Z,2570,2239,87.12,299,11.63,{DD63D37C-1850-4CE0-B723-B4F9C0BDD97E},293.2,79,3.07,32,1.25
404,050310,13135050310,503.10,ARC 10,2015-05-27T12:35:40.000Z,5092,4246,83.39,785,15.42,{C55305A1-3A81-474D-B0CA-CEE0DCBAC208},79.7,71,1.39,61,1.2
405,050424,13135050424,504.24,ARC 10,2015-05-27T12:35:40.000Z,6895,4861,70.5,1977,28.67,{4364C22B-5178-4530-B7DD-8A4EC971AB3A},302.1,155,2.25,57,0.83
406,050421,13135050421,504.21,ARC 10,2015-05-27T12:35:40.000Z,7079,5942,83.94,1085,15.33,{7A9DB17E-8D0D-45EB-BD09-7EB78075BAC1},394.8,245,3.46,52,0.73
407,050315,13135050315,503.15,ARC 10,2015-05-27T12:35:40.000Z,4878,3462,70.97,1374,28.17,{B997D74D-97EA-42D2-9B94-1B06D9A79DD3},-878.2,240,4.92,42,0.86
408,050418,13135050418,504.18,ARC 10,2015-05-27T12:35:40.000Z,6919,4655,67.28,2264,32.72,{759AFEB8-D588-40E8-BBC8-700CFCECEA67},-736.3,196,2.83,0,0
409,050521,13135050521,505.21,ARC 10,2015-05-27T12:35:40.000Z,4950,3761,75.98,1123,22.69,{EDE91320-C209-4F5C-8806-6B10549DDC62},-161.8,134,2.71,66,1.33
410,050522,13135050522,505.22,ARC 10,2015-05-27T12:35:40.000Z,4324,3618,83.67,706,16.33,{22E81592-50F6-49A1-9AF3-BF4C23E845E5},254.4,173,4,0,0
411,050520,13135050520,505.20,ARC 10,2015-05-27T12:35:40.000Z,4327,3178,73.45,1094,25.28,{E07D0E41-B8E7-42F5-9F8A-63736E9BF2C4},66.8,206,4.76,55,1.27
412,050511,13135050511,505.11,ARC 10,2015-05-27T12:35:40.000Z,10453,8341,79.8,2023,19.35,{D0C6000A-3961-4292-9D5B-9115C3C51715},816.2,181,1.73,89,0.85
413,050714,13135050714,507.14,ARC 10,2015-05-27T12:35:40.000Z,4878,4327,88.7,530,10.87,{7F7B8189-4480-4AA7-BDBA-D3221D460579},216.6,52,1.07,21,0.43
414,050429,13135050429,504.29,ARC 10,2015-05-27T12:35:40.000Z,6758,5900,87.3,731,10.82,{866EAD84-C788-4F92-906E-CFB8FBB88DB7},33.4,187,2.77,127,1.88
415,050713,13135050713,507.13,ARC 10,2015-05-27T12:35:40.000Z,7833,7070,90.26,566,7.23,{EA017756-05B5-4DDF-A5B5-BC99392E912C},470,100,1.28,197,2.52
416,050423,13135050423,504.23,ARC 10,2015-05-27T12:35:40.000Z,6603,5115,77.46,1433,21.7,{B6963D73-C7BF-4099-BD36-4B6BC16022BA},765.2,242,3.67,55,0.83
417,050410,13135050410,504.10,ARC 10,2015-05-27T12:35:40.000Z,5680,4653,81.92,1020,17.96,{B441B42B-E2BD-49FD-873D-E07F144DBF66},130,176,3.1,7,0.12
418,050720,13135050720,507.20,ARC 10,2015-05-27T12:35:40.000Z,7603,7188,94.54,415,5.46,{65781FB6-3A54-4C43-9ADB-66F057F30BCA},159.5,137,1.8,0,0
419,050712,13135050712,507.12,ARC 10,2015-05-27T12:35:40.000Z,7027,6618,94.18,394,5.61,{42C6E6A9-1D1E-4464-A518-B91258DF87BC},103.8,34,0.48,15,0.21
420,050719,13135050719,507.19,ARC 10,2015-05-27T12:35:40.000Z,5145,3938,76.54,1161,22.57,{3BBCB0E7-D221-49DD-9C56-9382604C1BF6},84.3,153,2.97,46,0.89
421,050721,13135050721,507.21,ARC 10,2015-05-27T12:35:40.000Z,8787,7644,86.99,1116,12.7,{08D31BF7-B90A-438B-BFF3-373E9F4B8DFF},354.7,177,2.01,27,0.31
422,050709,13135050709,507.09,ARC 10,2015-05-27T12:35:40.000Z,11254,10018,89.02,1159,10.3,{91EFE553-438E-4DAB-B5FF-B3870BE2C97E},614.2,173,1.54,77,0.68
423,050715,13135050715,507.15,ARC 10,2015-05-27T12:35:40.000Z,5013,4572,91.2,441,8.8,{DBE9E4E3-17DC-4D31-B444-41628D98C021},34.1,63,1.26,0,0
