OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,CHNG_JOBS_2002_07,CHNG_JOBS_AGE_29_YNGR_2002_07,CHNG_JOBS_AGE_30_54_2002_07,CHNG_JOBS_AGE_55_OLDR_2002_07,CHNG_JOBS_1250_LESS_2002_07,CHNG_JOBS_1251_3333_2002_07,CHNG_JOBS_3333_MORE_2002_07,CHNG_PCT_JOBS_29_YNGR_2002_07,CHNG_PCT_JOBS_30_54_2002_07,CHNG_PCT_JOBS_55_OLDR_2002_07,CHNG_PCT_JOBS_1250_LESS_2002_07,CHNG_PCT_JOBS_1251_3333_2002_07,CHNG_PCT_JOBS_3333_MORE_2002_07,CHNG_JOBS_2007_10,CHNG_JOBS_AGE_29_YNGR_2007_10,CHNG_JOBS_AGE_30_54_2007_10,CHNG_JOBS_AGE_55_OLDR_2007_10,CHNG_JOBS_1250_LESS_2007_10,CHNG_JOBS_1251_3333_2007_10,CHNG_JOBS_3333_MORE_2007_10,CHNG_PCT_JOBS_29_YNGR_2007_10,CHNG_PCT_JOBS_30_54_2007_10,CHNG_PCT_JOBS_55_OLDR_2007_10,CHNG_PCT_JOBS_1250_LESS_2007_10,CHNG_PCT_JOBS_1251_3333_2007_10,CHNG_PCT_JOBS_3333_MORE_2007_10,CHNG_JOBS_2010_15,CHNG_JOBS_AGE_29_YNGR_2010_15,CHNG_JOBS_AGE_30_54_2010_15,CHNG_JOBS_AGE_55_OLDR_2010_15,CHNG_JOBS_1250_LESS_2010_15,CHNG_JOBS_1251_3333_2010_15,CHNG_JOBS_3333_MORE_2010_15,CHNG_PCT_JOBS_29_YNGR_2010_15,CHNG_PCT_JOBS_30_54_2010_15,CHNG_PCT_JOBS_55_OLDR_2010_15,CHNG_PCT_JOBS_1250_LESS_2010_15,CHNG_PCT_JOBS_1251_3333_2010_15,CHNG_PCT_JOBS_3333_MORE_2010_15,CHNG_JOBS_2002_15,CHNG_JOBS_AGE_29_YNGR_2002_15,CHNG_JOBS_AGE_30_54_2002_15,CHNG_JOBS_AGE_55_OLDR_2002_15,CHNG_JOBS_1250_LESS_2002_15,CHNG_JOBS_1251_3333_2002_15,CHNG_JOBS_3333_MORE_2002_15,CHNG_PCT_JOBS_29_YNGR_2002_15,CHNG_PCT_JOBS_30_54_2002_15,CHNG_PCT_JOBS_55_OLDR_2002_15,CHNG_PCT_JOBS_1250_LESS_2002_15,CHNG_PCT_JOBS_1251_3333_2002_15,CHNG_PCT_JOBS_3333_MORE_2002_15,GlobalID,last_edited_date
381,13135050605,13135,"Census Tract 506.05, Gwinnett County",15160,1146,ARC 10,5102.79003906,40.20009995,5142.99023438,7.9731102,0.0628127,8.03592014,050605,Gwinnett,33,-12,6,39,8,-27,52,-2.79999995,-1.29999995,4.0999999,-0.69999999,-4.69999981,5.30000019,-79,-82,7,-4,-50,-10,-19,-6.80000019,6,0.80000001,-2.20000005,2.4000001,-0.2,392,124,180,88,100,175,117,0.89999998,-3.9000001,2.9000001,-4.30000019,1.79999995,2.5,346,30,193,123,58,138,150,-8.69999981,0.89999998,7.80000019,-7.19999981,-0.5,7.69999981,{E482BBB2-8178-4DD3-92CD-C835B4A5C775},
382,13135050606,13135,"Census Tract 506.06, Gwinnett County",25316,1696,ARC 10,9532,76.67240143,9608.66992188,14.89379978,0.119801,15.01350021,050606,Gwinnett,2473,1191,1028,254,1102,931,440,-1.79999995,0.5,1.29999995,-5.0999999,2.4000001,2.70000005,7,-385,239,153,-279,267,19,-6.80000019,4.0999999,2.70000005,-4.9000001,4.5999999,0.30000001,1309,479,543,287,661,163,485,-1.29999995,-0.69999999,2,0.80000001,-5,4.19999981,3789,1285,1810,694,1484,1361,944,-9.89999962,3.9000001,6,-9.19999981,2.0999999,7.0999999,{0094DD25-171B-4735-AB49-C5A504B1CC98},
383,13135050210,13135,"Census Tract 502.10, Gwinnett County",6982,550,ARC 10,3141.10009766,24.83359909,3165.93994141,4.90796995,0.0388025,4.9467802,050210,Gwinnett,838,160,406,272,109,80,649,-0.60000002,-2.20000005,2.79999995,-0.60000002,-4.69999981,5.30000019,-404,-384,-95,75,-171,-501,268,-4.5,2.5,1.89999998,-1.60000002,-5,6.5999999,2869,734,1361,774,542,1010,1317,2,-5.9000001,3.9000001,0.89999998,-1,0,3303,510,1672,1121,480,589,2234,-3,-5.5,8.60000038,-1.20000005,-10.69999981,11.89999962,{042421FA-50C2-4EF2-8809-C32CE9AB1BA9},
384,13135050213,13135,"Census Tract 502.13, Gwinnett County",13126,579,ARC 10,4289.97021484,25.51460075,4315.49023438,6.70308018,0.0398666,6.74294996,050213,Gwinnett,2438,969,1141,328,939,742,757,6.19999981,-7.5999999,1.39999998,9.39999962,-7.30000019,-2.0999999,-227,-417,147,43,-80,-71,-76,-6.5999999,5.30000019,1.29999995,-0.40000001,0.40000001,0,-337,-348,-330,341,-375,-255,293,-5.4000001,-2.5,7.9000001,-5.9000001,-2.5,8.39999962,1874,204,958,712,484,416,974,-5.80000019,-4.9000001,10.69999981,3.20000005,-9.39999962,6.19999981,{74F8FE11-67AD-4FB9-8E34-CFBB25A30C7B},
385,13135050208,13135,"Census Tract 502.08, Gwinnett County",6582,649,ARC 10,1768.02001953,4.12319994,1772.14001465,2.76253009,0.0064425,2.76897001,050208,Gwinnett,-180,-46,-111,-23,-29,-139,-12,0.80000001,-0.89999998,0.1,2.5,-5.30000019,2.79999995,143,-31,146,28,-18,27,134,-7.30000019,6.4000001,0.89999998,-6.0999999,-3.9000001,9.89999962,764,377,283,104,205,314,245,11.30000019,-11.10000038,-0.2,1,-0.60000002,-0.40000001,727,300,318,109,158,202,367,4.80000019,-5.5999999,0.80000001,-2.5999999,-9.69999981,12.30000019,{1ACCD140-F569-42B5-B1B1-46C95BEDA32B},
386,13135050212,13135,"Census Tract 502.12, Gwinnett County",13365,625,ARC 10,4064.88989258,126.58699799,4191.47998047,6.35138988,0.19779199,6.54919004,050212,Gwinnett,1377,407,702,268,437,482,458,-0.5,-3,3.5999999,-1.5,-1.39999998,2.9000001,-334,-113,-143,-78,-68,-139,-127,-0.5,1.5,-1,1.70000005,-0.60000002,-1,946,232,511,203,291,430,225,-1.39999998,-0.5,1.89999998,-1.10000002,2.5,-1.29999995,1989,526,1070,393,660,773,556,-2.29999995,-2.0999999,4.4000001,-1,0.40000001,0.5,{CED4AF00-BECE-402B-BCDD-CCA350863E6D},
387,13135050109,13135,"Census Tract 501.09, Gwinnett County",7930,697,ARC 10,2161.40991211,5.64784002,2167.06005859,3.37719989,0.00882475,3.38602996,050109,Gwinnett,217,23,144,50,6,96,115,-3.5,0.60000002,2.9000001,-8.80000019,0.40000001,8.39999962,-176,-41,-132,-3,-9,-96,-71,-1,-3,4,6,-3.29999995,-2.70000005,147,55,65,27,11,70,66,3.5999999,-3.4000001,-0.2,-4.69999981,1.5,3.20000005,188,37,77,74,8,70,110,-0.89999998,-5.80000019,6.69999981,-7.5999999,-1.39999998,8.89999962,{8EC2A743-6F53-4F02-A0AA-3DD77AB27D28},
388,13135050107,13135,"Census Tract 501.07, Gwinnett County",7448,550,ARC 10,3836.47998047,739.81896973,4576.29980469,5.99450016,1.15596998,7.15046978,050107,Gwinnett,781,231,462,88,173,276,332,-1.10000002,2.9000001,-1.79999995,-13.5,-5.69999981,19.29999924,-435,-178,-219,-38,-168,-82,-185,-6.4000001,4.4000001,2,-5.80000019,11.5,-5.69999981,-19,43,-84,22,87,-99,-7,6.69999981,-10.10000038,3.5,12.80000019,-12.60000038,-0.30000001,327,96,159,72,92,95,140,-0.80000001,-2.79999995,3.70000005,-6.5,-6.80000019,13.30000019,{507BC4EF-E464-48E3-9F0F-EAEA4355FFCE},
389,13135050108,13135,"Census Tract 501.08, Gwinnett County",9690,651,ARC 10,3580.73999023,83.77510071,3664.52001953,5.59491014,0.130899,5.72581005,050108,Gwinnett,298,84,163,51,108,76,114,2.5,-3.79999995,1.39999998,7.30000019,-12.69999981,5.4000001,-205,-91,-87,-27,-62,-104,-39,-8.80000019,7.69999981,1.10000002,-1.20000005,-4.5999999,5.9000001,194,54,86,54,55,84,55,3.4000001,-6.80000019,3.4000001,0.60000002,2.20000005,-2.79999995,287,47,162,78,101,56,130,-2.9000001,-3,5.9000001,6.69999981,-15.10000038,8.39999962,{973E9627-C39C-4372-A825-77CE97949E12},
390,13135050105,13135,"Census Tract 501.05, Gwinnett County",3720,492,ARC 10,3560.34008789,34.59080124,3594.92993164,5.56302977,0.0540481,5.61708021,050105,Gwinnett,625,-74,525,174,-326,336,615,-5.80000019,3.70000005,2.0999999,-11.69999981,1.20000005,10.5,-294,-100,-113,-81,134,-388,-40,-0.80000001,1.70000005,-0.89999998,4.5999999,-6.0999999,1.5,2804,451,1595,758,288,1149,1367,-2.5999999,-2.5999999,5.19999981,-5.19999981,0.30000001,4.9000001,3135,277,2007,851,96,1097,1942,-9.19999981,2.70000005,6.5,-12.30000019,-4.5999999,16.89999962,{6B0F2222-ACFB-4FC7-924F-23A89EFCBBA3},
391,13135050103,13135,"Census Tract 501.03, Gwinnett County",10603,650,ARC 10,5284.72998047,125.16999817,5409.89990234,8.25739002,0.19557799,8.45296955,050103,Gwinnett,760,199,405,156,255,254,251,-3.5,-3.20000005,6.69999981,3.20000005,-11,7.80000019,-462,-160,-228,-74,-108,-234,-120,-2.5999999,3.20000005,-0.60000002,3.5999999,-3.70000005,0.1,480,-73,264,289,-116,67,529,-13.89999962,-1.39999998,15.39999962,-19.5,-8.5,28,778,-34,441,371,31,87,660,-20,-1.39999998,21.39999962,-12.69999981,-23.20000076,35.90000153,{2B9C69BC-82C4-4EF2-89BC-893633D031C5},
392,13135050422,13135,"Census Tract 504.22, Gwinnett County",8314,786,ARC 10,619.67901611,0,619.67901611,0.96824801,0,0.96824801,050422,Gwinnett,-1283,-410,-753,-120,-349,-671,-263,-9.19999981,2.9000001,6.30000019,26.70000076,-15.5,-11.19999981,641,172,380,89,158,323,160,4.0999999,-2.20000005,-1.89999998,-27.39999962,13,14.5,-426,-157,-216,-53,-152,-270,-4,-15.19999981,12.69999981,2.4000001,-10.89999962,-21.10000038,31.89999962,-1068,-395,-589,-84,-343,-618,-107,-20.20000076,13.39999962,6.80000019,-11.69999981,-23.60000038,35.29999924,{23EED4BC-C590-4C7D-9578-CF59948483CE},
393,13135050304,13135,"Census Tract 503.04, Gwinnett County",5237,638,ARC 10,1883.60998535,18.68560028,1902.30004883,2.94314003,0.0291963,2.97234011,050304,Gwinnett,-1695,-774,-1309,388,-586,-1442,333,-3.5999999,-1.60000002,5.19999981,-2.79999995,-6.4000001,9.19999981,-2719,-734,-1676,-309,-348,-885,-1486,-2.70000005,1.20000005,1.60000002,0.2,1.5,-1.79999995,-313,-74,-530,291,-35,-493,215,-0.30000001,-4.0999999,4.4000001,0.1,-4.69999981,4.5999999,-4727,-1582,-3515,370,-969,-2820,-938,-6.69999981,-4.5,11.19999981,-2.5,-9.60000038,12,{30E512DD-C437-4087-BD10-7A436DC1AA39},
394,13135050419,13135,"Census Tract 504.19, Gwinnett County",7619,797,ARC 10,1090.36999512,0.79147899,1091.16003418,1.70369995,0.00123669,1.70493996,050419,Gwinnett,-111,-39,-104,32,-88,42,-65,-0.1,-3.20000005,3.29999995,-3.5999999,6.5999999,-3,-202,-130,-49,-23,-66,-139,3,-5.69999981,5.5,0.30000001,0.1,-4.4000001,4.30000019,240,204,-16,52,248,14,-22,10.39999962,-11.89999962,1.60000002,12.69999981,-6.30000019,-6.30000019,-73,35,-169,61,94,-83,-84,4.5,-9.60000038,5.0999999,9.19999981,-4.0999999,-5,{E455A5BC-1DD8-4620-BD15-1DE68F6061E0},
395,13135050306,13135,"Census Tract 503.06, Gwinnett County",4448,526,ARC 10,2507.70996094,1.74802005,2509.44995117,3.91829991,0.00273128,3.92102003,050306,Gwinnett,-2008,-636,-1691,319,-777,-1388,157,-1.20000005,-2.20000005,3.4000001,-3.0999999,-3.20000005,6.30000019,-2758,-1309,-1433,-16,-284,-1491,-983,-5.69999981,2.79999995,2.9000001,0.40000001,-2.79999995,2.4000001,2225,543,750,932,437,79,1709,1.29999995,-5.0999999,3.70000005,1.10000002,-5.19999981,4.0999999,-2541,-1402,-2374,1235,-624,-2800,883,-5.5999999,-4.5,10,-1.60000002,-11.19999981,12.80000019,{2C3839DB-CA0B-4BF8-BFF4-FA596CB6BFB8},
396,13135050106,13135,"Census Tract 501.06, Gwinnett County",12038,810,ARC 10,5943.04980469,5.3871398,5948.43994141,9.28602028,0.00841741,9.29444027,050106,Gwinnett,2434,928,1111,395,741,1012,681,0.89999998,-2.79999995,1.89999998,-3.4000001,0.69999999,2.70000005,685,14,522,149,227,281,177,-3,2.20000005,0.80000001,-0.30000001,0.1,0.30000001,1490,405,599,486,465,525,500,-1,-2.0999999,3,-0.89999998,-0.80000001,1.70000005,4609,1347,2232,1030,1433,1818,1358,-3,-2.70000005,5.69999981,-4.5999999,-0.1,4.5999999,{DDA43B03-0480-4763-8629-26542ACCE286},
397,13135050205,13135,"Census Tract 502.05, Gwinnett County",4326,391,ARC 10,1258.58996582,22.03759956,1280.63000488,1.96654999,0.0344337,2.0009799,050205,Gwinnett,-267,-219,-235,187,-44,-333,110,-2.9000001,-1.10000002,4,0.1,-4.5999999,4.5,-218,-330,-44,156,-183,-267,232,-5.5999999,2,3.5999999,-2.79999995,-4,6.80000019,102,128,-265,239,53,1,48,2.20000005,-6.5,4.30000019,0.69999999,-0.5,-0.2,-383,-421,-544,582,-174,-599,390,-6.4000001,-5.5999999,12,-2,-9.10000038,11.10000038,{065E1A55-1CA3-4C67-A0D6-DFE35A4E7566},
398,13135050417,13135,"Census Tract 504.17, Gwinnett County",6030,624,ARC 10,647.22497559,0.59379399,647.81896973,1.01128995,0.0009278,1.01222003,050417,Gwinnett,-160,-107,-97,44,-104,-109,53,-2.29999995,0,2.29999995,-2,-1.39999998,3.4000001,-978,-269,-567,-142,-274,-424,-280,-1,1.60000002,-0.60000002,0.5,0.2,-0.69999999,750,98,376,276,87,322,341,-3.5999999,-3.70000005,7.30000019,-5.5,-0.30000001,5.80000019,-388,-278,-288,178,-291,-211,114,-6.9000001,-2.0999999,9.10000038,-7,-1.5,8.5,{806FDB02-DEC6-4644-9961-F5169009B27F},
399,13135050314,13135,"Census Tract 503.14, Gwinnett County",10004,1044,ARC 10,1300.23999023,12.12889957,1312.36999512,2.03163004,0.0189514,2.05058002,050314,Gwinnett,-7,22,-45,16,-8,3,-2,11.69999981,-20.10000038,8.30000019,-3.20000005,3,0.2,114,15,77,22,11,66,37,-6.19999981,5.4000001,0.80000001,-3.79999995,4.4000001,-0.60000002,186,25,121,40,60,26,100,-3.9000001,2.5999999,1.29999995,6,-13.5,7.5,293,62,153,78,63,95,135,1.60000002,-12.10000038,10.5,-1.10000002,-6,7.0999999,{FC4C8B15-4742-475D-8618-C4E3BCD2E649},
400,13135050308,13135,"Census Tract 503.08, Gwinnett County",3955,318,ARC 10,1365.32995605,41.27009964,1406.59997559,2.13333011,0.0644845,2.19780993,050308,Gwinnett,3327,723,2169,435,713,598,2016,-3,1.5,1.5,-1.89999998,-5.19999981,7,61,-236,102,195,-104,34,131,-3.9000001,1,2.9000001,-1.79999995,0.30000001,1.5,2109,345,1018,746,410,534,1165,-1,-4.0999999,5.0999999,-0.5,0.60000002,-0.1,5497,832,3289,1376,1019,1166,3312,-8,-1.60000002,9.60000038,-4.19999981,-4.30000019,8.5,{B3B180F5-EC59-465B-9034-F5E598D3F9AA},
401,13135050309,13135,"Census Tract 503.09, Gwinnett County",8496,494,ARC 10,2968.37988281,103.25099945,3071.62988281,4.63809013,0.16133,4.79941988,050309,Gwinnett,-1082,-452,-754,124,-940,-740,598,-2.20000005,-0.2,2.4000001,-7.5999999,-2.9000001,10.5,-1517,-490,-1023,-4,-74,-645,-798,-2.4000001,0,2.4000001,0.69999999,-0.69999999,0,505,-24,4,525,146,-517,876,-1.20000005,-3.79999995,5,1.10000002,-7.9000001,6.80000019,-2094,-966,-1773,645,-868,-1902,676,-5.80000019,-3.9000001,9.80000019,-5.80000019,-11.60000038,17.39999962,{5BB3BABA-2A41-4823-91CD-96914F689A71},
402,13135050313,13135,"Census Tract 503.13, Gwinnett County",8538,1073,ARC 10,1945.07995605,3.50074005,1948.57995605,3.03919005,0.00546991,3.04466009,050313,Gwinnett,-217,63,-289,9,22,-208,-31,4.5,-5.80000019,1.39999998,2.79999995,-3.9000001,1.10000002,-429,-259,-155,-15,-106,-203,-120,-6,3.9000001,2,0.40000001,-0.5,0.1,884,289,426,169,164,415,305,2.5,-3.5,0.89999998,-2.4000001,0.69999999,1.70000005,238,93,-18,163,80,4,154,1.10000002,-5.4000001,4.30000019,0.80000001,-3.5999999,2.9000001,{2C52BE84-0B74-4783-9AA8-BE0DCCD673F4},
403,13135050311,13135,"Census Tract 503.11, Gwinnett County",2722,295,ARC 10,1213.80004883,1.66252995,1215.45996094,1.89655995,0.0025977,1.89916003,050311,Gwinnett,1630,537,771,322,354,226,1050,2.5,-4.30000019,1.79999995,0.89999998,-7.19999981,6.30000019,-2293,-870,-1348,-75,-367,-751,-1175,-6.4000001,1.39999998,5,1.29999995,2.5,-3.79999995,-718,-125,-622,29,-240,-424,-54,0.1,-4.0999999,4,-2.4000001,-3.29999995,5.5999999,-1381,-458,-1199,276,-253,-949,-179,-3.79999995,-7,10.80000019,-0.2,-8,8.10000038,{46FF4374-25CB-4689-ABCB-E01441538941},
404,13135050310,13135,"Census Tract 503.10, Gwinnett County",5890,561,ARC 10,1800.93005371,27.14529991,1828.06994629,2.81395006,0.0424145,2.85635996,050310,Gwinnett,-1365,-875,-998,508,-230,-1453,318,-2.9000001,-0.60000002,3.5,0,-5,5,-1917,-1264,-644,-9,-1141,-1061,285,-5.0999999,3.5999999,1.5,-5.0999999,-2.4000001,7.5,2148,368,723,1057,394,121,1633,0,-4,4,0.80000001,-3.0999999,2.29999995,-1134,-1771,-919,1556,-977,-2393,2236,-8,-1,9,-4.30000019,-10.5,14.80000019,{8BCABA4F-8496-4255-AF61-6073085334FD},
405,13135050424,13135,"Census Tract 504.24, Gwinnett County",7727,953,ARC 10,1716.93994141,102.76599884,1819.70996094,2.68271995,0.16057201,2.8433001,050424,Gwinnett,-314,-93,-238,17,-112,-367,165,-0.5,-1.5,1.89999998,-1.10000002,-7.5999999,8.69999981,-138,-226,26,62,-244,-63,169,-7,4,3,-7.69999981,-0.30000001,8,138,60,-53,131,34,5,99,1.20000005,-5,3.70000005,0.40000001,-1.70000005,1.39999998,-314,-259,-265,210,-322,-425,433,-6.19999981,-2.4000001,8.69999981,-8.39999962,-9.60000038,18,{4E5A5182-89C6-4D87-B431-9034F83DCAEE},
406,13135050421,13135,"Census Tract 504.21, Gwinnett County",7734,779,ARC 10,1355.81005859,8.13545036,1363.94995117,2.11844993,0.0127116,2.13117003,050421,Gwinnett,1954,560,856,538,763,667,524,1.10000002,-4.30000019,3.20000005,3.5999999,-2,-1.60000002,-2333,-1042,-931,-360,-1229,-1235,131,-6.9000001,6.80000019,0.1,-9.30000019,-3.9000001,13.30000019,2115,206,1235,674,508,103,1504,-1.89999998,-1.89999998,3.79999995,1.79999995,-7.80000019,6,1736,-276,1160,852,42,-465,2159,-7.69999981,0.60000002,7.19999981,-3.9000001,-13.80000019,17.60000038,{4AC15755-1DD7-4B53-91C0-0BA9AEA337AC},
407,13135050315,13135,"Census Tract 503.15, Gwinnett County",5662,457,ARC 10,687.88897705,8.69859982,696.5880127,1.07483006,0.0135916,1.08842003,050315,Gwinnett,-86,-14,-62,-10,-29,-42,-15,4.19999981,-5.0999999,1,0.2,-3.29999995,3.0999999,-34,-17,-4,-13,-17,-13,-4,-6.30000019,13,-6.80000019,-4.4000001,0.40000001,4,-3,-4,-19,20,-2,1,-2,-2.9000001,-14.39999962,17.29999924,-0.89999998,1.89999998,-0.89999998,-123,-35,-85,-3,-48,-54,-21,-4.9000001,-6.5,11.5,-5.0999999,-1,6.0999999,{C3001D4B-C840-4733-BC69-2078EC2862DE},
408,13135050418,13135,"Census Tract 504.18, Gwinnett County",7013,692,ARC 10,511.18099976,0,511.18099976,0.79872,0,0.79872,050418,Gwinnett,-112,-50,-69,7,-29,-63,-20,-6.0999999,1.39999998,4.69999981,-2.9000001,-2.0999999,5,-105,-29,-61,-15,-19,-22,-64,-3.4000001,4.0999999,-0.69999999,-1.79999995,12.19999981,-10.39999962,34,14,9,11,23,-26,37,3.0999999,-5.69999981,2.5999999,7,-17.39999962,10.39999962,-183,-65,-121,3,-25,-111,-47,-6.4000001,-0.2,6.5999999,2.4000001,-7.30000019,4.9000001,{B72A3185-9BFD-47CF-AF73-C3C84DD89BDA},
409,13135050521,13135,"Census Tract 505.21, Gwinnett County",5798,550,ARC 10,1373.7800293,2.56667995,1376.34997559,2.14652991,0.00401044,2.15054989,050521,Gwinnett,2635,419,1521,695,520,1206,909,-0.69999999,-3.20000005,3.9000001,1.20000005,1.70000005,-2.9000001,1148,170,753,225,118,40,990,-0.30000001,0.1,0.30000001,-0.80000001,-4.5,5.30000019,1237,17,433,787,391,-553,1399,-1.79999995,-3.4000001,5.0999999,1.70000005,-9.19999981,7.5,5020,606,2707,1707,1029,693,3298,-2.70000005,-6.5,9.30000019,2.0999999,-12,9.80000019,{FC23F3AC-343D-49E1-9821-0927FA047F97},
410,13135050522,13135,"Census Tract 505.22, Gwinnett County",5269,738,ARC 10,1139.30004883,11.11279964,1150.41003418,1.78015995,0.0173637,1.79752004,050522,Gwinnett,-337,-142,-213,18,-188,-147,-2,-3.0999999,-0.89999998,4,-7.19999981,1.39999998,5.80000019,146,-53,135,64,13,36,97,-7.5999999,3.9000001,3.70000005,-1.89999998,-2.9000001,4.80000019,96,3,0,93,59,38,-1,-1.29999995,-4.5,5.80000019,2.70000005,-0.5,-2.20000005,-95,-192,-78,175,-116,-73,94,-12,-1.5,13.5,-6.30000019,-2,8.39999962,{4B809F42-EAF9-4C48-A100-8EE23511EC64},
411,13135050520,13135,"Census Tract 505.20, Gwinnett County",4907,476,ARC 10,1378.48999023,3.38139009,1381.86999512,2.15388989,0.00528342,2.15916991,050520,Gwinnett,-1663,-456,-1164,-43,-833,-545,-285,-1,-3.0999999,4.19999981,-8.30000019,4.0999999,4.19999981,-810,-233,-503,-74,-203,-289,-318,-1.29999995,-0.60000002,1.89999998,-0.69999999,2.79999995,-2.20000005,102,-17,-27,146,75,-195,222,-1.29999995,-2.79999995,4,1.70000005,-7.80000019,6.0999999,-2371,-706,-1694,29,-961,-1029,-381,-3.5999999,-6.5,10.10000038,-7.30000019,-0.89999998,8.19999981,{0BEE35B8-A49E-4313-A61B-C21B38B6F216},
412,13135050511,13135,"Census Tract 505.11, Gwinnett County",11712,681,ARC 10,3155.0300293,32.9598999,3187.98999023,4.92972994,0.0514998,4.98122978,050511,Gwinnett,3564,990,1908,666,1132,1130,1302,-0.60000002,-2.5999999,3.20000005,2.29999995,-3.5999999,1.29999995,691,-374,612,453,149,443,99,-5.30000019,1.89999998,3.4000001,-0.40000001,1.70000005,-1.29999995,2991,479,1533,979,813,57,2121,-1.60000002,-1.89999998,3.5999999,0,-8.30000019,8.30000019,7246,1095,4053,2098,2094,1630,3522,-7.5999999,-2.5999999,10.10000038,2,-10.19999981,8.30000019,{1EC493FC-2FE2-4DE3-84FB-AE533808F23C},
413,13135050714,13135,"Census Tract 507.14, Gwinnett County",5471,262,ARC 10,1998.98999023,37.97589874,2036.9699707,3.12342,0.0593373,3.18277001,050714,Gwinnett,-223,-99,-138,14,-110,-99,-14,-2.70000005,-2.5,5.19999981,-3.20000005,-1.89999998,5.0999999,-89,-64,-23,-2,-77,-27,15,-6.19999981,4.30000019,1.89999998,-8.10000038,1.10000002,7,134,8,57,69,9,67,58,-4.30000019,-2.79999995,7,-4.4000001,2.29999995,2.0999999,-178,-155,-104,81,-178,-59,59,-13.19999981,-1,14.19999981,-15.69999981,1.60000002,14.10000038,{6EDCBAC6-58F6-4F01-B821-2D4A8504601D},
414,13135050429,13135,"Census Tract 504.29, Gwinnett County",7329,523,ARC 10,2178.98999023,40.11809921,2219.10009766,3.40467,0.0626845,3.46733999,050429,Gwinnett,-105,-43,-50,-12,-63,-43,1,-2.5999999,1.10000002,1.5,-4.30000019,-0.1,4.5,-97,-38,-51,-8,-32,-35,-30,-3.20000005,0.30000001,2.9000001,0.5,1,-1.39999998,326,31,190,105,53,94,179,-5.9000001,1.79999995,4.0999999,-8.5,-5.5,14,124,-50,89,85,-42,16,150,-11.69999981,3.20000005,8.5,-12.39999962,-4.5999999,17.10000038,{5BAA22DB-FCB5-4C32-A8E1-BFAD8F3969A0},
415,13135050713,13135,"Census Tract 507.13, Gwinnett County",7430,513,ARC 10,1588.27001953,55.96640015,1644.23999023,2.4816699,0.0874475,2.56911993,050713,Gwinnett,49,-5,28,26,-30,67,12,-3.20000005,-0.60000002,3.79999995,-8.80000019,9.69999981,-0.89999998,-81,-46,-32,-3,-51,-18,-12,-5.80000019,4,1.79999995,-5.80000019,2.5999999,3.29999995,97,22,2,73,58,17,22,0.89999998,-11.10000038,10.10000038,6.30000019,-3.79999995,-2.5,65,-29,-2,96,-23,66,22,-8.10000038,-7.5999999,15.69999981,-8.39999962,8.5,-0.1,{061D7980-0148-4CF0-8993-82CF82E1A286},
416,13135050423,13135,"Census Tract 504.23, Gwinnett County",7306,592,ARC 10,1476.77001953,4.13480997,1480.90002441,2.30745006,0.00646064,2.31391001,050423,Gwinnett,-125,57,-363,181,216,-343,2,1.5,-4.80000019,3.4000001,4,-5,1,-1140,-561,-509,-70,-302,-526,-312,-6.4000001,4.4000001,1.89999998,-2.5,-1.60000002,4.0999999,973,124,401,448,-35,135,873,-0.69999999,-4.5,5.19999981,-3,-4.0999999,7.19999981,-292,-380,-471,559,-121,-734,563,-5.5999999,-4.9000001,10.5,-1.5,-10.69999981,12.19999981,{017603C8-D222-4BFB-B2A7-241DB427487B},
417,13135050410,13135,"Census Tract 504.10, Gwinnett County",6002,512,ARC 10,1542.04003906,5.8887701,1547.93005371,2.40944004,0.0092012,2.4186399,050410,Gwinnett,158,-33,53,138,-85,34,209,-4,-1.60000002,5.5999999,-6.69999981,-1.60000002,8.30000019,-128,-120,-30,22,-48,-66,-14,-4.0999999,1.89999998,2.20000005,-0.40000001,-0.60000002,1,285,32,155,98,71,117,97,-1.70000005,-0.2,1.89999998,-0.69999999,-0.1,0.69999999,315,-121,178,258,-62,85,292,-9.69999981,0.2,9.60000038,-7.80000019,-2.29999995,10.10000038,{6F7F4628-7394-4E8E-B00C-D4F54D11A815},
418,13135050720,13135,"Census Tract 507.20, Gwinnett County",7518,572,ARC 10,2598,26.46179962,2624.45996094,4.05937004,0.0413466,4.10071993,050720,Gwinnett,1413,585,553,275,572,479,362,2.29999995,-4.69999981,2.4000001,0.40000001,-2.29999995,1.89999998,-515,-313,-218,16,-294,-234,13,-3.0999999,0.89999998,2.20000005,-2.20000005,-0.80000001,3,-145,-128,-98,81,-31,50,-164,-2.0999999,-0.60000002,2.70000005,0.60000002,2.70000005,-3.29999995,753,144,237,372,247,295,211,-2.9000001,-4.4000001,7.30000019,-1.29999995,-0.40000001,1.70000005,{BBFB8556-A091-4879-A08E-6EA8720CAD9D},
