OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,CHANGE_WORKERS_2002_07,CHG_WRKRS_AGE_29_YNGR_2002_07,CHG_WRKRS_AGE_30_54_2002_07,CHG_WRKRS_AGE_55_OLDR_2002_07,CHG_WRKRS_1250_LESS_2002_07,CHG_WRKRS_1251_3333_2002_07,CHG_WRKRS_3333_MORE_2002_07,CHG_PCT_WRKRS_29_YNGR_2002_07,CHG_PCT_WRKRS_30_54_2002_07,CHG_PCT_WRKRS_55_OLDR_2002_07,CHG_PCT_WRKRS_1250_LESS_2002_07,CHG_PCT_WRKRS_1251_3333_2002_07,CHG_PCT_WRKRS_3333_MORE_2002_07,CHANGE_WORKERS_2007_10,CHG_WRKRS_AGE_29_YNGR_2007_10,CHG_WRKRS_AGE_30_54_2007_10,CHG_WRKRS_AGE_55_OLDR_2007_10,CHG_WRKRS_1250_LESS_2007_10,CHG_WRKRS_1251_3333_2007_10,CHG_WRKRS_3333_MORE_2007_10,CHG_PCT_WRKRS_29_YNGR_2007_10,CHG_PCT_WRKRS_30_54_2007_10,CHG_PCT_WRKRS_55_OLDR_2007_10,CHG_PCT_WRKRS_1250_LESS_2007_10,CHG_PCT_WRKRS_1251_3333_2007_10,CHG_PCT_WRKRS_3333_MORE_2007_10,CHANGE_WORKERS_2010_15,CHG_WRKRS_AGE_29_YNGR_2010_15,CHG_WRKRS_AGE_30_54_2010_15,CHG_WRKRS_AGE_55_OLDR_2010_15,CHG_WRKRS_1250_LESS_2010_15,CHG_WRKRS_1251_3333_2010_15,CHG_WRKRS_3333_MORE_2010_15,CHG_PCT_WRKRS_29_YNGR_2010_15,CHG_PCT_WRKRS_30_54_2010_15,CHG_PCT_WRKRS_55_OLDR_2010_15,CHG_PCT_WRKRS_1250_LESS_2010_15,CHG_PCT_WRKRS_1251_3333_2010_15,CHG_PCT_WRKRS_3333_MORE_2010_15,CHANGE_WORKERS_2002_15,CHG_WRKRS_AGE_29_YNGR_2002_15,CHG_WRKRS_AGE_30_54_2002_15,CHG_WRKRS_AGE_55_OLDR_2002_15,CHG_WRKRS_1250_LESS_2002_15,CHG_WRKRS_1251_3333_2002_15,CHG_WRKRS_3333_MORE_2002_15,CHG_PCT_WRKRS_29_YNGR_2002_15,CHG_PCT_WRKRS_30_54_2002_15,CHG_PCT_WRKRS_55_OLDR_2002_15,CHG_PCT_WRKRS_1250_LESS_2002_15,CHG_PCT_WRKRS_1251_3333_2002_15,CHG_PCT_WRKRS_3333_MORE_2002_15,GlobalID,last_edited_date
436,13121011306,13121,"Census Tract 113.06, Fulton County",2420,342,ARC 10,1771.43005371,0.53399497,1771.9699707,2.76785994,0.00083437,2.76869988,011306,Fulton,79,46,1,32,59,-13,33,1.60000002,-3.5,2,3.0999999,-4.69999981,1.60000002,-239,-129,-120,10,-81,-120,-38,-4.5,0.30000001,4.0999999,-0.89999998,0.30000001,0.60000002,-28,-51,10,13,-34,-40,46,-4.5,2.5999999,1.89999998,-2.70000005,-2.70000005,5.4000001,-188,-134,-109,55,-56,-173,41,-7.4000001,-0.60000002,7.9000001,-0.5,-7.19999981,7.69999981,{E1F23696-5D97-497A-AF11-6C216923AC79},
437,13121007706,13121,"Census Tract 77.06, Fulton County",9561,1074,ARC 10,3135.86010742,166.98199463,3302.84008789,4.8997798,0.26090899,5.16068983,007706,Fulton,137,75,-24,86,14,-74,197,1.89999998,-5.5999999,3.70000005,-1.20000005,-8.10000038,9.39999962,441,26,398,17,116,112,213,-5,7.69999981,-2.70000005,0.2,-3.9000001,3.79999995,824,78,659,87,105,265,454,-4.5,5.69999981,-1.20000005,-3.5,-2.5,6,1402,179,1033,190,235,303,864,-7.5999999,7.9000001,-0.2,-4.5999999,-14.5,19.10000038,{67C319B8-0B09-4DD7-A5F4-71BCFC6722E0},
438,13121007703,13121,"Census Tract 77.03, Fulton County",4420,442,ARC 10,1118.54003906,1.25776994,1119.79003906,1.74772,0.00196527,1.74967003,007703,Fulton,168,78,100,-10,93,-23,98,2.20000005,0.5,-2.79999995,3.0999999,-6.30000019,3.20000005,-238,-122,-72,-44,-115,-76,-47,-4.0999999,4.0999999,0,-3.4000001,1.70000005,1.70000005,194,14,113,67,49,69,76,-1.89999998,-0.1,1.89999998,0.1,-1,0.89999998,124,-30,141,13,27,-30,127,-3.79999995,4.5999999,-0.80000001,-0.30000001,-5.5999999,5.80000019,{24FCE431-6436-496E-9706-AFC6DA727737},
439,13121003700,13121,"Census Tract 37, Fulton County",95,55,ARC 10,22.3845005,0,22.3845005,0.0349758,0,0.0349758,003700,Fulton,6,-8,3,11,-24,19,11,-2.9000001,0,2.79999995,-7.0999999,4.4000001,2.70000005,-236,-131,-97,-8,-137,-94,-5,-17.29999924,10,7.30000019,-22.70000076,3.9000001,18.79999924,-65,-21,-41,-3,-10,-32,-23,-3.79999995,-4.69999981,8.60000038,4.9000001,-2.5,-2.4000001,-295,-160,-135,0,-171,-107,-17,-24,5.30000019,18.70000076,-24.89999962,5.9000001,19.10000038,{73F24378-2311-42BA-B572-931CF6B1BA16},
440,13121011202,13121,"Census Tract 112.02, Fulton County",4367,613,ARC 10,792.77697754,0,792.77697754,1.23871005,0,1.23871005,011202,Fulton,-332,-67,-296,31,-100,-343,111,0.60000002,-3.70000005,3.20000005,-0.60000002,-7.30000019,7.9000001,-342,-116,-205,-21,-100,-218,-24,-1.89999998,0.30000001,1.5,-0.69999999,-2.70000005,3.5,105,54,-59,110,38,-6,73,1.60000002,-6.5999999,5,0.60000002,-2.9000001,2.29999995,-569,-129,-560,120,-162,-567,160,0.30000001,-10,9.69999981,-0.69999999,-13,13.69999981,{272D8434-A911-4E6E-9FFB-CD089609AD87},
441,13121011100,13121,"Census Tract 111, Fulton County",2399,283,ARC 10,848.23199463,0,848.23199463,1.32535994,0,1.32535994,011100,Fulton,-170,-63,-130,23,-107,-163,100,-2.0999999,-1.39999998,3.5,-5.19999981,-6.5,11.69999981,-50,-54,-20,24,-35,-93,78,-3.9000001,1.10000002,2.79999995,-2.0999999,-6.30000019,8.39999962,-26,20,-59,13,-18,-25,17,2.20000005,-3.79999995,1.60000002,-1.20000005,-1.39999998,2.5,-246,-97,-209,60,-160,-281,195,-3.9000001,-4,7.9000001,-8.5,-14.19999981,22.70000076,{973FC226-8B12-459F-8A72-3ED37799DDD6},
442,13121011201,13121,"Census Tract 112.01, Fulton County",4359,488,ARC 10,928.36700439,2.04578996,930.4119873,1.45056999,0.00319655,1.45377004,011201,Fulton,-115,50,-159,-6,-130,-146,161,4.5999999,-5.0999999,0.5,-5.0999999,-4.5999999,9.69999981,-307,-245,-57,-5,-158,-183,34,-9.69999981,7.4000001,2.29999995,-4.5999999,-1.79999995,6.4000001,-31,17,-67,19,39,-81,11,1.70000005,-3.29999995,1.60000002,3.20000005,-4.5,1.29999995,-453,-178,-283,8,-249,-410,206,-3.4000001,-1.10000002,4.4000001,-6.4000001,-10.89999962,17.29999924,{3C80BB18-05DE-4939-AC61-3060BDBEEE82},
443,13121011303,13121,"Census Tract 113.03, Fulton County",9368,820,ARC 10,1733.66003418,1.17004001,1734.82995605,2.70883989,0.00182819,2.71066999,011303,Fulton,-606,-195,-548,137,-234,-413,41,-1.20000005,-6.9000001,8.10000038,-2.29999995,-3.79999995,6.19999981,-160,-74,22,-108,-46,-117,3,-1.29999995,4,-2.79999995,-0.2,-1.60000002,1.79999995,415,134,178,103,96,165,154,1.10000002,-1.79999995,0.69999999,-0.30000001,-0.69999999,1.10000002,-351,-135,-348,132,-184,-365,198,-1.29999995,-4.69999981,6,-2.79999995,-6.19999981,9,{9759B693-1218-42A3-A032-2EC99855E5BB},
444,13121008102,13121,"Census Tract 81.02, Fulton County",7329,1067,ARC 10,1782.36999512,4.93987989,1787.31005859,2.78495002,0.00771856,2.79267001,008102,Fulton,-110,16,-95,-31,-20,-123,33,2.4000001,-1.70000005,-0.69999999,0.69999999,-3.0999999,2.4000001,-93,-147,38,16,-99,-39,45,-6,4.5,1.60000002,-3.5,0.40000001,3.0999999,-72,20,-130,38,61,-152,19,2,-4.69999981,2.70000005,4.4000001,-6.0999999,1.79999995,-275,-111,-187,23,-58,-314,97,-1.60000002,-2,3.5999999,1.60000002,-8.80000019,7.19999981,{0A50E6B9-0C90-490C-A8C3-A70C76B7225E},
445,13121007002,13121,"Census Tract 70.02, Fulton County",2216,527,ARC 10,1080.38000488,2.18540001,1082.56994629,1.68808997,0.00341469,1.69151998,007002,Fulton,-138,36,-134,-40,-46,-111,19,6.19999981,-4.5999999,-1.70000005,0.2,-2.9000001,2.70000005,-309,-190,-105,-14,-172,-149,12,-8.80000019,6.0999999,2.70000005,-7,1.29999995,5.69999981,139,92,80,-33,87,22,30,5.19999981,-0.1,-5.19999981,4.5999999,-4.9000001,0.40000001,-308,-62,-159,-87,-131,-238,61,2.70000005,1.39999998,-4.0999999,-2.20000005,-6.5999999,8.80000019,{38518A1F-AE61-4F48-BA69-E3EC3AB9A4B9},
446,13121011301,13121,"Census Tract 113.01, Fulton County",4574,476,ARC 10,1244.0300293,6.67802,1250.70996094,1.94379997,0.0104344,1.95422995,011301,Fulton,-322,-38,-307,23,-163,-215,56,1.60000002,-5.30000019,3.70000005,-3.29999995,-2.5,5.9000001,-446,-156,-246,-44,-156,-192,-98,-2.5999999,-0.5,3.0999999,-2.70000005,0.89999998,1.70000005,3,0,25,-22,84,-120,39,0,1.29999995,-1.29999995,4.69999981,-6.80000019,2.0999999,-765,-194,-528,-43,-235,-527,-3,-1,-4.5,5.5,-1.29999995,-8.39999962,9.69999981,{FD8F920A-1CBE-4946-9DB0-0906F9CD4E17},
447,13139001202,13139,"Census Tract 12.02, Hall County",6342,544,ARC 20,11773.90039063,64.59680176,11838.5,18.39669991,0.100933,18.49769974,001202,Hall,315,132,119,64,121,19,175,2.5999999,-4.19999981,1.60000002,3.5,-9.5,6.0999999,-339,-185,-168,14,-68,-177,-94,-5.5999999,2,3.5999999,0.30000001,0.2,-0.5,750,195,410,145,120,379,251,0.80000001,-2,1.10000002,-1.79999995,-1,2.79999995,726,142,361,223,173,221,332,-2.20000005,-4.19999981,6.4000001,1.89999998,-10.30000019,8.30000019,{1AA477D0-9B56-4E80-ABB7-E80DB4E79AFC},
448,13139000101,13139,"Census Tract 1.01, Hall County",4785,355,ARC 20,22880.40039063,423.6579895,23304,35.75059891,0.66196603,36.41249847,000101,Hall,201,65,67,69,-86,23,264,0.5,-2.70000005,2.20000005,-7.19999981,-4.30000019,11.5,-224,-192,-57,25,-62,-169,7,-7.5,4.0999999,3.4000001,-1.10000002,-3.5,4.5999999,398,150,115,133,122,93,183,3.20000005,-6,2.79999995,2.4000001,-4.0999999,1.70000005,375,23,125,227,-26,-53,454,-3.79999995,-4.69999981,8.5,-5.9000001,-11.89999962,17.79999924,{8E922530-8E0D-46A4-93A6-0B71B5841D4F},
449,13139000701,13139,"Census Tract 7.01, Hall County",6892,511,ARC 20,7345.56982422,15.35739994,7360.93017578,11.47749996,0.0239959,11.50150013,000701,Hall,563,143,304,116,105,164,294,-0.60000002,-1.39999998,2,-0.5,-7.30000019,7.80000019,-397,-211,-155,-31,-99,-189,-109,-4.4000001,3.5,0.89999998,-0.80000001,1.5,-0.80000001,156,77,-47,126,128,-85,113,1.70000005,-6,4.30000019,4,-7.19999981,3.20000005,322,9,102,211,134,-110,298,-3.4000001,-3.9000001,7.19999981,2.70000005,-13,10.30000019,{4B7B3EFB-3E6E-4348-82EF-E66B18625DF9},
450,13139000702,13139,"Census Tract 7.02, Hall County",5511,521,ARC 20,6900.08984375,22.8913002,6922.97998047,10.78139973,0.0357677,10.81719971,000702,Hall,169,14,133,22,-69,36,202,-1.79999995,1.70000005,0.1,-6,-3.4000001,9.39999962,-251,-101,-165,15,-83,-115,-53,-2,-0.69999999,2.70000005,-1.89999998,1.5,0.40000001,430,78,224,128,44,239,147,-1.39999998,-1.79999995,3.20000005,-1.79999995,-0.30000001,2.0999999,348,-9,192,165,-108,160,296,-5.30000019,-0.80000001,6,-9.69999981,-2.20000005,11.89999962,{1C653468-FDC6-4F11-B5BF-D8E22A3C111C},
451,13139000102,13139,"Census Tract 1.02, Hall County",3328,294,ARC 20,19625.30078125,250.32099915,19875.69921875,30.66449928,0.39112699,31.05579948,000102,Hall,367,88,188,91,110,28,229,-0.5,-1.79999995,2.29999995,1.70000005,-9.30000019,7.5,-91,-63,-76,48,-48,-71,28,-2.20000005,-1.20000005,3.4000001,-1.5,-1.60000002,3.0999999,-217,-112,-153,48,-74,-143,0,-3.70000005,-1.79999995,5.5,-1.70000005,-2.79999995,4.5999999,59,-87,-41,187,-12,-186,257,-6.4000001,-4.80000019,11.19999981,-1.5,-13.69999981,15.19999981,{A2F1E1E1-B758-4F0E-97E1-AE0651353689},
452,13139000201,13139,"Census Tract 2.01, Hall County",5649,581,ARC 20,30846.19921875,858.79901123,31705,48.19720078,1.34186995,49.53910065,000201,Hall,235,30,141,64,-10,-41,286,-1.29999995,0.1,1.20000005,-2.5999999,-6.0999999,8.69999981,-399,-228,-206,35,-83,-297,-19,-5.69999981,1.39999998,4.4000001,0.1,-5.5,5.4000001,128,84,16,28,13,38,77,2.5,-2.5999999,0.1,-0.60000002,-0.5,1.10000002,-36,-114,-49,127,-80,-300,344,-4.5,-1.20000005,5.69999981,-3.0999999,-12.10000038,15.10000038,{6DEA3F5A-03F2-47E2-97A1-C95C71C8CB3C},
453,13139000302,13139,"Census Tract 3.02, Hall County",7229,632,ARC 20,7532.29980469,2881.42993164,10413.70019531,11.76920033,4.50223017,16.27140045,000302,Hall,399,105,196,98,11,36,352,0.30000001,-1.39999998,1.10000002,-2.79999995,-5.9000001,8.69999981,-393,-178,-129,-86,-69,-302,-22,-3.4000001,4,-0.60000002,0.30000001,-5.19999981,4.9000001,196,61,-77,212,13,49,134,0.80000001,-7.5,6.80000019,-1,-1.10000002,2.0999999,202,-12,-10,224,-45,-217,464,-2.29999995,-4.9000001,7.19999981,-3.4000001,-12.19999981,15.60000038,{C941FC3D-0D34-4817-9DEC-AC27F57D5294},
454,13139000900,13139,"Census Tract 9, Hall County",5466,534,ARC 20,1724.93994141,76.07910156,1801.02001953,2.69521999,0.118874,2.81409001,000900,Hall,169,24,81,64,-11,-49,229,-1,-0.60000002,1.60000002,-2.0999999,-5.5999999,7.69999981,-146,-139,-46,39,-27,-101,-18,-4.4000001,1.60000002,2.79999995,0.2,-1.5,1.39999998,43,68,-30,5,-39,-17,99,2.5,-2.4000001,-0.1,-2.0999999,-1.60000002,3.5999999,66,-47,5,108,-77,-167,310,-2.9000001,-1.39999998,4.30000019,-4,-8.69999981,12.69999981,{07F2DF76-B2FF-4E6D-B757-C9EB4B699C0F},
455,13139000500,13139,"Census Tract 5, Hall County",7362,678,ARC 20,4283.52001953,1581.76000977,5865.29003906,6.69299984,2.47149992,9.16452026,000500,Hall,-73,-106,-38,71,-139,-167,233,-2.5999999,0.1,2.5,-3.5999999,-4,7.5999999,-525,-244,-297,16,-98,-358,-69,-4.0999999,0.2,3.79999995,0.30000001,-4.69999981,4.5,214,79,-26,161,37,-40,217,1.20000005,-5,3.79999995,-0.2,-4,4.19999981,-384,-271,-361,248,-200,-565,381,-5.5,-4.5999999,10.10000038,-3.5999999,-12.69999981,16.29999924,{2DC3C540-33CE-43F0-B11E-5184B3855127},
456,13139001402,13139,"Census Tract 14.02, Hall County",5485,441,ARC 20,3425.59008789,1313.32995605,4738.91992188,5.35247993,2.05207992,7.40456009,001402,Hall,232,106,44,82,-40,29,243,2.20000005,-4,1.79999995,-4,-3.20000005,7.19999981,-265,-141,-159,35,-10,-157,-98,-3.5,-0.5,4,2,-2.20000005,0.2,225,17,107,101,-3,103,125,-1.39999998,-0.80000001,2.20000005,-2.20000005,0.60000002,1.60000002,192,-18,-8,218,-53,-25,270,-2.70000005,-5.30000019,8,-4.19999981,-4.80000019,9,{086E6900-7331-44C2-BB17-F963E6FB7091},
457,13139001002,13139,"Census Tract 10.02, Hall County",7738,919,ARC 20,3967.23999023,1605.32995605,5572.58007813,6.1988101,2.50833011,8.70716,001002,Hall,145,21,53,71,28,-80,197,-0.60000002,-1.29999995,1.89999998,-0.1,-6,6.0999999,-457,-146,-271,-40,-83,-249,-125,-1.60000002,-0.1,1.60000002,0.5,-1.20000005,0.69999999,167,64,-38,141,-7,84,90,1.10000002,-5.80000019,4.69999981,-1.79999995,0.2,1.60000002,-145,-61,-256,172,-62,-245,162,-1,-7.0999999,8.19999981,-1.39999998,-7,8.39999962,{5C5C80F2-5187-460B-9D39-3F1FDE6F1ADB},
458,13139000800,13139,"Census Tract 8, Hall County",3555,351,ARC 20,1181.63000488,6.14600992,1187.7800293,1.84630001,0.00960314,1.85590994,000800,Hall,-109,-9,-106,6,-37,-115,43,1.39999998,-3.20000005,1.79999995,-0.60000002,-3.9000001,4.5,-102,-46,-48,-8,-51,-74,23,-1.5,0.69999999,0.80000001,-2,-1.5,3.5,-126,-53,-66,-7,-53,-46,-27,-1.89999998,0.40000001,1.5,-2,1.79999995,0.2,-337,-108,-220,-9,-141,-235,39,-2,-2.0999999,4.0999999,-4.5999999,-3.5999999,8.10000038,{B5456567-E26D-478D-A9E3-946CBA3620EC},
459,13139000600,13139,"Census Tract 6, Hall County",5676,514,ARC 20,7027.75,511.2210083,7538.97021484,10.98089981,0.798783,11.77960014,000600,Hall,138,-27,38,127,-42,-45,225,-3,-1.89999998,4.9000001,-3.4000001,-5.4000001,8.80000019,-202,-81,-59,-62,-42,-88,-72,-1.60000002,2.70000005,-1.10000002,0,0.40000001,-0.40000001,176,96,-28,108,-11,56,131,2.5999999,-6,3.5,-2.20000005,-1.29999995,3.5,112,-12,-49,173,-95,-77,284,-2,-5.19999981,7.19999981,-5.5999999,-6.30000019,11.89999962,{A3E1C0FF-14F0-40A8-9768-350130D4D9FA},
460,13139000400,13139,"Census Tract 4, Hall County",6332,684,ARC 20,4583.04003906,1627.52001953,6210.56982422,7.16099977,2.54299998,9.70401955,000400,Hall,334,66,151,117,-3,16,321,-1.10000002,-1.20000005,2.20000005,-3,-5.0999999,8.10000038,-408,-254,-128,-26,-86,-225,-97,-5.9000001,3.79999995,2,0,-2.0999999,2.0999999,253,89,19,145,-7,56,204,1.29999995,-4.80000019,3.5,-2.29999995,-1.70000005,4,179,-99,42,236,-96,-153,428,-5.69999981,-2.0999999,7.80000019,-5.19999981,-9,14.19999981,{93C175DA-A919-4A63-985D-36181077BC49},
461,13121007604,13121,"Census Tract 76.04, Fulton County",2438,575,ARC 10,276.49301147,0,276.49301147,0.43202001,0,0.43202001,007604,Fulton,-423,-184,-236,-3,-64,-369,10,-4.0999999,-1,5.0999999,8,-13.5,5.4000001,27,2,25,0,43,-4,-12,-0.89999998,1.5,-0.5,4.5,-2.5,-2.0999999,88,-6,35,59,-22,53,57,-4.0999999,-1.60000002,5.69999981,-7.0999999,1.20000005,5.9000001,-308,-188,-176,56,-43,-320,55,-9.19999981,-1.10000002,10.30000019,5.5,-14.69999981,9.19999981,{619FAFE9-4B9E-4319-AF86-1FB4F8D658DD},
462,13121007704,13121,"Census Tract 77.04, Fulton County",5446,559,ARC 10,1670.94995117,17.48810005,1688.43994141,2.61086011,0.0273252,2.63819003,007704,Fulton,14,52,-21,-17,-113,-9,136,2.5999999,-1.5,-1,-6.19999981,-0.80000001,7,-69,-57,5,-17,-49,10,-30,-2.0999999,2.4000001,-0.2,-1.79999995,2.20000005,-0.40000001,96,85,24,-13,84,22,-10,3.20000005,-1.60000002,-1.60000002,3.20000005,-1.20000005,-2.0999999,41,80,8,-47,-78,23,96,3.70000005,-0.80000001,-2.9000001,-4.69999981,0.30000001,4.5,{5E5A19D1-DF2E-4EA3-AD24-EEA4AD953F40},
463,13121007603,13121,"Census Tract 76.03, Fulton County",4601,693,ARC 10,779.24401855,0,779.24401855,1.21756995,0,1.21756995,007603,Fulton,-922,-342,-527,-53,-360,-554,-8,-1.89999998,-1.5,3.4000001,-1.5,-3.4000001,4.9000001,184,43,113,28,49,90,45,-1.29999995,1,0.30000001,-1.20000005,-0.5,1.70000005,10,-21,-22,53,33,-45,22,-1.79999995,-2,3.79999995,2.20000005,-3.70000005,1.5,-728,-320,-436,28,-278,-509,59,-5,-2.4000001,7.4000001,-0.60000002,-7.5,8.10000038,{B03C7933-6C82-4937-8104-421B6A2E91B4},
464,13121011427,13121,"Census Tract 114.27, Fulton County",7769,469,ARC 10,1704.76000977,25.11930084,1729.88000488,2.66369009,0.0392489,2.70293999,011427,Fulton,-178,-147,-235,204,-166,-189,177,-3.0999999,-3.29999995,6.4000001,-3.5999999,-3.9000001,7.5999999,-222,-107,-105,-10,-148,-65,-9,-2,1.10000002,0.89999998,-3.29999995,-0.30000001,3.5999999,534,21,192,321,51,-38,521,-1.79999995,-3.9000001,5.69999981,-0.80000001,-4.4000001,5.0999999,134,-233,-148,515,-263,-292,689,-6.9000001,-6.19999981,13.10000038,-7.5999999,-8.60000038,16.29999924,{1F5D8946-DC00-45B2-B4E6-D5F379B0F8AF},
465,13121011616,13121,"Census Tract 116.16, Fulton County",5345,440,ARC 10,1414.14001465,3.5936501,1417.73999023,2.20958996,0.00561508,2.21521997,011616,Fulton,767,221,459,87,43,232,492,3.70000005,-4.30000019,0.69999999,-5.19999981,3.4000001,1.79999995,105,-19,29,95,73,65,-33,-1.79999995,-1.79999995,3.5999999,2.4000001,1.70000005,-4.0999999,161,25,-56,192,-106,28,239,-0.30000001,-6.5,6.80000019,-5.4000001,-0.5,5.9000001,1033,227,432,374,10,325,698,1.60000002,-12.69999981,11.10000038,-8.10000038,4.5999999,3.5,{75F244D7-7609-4F24-BC8E-FDB39A63472D},
466,13121011617,13121,"Census Tract 116.17, Fulton County",7279,542,ARC 10,1617.72998047,8.73789024,1626.4699707,2.52769995,0.013653,2.5413599,011617,Fulton,1266,356,657,253,228,358,680,3.79999995,-8.69999981,4.9000001,1.39999998,1.60000002,-3,-141,-162,-6,27,-32,-114,5,-4.0999999,2.70000005,1.39999998,-0.30000001,-2.4000001,2.70000005,317,-5,-61,383,-13,-28,358,-1.70000005,-7.9000001,9.69999981,-1.79999995,-2.9000001,4.5999999,1442,189,590,663,183,216,1043,-2,-13.89999962,16,-0.60000002,-3.70000005,4.4000001,{26B03630-E99E-44CC-806F-39A547AD8C7E},
467,13121011611,13121,"Census Tract 116.11, Fulton County",7437,798,ARC 10,3487.07006836,18.72979927,3505.80004883,5.44855022,0.0292653,5.47780991,011611,Fulton,581,101,316,164,111,144,326,-2.20000005,-2.5,4.80000019,1,-2.5,1.60000002,-17,-79,45,17,6,-76,53,-3.4000001,2.5,0.89999998,0.40000001,-3.20000005,2.79999995,873,166,510,197,160,195,518,-0.30000001,-1.60000002,1.89999998,0.40000001,-1.79999995,1.39999998,1437,188,871,378,277,263,897,-6,-1.60000002,7.5999999,1.79999995,-7.5,5.80000019,{A1E867DC-91DD-4BD3-B512-FBE64978BA4C},
468,13121010800,13121,"Census Tract 108, Fulton County",6658,18,ARC 10,1367.45996094,0,1367.45996094,2.1366601,0,2.1366601,010800,Fulton,-382,-57,-322,-3,-149,-325,92,1.39999998,-4,2.5999999,-2,-5.9000001,8,82,-66,108,40,-46,-55,183,-4.19999981,2.9000001,1.29999995,-3.4000001,-4.69999981,8.10000038,136,93,-54,97,1,4,131,3.0999999,-6.5,3.4000001,-1.39999998,-2.5999999,4,-164,-30,-268,134,-194,-376,406,0.30000001,-7.5999999,7.30000019,-6.80000019,-13.30000019,20.10000038,{83BD3368-1B30-42F1-8E85-40D99138B80F},
469,13121980000,13121,"Census Tract 9800, Fulton County",0,13,ARC 10,675.31500244,0,675.31500244,1.05517995,0,1.05517995,980000,Fulton,1,0,0,1,0,1,0,,,,,,,-1,0,0,-1,0,-1,0,,,,,,,57,16,24,17,19,18,20,,,,,,,57,16,24,17,19,18,20,,,,,,,{CB4B8111-9E33-43DF-9B6E-0B1C36659B8E},
470,13121004300,13121,"Census Tract 43, Fulton County",2996,288,ARC 10,151.82600403,0,151.82600403,0.23722801,0,0.23722801,004300,Fulton,75,-3,80,-2,33,-28,70,-5.0999999,6.0999999,-0.89999998,1.29999995,-8.19999981,6.80000019,-167,-142,-42,17,-81,-45,-41,-11.5,7.0999999,4.5,-4.5999999,3.0999999,1.5,51,25,4,22,13,31,7,1.29999995,-3.9000001,2.5999999,-0.1,1.5,-1.39999998,-41,-120,42,37,-35,-42,36,-15.30000019,9.19999981,6.0999999,-3.5,-3.5,7,{E305DAB8-9379-4DFA-971E-A006168CCD83},
471,13121008904,13121,"Census Tract 89.04, Fulton County",4688,347,ARC 10,737.23297119,20.16819954,757.40197754,1.15192997,0.0315128,1.18343997,008904,Fulton,687,254,353,80,92,191,404,2.20000005,-2,-0.2,-0.40000001,-2.70000005,3.0999999,1,-100,71,30,17,-184,168,-4.80000019,3.4000001,1.39999998,0.80000001,-8.89999962,8.10000038,154,-78,178,54,-50,-56,260,-5.4000001,3.9000001,1.5,-3.29999995,-4.19999981,7.5,842,76,602,164,59,-49,832,-8.10000038,5.4000001,2.70000005,-2.9000001,-15.69999981,18.60000038,{2306B2B3-7FD4-45B2-B8CD-0C413D7E54D0},
472,13121008903,13121,"Census Tract 89.03, Fulton County",1667,330,ARC 10,284.45199585,2.09941006,286.55099487,0.44445601,0.00328033,0.447736,008903,Fulton,350,133,173,44,49,89,212,2.0999999,-2.29999995,0.2,-1.10000002,-2.79999995,3.9000001,-308,-123,-150,-35,-27,-30,-251,-2.4000001,2.20000005,0.2,2.70000005,7.5999999,-10.30000019,81,12,77,-8,-25,-49,155,-1.29999995,3,-1.79999995,-4,-8.10000038,12.10000038,123,22,100,1,-3,10,116,-1.60000002,2.9000001,-1.29999995,-2.5,-3.29999995,5.80000019,{9F76942F-A758-431C-8BC1-E4217D745CD2},
473,13121001001,13121,"Census Tract 10.01, Fulton County",2648,543,ARC 10,231.10600281,0,231.10600281,0.361103,0,0.361103,001001,Fulton,46,5,38,3,-16,3,59,-6.5,6.5999999,-0.1,-12,-5.30000019,17.20000076,-14,-34,21,-1,-19,-41,46,-10.69999981,10.69999981,0,-5.9000001,-13.89999962,19.79999924,680,182,397,101,50,112,518,-4.4000001,-1.39999998,5.80000019,-8.5,-1.89999998,10.39999962,712,153,456,103,15,74,623,-21.5,15.89999962,5.69999981,-26.29999924,-21.10000038,47.40000153,{0ED889CC-AFD9-4A63-996D-269275D3874C},
474,13121009101,13121,"Census Tract 91.01, Fulton County",4547,437,ARC 10,420.48300171,4.60258007,425.08599854,0.65700501,0.00719153,0.66419703,009101,Fulton,527,143,265,119,120,27,380,-2.5999999,-0.69999999,3.29999995,2,-7.4000001,5.4000001,-190,-163,-53,26,-88,-137,35,-4.19999981,2.0999999,2.0999999,-2.5999999,-3.5,6.0999999,291,53,212,26,-72,-174,537,-1.60000002,2.0999999,-0.5,-4.4000001,-10.19999981,14.60000038,628,33,424,171,-40,-284,952,-8.39999962,3.5,4.9000001,-5,-21.10000038,26.20000076,{68BE074F-1081-4BD9-AC94-E6E0D7BDFC63},
