OBJECTID,GEOID10,NAME10,PLNG_REGION,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,GlobalID
422,13135050709,507.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3811,4,0.000342,0,11695,U,10534.463668,0.900766,2175.930595,0.186056,3373.422261,0.907322,560.679836,0.892802,82.085691,0.021539,8468.903695,0.724147,1696.457659,0.145058,2740.479165,0.737084,443.846484,0.706762,76.12683,0.019976,{5ECADD1B-ADE2-4E84-9BC0-68CD9C216CAE}
423,13135050715,507.15,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1659,5,0.001009,0,4956,U,4145.741024,0.836509,574.406774,0.115901,1111.922546,0.816989,376.503851,0.896438,19.864188,0.011974,2212.609714,0.446451,286.428618,0.057794,576.82762,0.423826,206.472377,0.491601,11.022864,0.006644,{B07E4DA8-60D3-41BA-92FD-FF24C576DA57}
424,13135050415,504.15,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1382,12,0.003298,0,3639,U,3373.622493,0.927074,365.30296,0.100386,738.358317,0.965174,504.855303,0.814283,11.280654,0.008163,2308.680227,0.634427,282.782824,0.077709,526.647499,0.688428,312.368569,0.50382,4.813389,0.003483,{31B999E9-951C-4092-B02F-0263AF76B87F}
425,13135050718,507.18,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2686,175,0.02227,0,7858,U,6380.542651,0.81198,1062.557341,0.13522,1597.933047,0.823677,827.216353,0.748612,40.924273,0.015236,3527.697121,0.448931,618.867022,0.078756,935.317953,0.482123,361.931199,0.32754,22.901738,0.008526,{02701DC5-89EE-47DB-A11B-6524F63BBA7F}
426,13135050427,504.27,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1951,153,0.026786,0,5712,U,4981.547412,0.87212,942.900761,0.165074,1182.234517,0.882265,806.299092,0.864201,64.488712,0.033054,2551.549588,0.4467,570.177411,0.099821,602.615811,0.449713,391.380192,0.419486,40.719641,0.020871,{2BC25A2B-F666-4F6C-BF92-EC155A49196A}
427,13135050428,504.28,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1883,0,0,0,5729,U,5429.412427,0.947707,830.076364,0.14489,1469.516257,0.943813,515.854496,0.964214,25.128015,0.013345,3064.724596,0.534949,564.983377,0.098618,776.932775,0.498993,334.662694,0.625538,17.391749,0.009236,{4FB571C9-E642-483C-B08E-8D767DE4CED2}
428,13135050416,504.16,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1172,0,0,0,3663,U,3663.000006,1,1037.110324,0.283131,1151.999995,1,178.000001,1,24.015886,0.020491,2917.758923,0.796549,810.670427,0.221313,919.333886,0.798033,146.361671,0.822257,19.152022,0.016341,{E9C2AE97-69D0-4D0C-A382-4E43A79B60C8}
429,13135050425,504.25,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1737,7,0.001362,0,5139,U,5130.810743,0.998406,712.019371,0.138552,1258.386405,0.997927,582.361124,0.998904,0,0,3812.269554,0.741831,600.613133,0.116874,928.194789,0.736078,435.007697,0.746154,0,0,{797C8657-817A-4050-9431-78E744BEBDF0}
430,13135050526,505.26,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1704,0,0,1,4476,U,3050.227693,0.681463,1507.170933,0.336723,813.715007,0.693113,157.172158,0.692388,19.069669,0.011191,611.926138,0.136713,314.207801,0.070198,183.535819,0.156334,40.978674,0.180523,3.341355,0.001961,{F47731B1-90FC-432B-BFC5-1F4DE4C3F02E}
431,13135050431,504.31,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2835,9,0.001178,0,7639,U,4003.560275,0.524095,1319.995308,0.172797,1152.031931,0.53138,329.912381,0.79689,82.662084,0.029158,1661.466383,0.217498,508.175072,0.066524,488.990133,0.225549,145.433066,0.351288,36.99451,0.013049,{48AEF501-CAB8-4A1B-A173-51A212EF83E7}
432,13135050426,504.26,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2318,4,0.000638,0,6267,U,5410.649962,0.863356,700.337936,0.11175,1229.488356,0.862194,779.897197,0.860814,10.530785,0.004543,3551.964763,0.566773,494.555716,0.078914,815.570953,0.571929,505.529671,0.55798,2.760389,0.001191,{D2B8F63F-A563-4031-B190-76F028F624E4}
433,13135050430,504.30,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1896,0,0,0,5003,U,3505.821294,0.700744,763.504705,0.152609,871.396461,0.717199,393.999126,0.649092,64.929694,0.034246,1255.550865,0.25096,192.531143,0.038483,308.997642,0.254319,122.027957,0.201035,14.429283,0.00761,{216E23B0-3C3E-4ED1-90AD-C05D5BE9FC1D}
434,13121009501,95.01,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1807,0,0,0,4015,U,2268.425684,0.564988,180.51547,0.04496,658.018876,0.776882,386.339965,0.406246,28.877263,0.015981,318.324133,0.079284,28.641368,0.007134,94.005273,0.110986,44.618782,0.046918,5.283072,0.002924,{3548C554-5688-4B20-92B7-81BBD68FF470}
435,13121011305,113.05,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1651,0,0,1,4263,U,4262.999957,1,1798.628146,0.421916,1348.999996,1,239.999998,1,439.43491,0.266163,3695.268162,0.866823,1550.24171,0.36365,1152.915536,0.854645,217.90958,0.907957,374.236789,0.226673,{EC6ABBDC-B4F4-482C-9A9E-44B29AC97D06}
436,13121011306,113.06,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1006,0,0,1,2723,U,1920.860674,0.705421,1156.447657,0.424696,622.939471,0.759682,112.39652,0.532685,162.595529,0.161626,320.322216,0.117636,143.479748,0.052692,110.90566,0.135251,15.98382,0.075753,13.99097,0.013908,{C53D12F7-0805-468C-AC3E-2DD1F50A37DC}
437,13121007706,77.06,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,3744,0,0,0,8430,U,7301.931386,0.866184,2490.991179,0.295491,1960.773944,0.88924,673.748858,0.97082,510.322149,0.136304,3858.075959,0.45766,1270.167901,0.150672,1016.385436,0.460946,418.576185,0.603136,265.632534,0.070949,{B5CE8BF0-79CA-4AF2-AD55-DA64E99F9EBE}
438,13121007703,77.03,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1540,0,0,0,3861,U,3649.230428,0.945152,1207.917796,0.312851,907.763711,0.954536,644.293894,0.985159,146.94298,0.095418,2627.91218,0.68063,879.263734,0.22773,678.539419,0.713501,453.429959,0.693318,117.265352,0.076146,{7DB2B2DA-874E-4040-8980-3F80EDC201FE}
439,13121003700,37,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{B290CBFC-A98B-4C8A-B21C-8410C1EF0D9B}
440,13121011202,112.02,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1884,43,0.008934,1,4813,U,2224.455526,0.462177,1276.454331,0.26521,543.103989,0.445532,135.508353,0.437124,231.148422,0.12269,0,0,0,0,0,0,0,0,0,0,{B159FD98-4D93-4BF5-94E4-FF2D648DE5B3}
441,13121011100,111,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1095,0,0,1,2348,U,1570.852762,0.669017,325.983378,0.138834,283.60426,0.651964,116.152271,0.611328,89.789157,0.081999,0,0,0,0,0,0,0,0,0,0,{D549B4AE-8D51-4D94-8F80-F0E157CA7378}
442,13121011201,112.01,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1496,0,0,1,3445,U,2717.152808,0.788724,1445.040259,0.41946,700.679744,0.779399,182.324585,0.789284,314.301246,0.210094,0,0,0,0,0,0,0,0,0,0,{F5302BCD-B780-47AC-83D0-3404ADEFDD78}
443,13121011303,113.03,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3371,14,0.00166,1,8433,U,5157.106052,0.611539,1135.670337,0.13467,1104.693114,0.519123,584.548051,0.751347,100.853753,0.029918,2129.109444,0.252474,204.918707,0.0243,425.113225,0.199771,334.43201,0.429861,20.895942,0.006199,{71BD024E-EBDD-499A-A586-1C5FBE613CD8}
444,13121008102,81.02,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2544,0,0,1,5925,U,4658.396697,0.786227,2681.872751,0.452637,1120.551137,0.776543,758.332324,0.823379,498.841002,0.196085,2168.592138,0.366007,1200.7383,0.202656,517.678591,0.358752,319.000717,0.346363,234.195411,0.092058,{61455334-11AD-400F-8B3D-BCE8BD8609D5}
445,13121007002,70.02,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,988,0,0,1,2975,U,2974.280832,0.999758,2224.57223,0.747755,990.784758,0.999783,178.992403,0.999958,263.022906,0.266218,2178.304197,0.732203,1649.122772,0.554327,740.954231,0.747683,134.27951,0.750165,196.634013,0.199022,{AEF7659E-EBB9-4FAF-A3F5-9C06015E7241}
446,13121011301,113.01,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1784,336,0.069293,0,4849,U,3326.313455,0.685979,1267.515844,0.261397,607.275054,0.63991,493.00305,0.69242,88.221131,0.049451,145.221358,0.029949,49.117182,0.010129,32.608511,0.034361,17.198772,0.024156,3.904666,0.002189,{70EF0CA6-789D-41CE-916D-5906B3144E2B}
447,13139001202,12.02,ARC 20,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1527,0,0,1,5663,U,5662.999926,1,2784.767315,0.491748,1936.999965,1,375.999997,1,12.68945,0.00831,5662.999926,1,2784.767315,0.491748,1936.999965,1,375.999997,1,12.68945,0.00831,{20777975-F582-42EB-B3E2-FBABEB5310C7}
448,13139000101,1.01,ARC 20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1957,0,0,0,5436,R,5436.000043,1,2007.465467,0.369291,1494.000013,1,613.000003,1,83.909764,0.042877,5436.000043,1,2007.465467,0.369291,1494.000013,1,613.000003,1,83.909764,0.042877,{14F770AB-A716-45AB-A9F6-142C8975D750}
449,13139000701,7.01,ARC 20,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1766,4,0.000635,1,6294,U,6293.999987,1,3862.565104,0.61369,2132.999987,1,446,1,302.001991,0.171009,6293.999987,1,3862.565104,0.61369,2132.999987,1,446,1,302.001991,0.171009,{4AF93CB9-A2CD-4E14-BAB3-7A49DA9CFE2E}
450,13139000702,7.02,ARC 20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1353,0,0,0,5060,R,5059.999976,1,2387.942026,0.471925,1820.999996,1,330.999998,1,20.852983,0.015412,5059.999976,1,2387.942026,0.471925,1820.999996,1,330.999998,1,20.852983,0.015412,{129E5E0B-5C7A-4125-ABE3-0A675F3E9845}
451,13139000102,1.02,ARC 20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1453,0,0,0,3946,R,3946.000032,1,825.461732,0.209189,950.000005,1,517.000004,1,57.775586,0.039763,3946.000032,1,825.461732,0.209189,950.000005,1,517.000004,1,57.775586,0.039763,{5FAF465F-A6E8-4A12-A30A-6D42BB951B14}
452,13139000201,2.01,ARC 20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2092,0,0,0,5942,R,5941.999986,1,1762.395064,0.2966,1661.000001,1,719,1,13.883721,0.006637,5941.999986,1,1762.395064,0.2966,1661.000001,1,719,1,13.883721,0.006637,{440B0DC5-EBE0-4A9A-A0CB-2EC2F399C25E}
453,13139000302,3.02,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2342,0,0,0,6235,U,6235.000006,1,1552.534211,0.249003,1421.00001,1,948.999999,1,115.289139,0.049227,6235.000006,1,1552.534211,0.249003,1421.00001,1,948.999999,1,115.289139,0.049227,{1461D0FA-2CB4-4811-A5E9-EAFC5FB58676}
454,13139000900,9,ARC 20,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2207,39,0.007148,0,5456,U,2050.292044,0.375787,556.854199,0.102063,476.775675,0.346242,375.118877,0.479079,49.955174,0.022635,97.272586,0.017829,21.470008,0.003935,16.829713,0.012222,29.275822,0.037389,3.082192,0.001397,{4270B8AB-A356-4660-A271-D6520BF74A7A}
455,13139000500,5,ARC 20,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2638,374,0.050609,1,7390,U,5987.086141,0.810161,2120.554982,0.286949,1725.987597,0.824648,809.279381,0.81253,138.034242,0.052325,3049.248558,0.412618,708.54745,0.095879,691.002427,0.330149,537.12116,0.539278,51.200896,0.019409,{D26DBEA9-7CBD-4B59-8F47-BCE497C6D497}
456,13139001402,14.02,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1889,4,0.000756,0,5291,U,5291.000078,1,1531.815763,0.289513,1242.000017,1,661.000006,1,0,0,5291.000078,1,1531.815763,0.289513,1242.000017,1,661.000006,1,0,0,{A1D886E5-6926-484A-923D-46F7AE65025F}
457,13139001002,10.02,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1940,2,0.000333,0,6013,U,5253.938866,0.873763,1505.537769,0.25038,1468.151394,0.851596,599.348139,0.8853,21.7007,0.011186,3331.180388,0.553996,971.715893,0.161603,867.131835,0.502977,401.846506,0.593569,10.808735,0.005572,{8158FB43-4234-4B30-A957-6234CAD4A235}
458,13139000800,8,ARC 20,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,995,467,0.137272,1,3402,U,3048.67738,0.896143,1846.890325,0.542884,889.524038,0.971096,324.840469,0.958231,149.184785,0.149934,891.853702,0.262156,416.781724,0.122511,272.995125,0.29803,99.033,0.292133,16.659407,0.016743,{79331AF4-2AA6-4BBC-AA11-FB461E5654B0}
459,13139000600,6,ARC 20,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2077,531,0.098662,1,5382,R,3914.060567,0.72725,2148.365738,0.399176,853.40899,0.759261,918.346011,0.702099,128.67052,0.06195,2218.408605,0.41219,1199.210873,0.222819,465.004627,0.413705,408.148153,0.31204,57.398849,0.027635,{2B404C3B-8981-4F6A-AEE6-4C3ABCDDB525}
460,13139000400,4,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2383,114,0.017874,0,6378,U,5193.689554,0.814313,1408.16096,0.220784,1366.071657,0.834497,756.313731,0.749568,188.4891,0.079097,3033.345242,0.475595,842.532702,0.1321,790.417932,0.482845,395.821745,0.392291,117.322574,0.049233,{FA70836D-9BD1-4848-8D02-1788D2D9B0F8}
461,13121007604,76.04,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1165,0,0,1,2730,U,1866.574429,0.683727,1261.587683,0.46212,540.022752,0.680987,117.576767,0.716932,320.131305,0.274791,244.588019,0.089593,165.313114,0.060554,70.903584,0.089412,20.209087,0.123226,40.146709,0.034461,{2BD36B20-8D1D-47C9-B246-B69C28DAF44C}
462,13121007704,77.04,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1733,0,0,1,4551,U,4016.072729,0.882459,2037.975386,0.447808,1217.152116,0.917221,339.797944,0.772268,281.541953,0.162459,1525.394932,0.335178,876.633333,0.192624,472.170653,0.355818,128.819944,0.292773,92.163214,0.053181,{9C7F250E-3B9A-40F1-9AAB-28239168C403}
463,13121007603,76.03,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1984,78,0.018156,1,4296,U,1907.03735,0.44391,1171.753025,0.272754,447.362642,0.419271,253.250187,0.422084,447.627624,0.225619,0,0,0,0,0,0,0,0,0,0,{36815C04-673A-4585-90B5-57B817EC7D11}
464,13121011427,114.27,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2929,0,0,0,7679,U,5246.446575,0.68322,344.880421,0.044912,1513.611409,0.739068,344.760097,0.493926,34.815684,0.011887,703.404184,0.091601,13.027731,0.001697,236.436581,0.115448,28.982696,0.041522,9.579522,0.003271,{9AF64762-A443-42CF-BC56-E139B8106C48}
465,13121011616,116.16,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2227,38,0.008302,0,4577,U,3331.442166,0.727866,950.17805,0.207598,682.326101,0.787905,225.340299,0.645674,64.332927,0.028888,92.010151,0.020103,41.787799,0.00913,18.622935,0.021505,6.516693,0.018672,0.657658,0.000295,{115DCEE1-BA4B-491A-A8AC-9DF87F8DF25D}
466,13121011617,116.17,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2863,0,0,0,7467,U,5644.177993,0.755883,231.036538,0.030941,1666.402887,0.828644,223.568911,0.370761,25.732924,0.008988,3657.646645,0.489842,101.388026,0.013578,1085.286889,0.539675,143.750658,0.238392,21.690079,0.007576,{B32E98C8-023D-4AF7-A891-BE4FE8495601}
467,13121011611,116.11,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2848,19,0.002962,0,6414,U,4169.560718,0.650072,2074.666452,0.323459,949.141852,0.640015,616.52187,0.648288,131.190214,0.046064,1073.604583,0.167385,592.971982,0.09245,139.086568,0.093787,418.657452,0.440229,46.292771,0.016254,{59158E20-0B47-4AEE-88E6-52D1824E0097}
468,13121010800,108,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2397,3,0.000471,1,6372,U,1591.67319,0.249792,920.20152,0.144413,374.740902,0.242394,184.749516,0.367295,77.779331,0.032449,0,0,0,0,0,0,0,0,0,0,{E9EF3516-4149-4126-8DCD-48115A6F0A2B}
469,13121980000,9800,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{CB9DA953-6850-4402-A34D-10141F4D8E55}
470,13121004300,43,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,557,1366,0.56423,1,2421,U,304.112305,0.125614,154.834586,0.063955,23.711346,0.096781,4.845762,0.12425,33.835077,0.060745,0,0,0,0,0,0,0,0,0,0,{08F3ED32-719D-452F-9242-347B2AE85401}
471,13121008904,89.04,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2490,0,0,0,4883,U,4220.070278,0.864237,960.988427,0.196803,816.119108,0.854575,383.730245,0.940515,138.244882,0.05552,1115.30024,0.228405,303.218799,0.062097,177.479495,0.185842,125.846437,0.308447,50.012069,0.020085,{80E957CF-66E5-4D6E-BA3D-C253AE0A8F3D}
472,13121008903,89.03,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,860,0,0,1,2372,U,1477.068124,0.62271,745.736084,0.314391,429.725889,0.63195,16.52321,0.39341,107.198137,0.124649,456.407623,0.192415,230.429214,0.097146,178.272675,0.262166,5.917765,0.140899,24.169853,0.028104,{7D725625-612F-47B7-9D2F-5203A47B1C9D}
473,13121001001,10.01,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,748,1029,0.452905,1,2272,U,1450.199475,0.638292,621.96056,0.27375,11.786664,0.28748,9.813331,0.363457,35.316752,0.047215,0,0,0,0,0,0,0,0,0,0,{1F8163A8-E03E-4D83-BF56-FA64DB25FAC7}
474,13121009101,91.01,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2791,0,0,0,4248,U,233.91944,0.055066,38.363687,0.009031,19.347613,0.071131,34.529249,0.099796,23.478424,0.008412,0,0,0,0,0,0,0,0,0,0,{A3E7A2F9-F69A-4027-BA08-70A1680B9696}
475,13121001201,12.01,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2361,24,0.006899,0,3479,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{4671D984-28B1-4E53-8F8C-5733561A59AE}
476,13121001202,12.02,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2826,153,0.038862,0,3937,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{56B6DFD1-E582-4E6E-9DB5-7B945573C204}
477,13121009102,91.02,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2146,144,0.039162,0,3677,U,167.330289,0.045507,48.95561,0.013314,16.928355,0.035564,9.278041,0.025559,40.74872,0.018988,0,0,0,0,0,0,0,0,0,0,{C788F59F-2846-4339-B569-A8120F28B479}
478,13121010108,101.08,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1385,0,0,0,3830,U,2976.859974,0.777248,89.598606,0.023394,832.907933,0.820599,331.131733,0.779133,11.934259,0.008617,733.94588,0.191631,29.561563,0.007718,217.652626,0.214436,75.968215,0.178749,3.871539,0.002795,{376C9575-CCC3-49A3-A0AB-6F9F01159988}
479,13121007500,75,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1576,207,0.058958,1,3511,U,789.660895,0.224911,473.35816,0.134821,153.060738,0.206839,83.378444,0.19852,120.913733,0.076722,0,0,0,0,0,0,0,0,0,0,{759675DC-1A17-47CE-94FB-1B9F3AF8FC84}
480,13121008101,81.01,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,391,0,0,1,977,U,976.999998,1,539.174278,0.551867,197,1,261.000001,1,36.278351,0.092784,18.098107,0.018524,9.987752,0.010223,2.882425,0.014632,6.288845,0.024095,0.651708,0.001667,{65035988-15D3-4353-8BCF-C9839E7FE4E2}
481,13121006000,60,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1338,22,0.00649,1,3390,U,467.541176,0.137918,263.740936,0.0778,107.087958,0.134871,95.162848,0.215301,31.028584,0.02319,0,0,0,0,0,0,0,0,0,0,{0651FCF9-7522-4424-9675-1D90A491BA92}
482,13121000700,7,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,338,1980,0.708661,1,2794,U,2778.708709,0.994527,2210.578051,0.791188,205.64689,0.998286,52.648687,0.993371,90.897571,0.268928,19.7809,0.00708,7.051235,0.002524,2.569211,0.012472,1.580986,0.02983,2.340004,0.006923,{D055656C-7A40-433B-A79D-2EFD7EA3FBCA}
483,13121001002,10.02,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,341,5608,0.888044,1,6315,U,3376.569321,0.53469,2301.917323,0.364516,52.000001,0.712329,4,0.8,37.623916,0.110334,856.701103,0.135661,584.041068,0.092485,35.754789,0.489792,3.009651,0.60193,36.003176,0.105581,{2C88232A-9110-432A-9CB1-C6CCEF08871A}
484,13121011410,114.10,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2526,4,0.000629,0,6363,U,4742.640071,0.745347,388.816327,0.061106,1096.005292,0.727276,615.709672,0.805903,61.47827,0.024338,1309.074382,0.205732,97.046833,0.015252,258.276404,0.171384,222.65593,0.291434,13.544787,0.005362,{39AD69A3-21FF-42F0-8A0D-B7EDE37E71DA}
485,13121010107,101.07,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,657,41,0.022356,0,1834,U,1797.983127,0.980362,72.715805,0.039649,410.739384,0.977951,335.460327,0.983755,0,0,1185.477983,0.646389,53.805603,0.029338,267.76157,0.637528,214.197453,0.628145,0,0,{53A8C763-8514-488D-9DBF-1F3A781169B3}
486,13121011405,114.05,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2797,51,0.007401,0,6891,U,6313.090959,0.916136,2449.027474,0.355395,1383.956271,0.920184,494.732028,0.894633,168.190726,0.060133,1035.908104,0.150328,336.606261,0.048847,199.103095,0.132382,117.943962,0.21328,40.728476,0.014561,{EB4CEB72-1CA6-4FB8-A8B1-B3AC7376C811}
487,13121010106,101.06,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1871,0,0,0,4070,U,4070.000018,1,493.112083,0.121158,804.000003,1,472.999995,1,77.681142,0.041519,1757.084249,0.431716,172.0069,0.042262,354.861139,0.44137,316.456834,0.669042,12.719158,0.006798,{35AB645A-4D09-4933-BE77-ACB5FC78E850}
488,13121002900,29,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1282,453,0.179548,1,2523,U,2522.999987,1,717.181644,0.284257,201.999997,1,231.999989,1,139.877879,0.109109,607.55897,0.240808,172.703188,0.068452,34.472672,0.170657,125.673761,0.541697,17.957543,0.014007,{6612A288-0076-4999-9D95-B10BB118850F}
489,13121010110,101.10,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2781,0,0,0,5022,U,2599.11564,0.517546,453.410594,0.090285,364.058271,0.504935,404.853159,0.416945,58.440312,0.021014,0,0,0,0,0,0,0,0,0,0,{6BE8872A-91E0-42F9-B22E-793F39BDBBD4}
490,13121010205,102.05,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2196,0,0,0,4907,U,2334.267925,0.475702,143.462753,0.029236,500.067303,0.50258,409.765557,0.508394,60.548195,0.027572,477.45069,0.0973,32.201064,0.006562,114.657295,0.115233,91.914631,0.114038,9.786463,0.004457,{FB33FA20-215B-4EF5-A338-78178DAFC2F2}
491,13121010210,102.10,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2443,0,0,0,5604,U,4581.846251,0.817603,739.124513,0.131892,995.786551,0.805653,441.742473,0.854434,28.262184,0.011569,763.087941,0.136168,94.107412,0.016793,166.543378,0.134744,138.98684,0.268833,0.496069,0.000203,{9881F23C-F6ED-4B6B-B751-5721E447DB87}
492,13121010209,102.09,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2639,0,0,0,5007,U,4250.748081,0.848961,807.824598,0.161339,764.280201,0.857778,121.638332,0.699071,203.804906,0.077228,461.847319,0.09224,96.87966,0.019349,103.903737,0.116615,12.119848,0.069654,22.467293,0.008514,{2A4C21A1-5092-40D6-90D7-B3075100F4CE}
493,13121008902,89.02,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3267,9,0.001561,0,5765,U,1994.41087,0.345952,622.833717,0.108037,161.90017,0.255766,60.317052,0.41032,64.419359,0.019718,38.479132,0.006675,10.737914,0.001863,3.187299,0.005035,0.700186,0.004763,1.386881,0.000425,{6A73D9F9-0AA0-47AE-A90B-4D9E435A94CC}
494,13121008500,85,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1333,0,0,1,3774,U,1570.863561,0.416233,989.361388,0.262152,462.281207,0.432039,229.496357,0.467406,88.189197,0.066158,0,0,0,0,0,0,0,0,0,0,{AA0666D1-6D92-45AB-BBE4-FE247FBCA25C}
495,13121008601,86.01,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1592,132,0.026846,1,4917,U,2354.173596,0.478783,1909.454915,0.388337,1035.466398,0.603067,108.860889,0.182959,303.916174,0.190902,0.398626,8.1e-05,0.334745,6.8e-05,0,0,0,0,0.091549,5.8e-05,{626781D7-69C4-41ED-9FE9-31D773F17A58}
