OBJECTID,ID,NAME,AREA_,PHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGPHONE,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STATE_ID,NBR_STA,TYPE,EMS,GlobalID,last_edited_date
1820,10288309,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 4,678,518-4800,5550 SPALDING DRIVE, ,NORCROSS,GA,30092,2501,GWINNETT,13135,"LOCATED S SIDE OF SPALDING DR NW, .12 MILE W OF PEACHTREE PKY NW.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22701782,-84.224006,33.970068,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6684,0, ,Y,{FDF1E45B-6E13-4363-8381-346C1816798B},2015-12-30T22:12:40.000Z
1821,10288457,COBB COUNTY FIRE DEPARTMENT STATION 21,770,499-4444,4400 LOWER ROSWELL ROAD, ,MARIETTA,GA,30068,4233,COBB,13067,S SIDE OF LOWER ROSWELL RD APPROX 0.16 MILES E OF FAIRFIELD DR SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22651090,-84.423127,33.963244,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6855,0, ,Y,{49CDCAAE-2D1C-4EF1-B512-47A58321BA81},2015-12-30T22:12:40.000Z
1822,10288330,ROSWELL FIRE AND RESCUE STATION 05,770,641-3730,1200 HEMBREE RD, ,ROSWELL,GA,30076,3813,FULTON,13121, , , , ,, ,,PROVIDED,922160,FIRE AND RESCUE SERVICE, ,-84.324413,34.061057, , , , , ,6707,0, ,Y,{9EAC5204-D477-40AA-986C-6E85DBE1D5FF},2015-12-30T22:12:40.000Z
1823,10288302,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 15,678,518-4800,275 SOUTH PERRY STREET, ,LAWRENCEVILLE,GA,30045,4840,GWINNETT,13135,"LOCATED E SIDE OF S PERRY ST, BETWEEN LUCKIE ST AND SEMINARY ST.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,127187538,-83.989231,33.954472,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6677,0, ,Y,{9B17B8E9-0C5E-4FD7-817D-CD587DF18F9D},2015-12-30T22:12:40.000Z
1824,10288280,ROCKDALE COUNTY FIRE DEPARTMENT STATION 3,770,929-1150,2450 OLD SALEM ROAD SOUTHEAST, ,CONYERS,GA,30013,2109,ROCKDALE,13247,"LOC ON THE NORTHEAST SIDE OF OLD SALEM ROAD SOUTHEAST, .06 MI NORTHWEST OF ELLINGTON ROAD SOUTHEAST", , , ,,FAX,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",22805172,-83.996218,33.623286,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6652,0, ,N,{B10738BB-2EC7-4E50-84FD-838FA836201B},2015-12-30T22:12:40.000Z
1825,10288456,COBB COUNTY FIRE DEPARTMENT STATION 20,770,528-8000,1298 HILTON DRIVE, ,MARIETTA,GA,30062,4979,COBB,13067,SE CORNER OF SEWELL MILL RD NE AND HILTON DR, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22671747,-84.470355,33.981997,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6854,0, ,Y,{44299B1F-8C3D-4CDC-BFE9-EF81CAFA022C},2015-12-30T22:12:40.000Z
1826,10288374,ATLANTA FIRE RESCUE STATION 20,404,756-1908,590 MANFORD ROAD, ,ATLANTA,GA,30310,4463,FULTON,13121,S SIDE OF MANFORD RD SW APPROX 0.05 MILES E OF METROPOLITAN PKY SW, , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,22711206,-84.406363,33.718155,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6754,0, ,Y,{3E725F06-8998-47EB-A98D-81839AF4955D},2015-12-30T22:12:40.000Z
1827,10139212,GWINNETT COUNTY FIRE DEPARTMENT STATION 25,678,518-4800,3343 BUNTEN ROAD, ,DULUTH,GA,30096,4105,GWINNETT,13135,LOCATED ON THE NORTHWEST SIDE OF LAWRENCEVILLE HIGHWAY NW 125 YARDS NORTHEAST OF THE RONALD REAGAN PARKWAY NORTH AND LAWRENCEVILLE HIGHWAY NORTHWEST INTERSECTION., , , ,,PHONE,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",22741953,-84.123971,34.004462,NAVTEQ,2006Q4,BLOCKFACE,NO,TGS, ,0, , ,{7BA5CA9E-C136-4FA6-8BC8-780E59FF5631},2015-12-30T22:12:40.000Z
1828,10288472,SMYRNA FIRE DEPARTMENT STATION 1,770,434-6667,2620 ATLANTA ROAD, ,SMYRNA,GA,30080,2118,COBB,13067,SW SIDE OF ATLANTA RD APPROX 0.04 MILES SE OF HILL ST SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22676665,-84.516433,33.889237,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6870,0, ,Y,{DC76D160-6C09-4B10-A64A-44259EE37ABB},2015-12-30T22:12:40.000Z
1829,10287158,GWINNETT COUNTY FIRE ACADEMY,770,614-2101,3608 BRASELTON HIGHWAY, ,DACULA,GA,30019,1067,GWINNETT,13135,"LOCATED N SIDE OF BRASELTON HWY, BETWEEN JIM MOORE RD NE AND ENCLAVE MILL CT NE.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,111705982,-83.906171,34.069326,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6690,0, ,Y,{1BBC3B3F-CDA7-453B-ABFB-9EA2A00A11B5},2015-12-30T22:12:40.000Z
1830,10288380,ATLANTA BUREAU OF FIRE STATION 07,404,758-8631,535 W WHITEHALL ST SW, ,ATLANTA,GA,30310,1940,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.412152,33.740731, , , , , ,6760,0, , ,{51AD7B24-1E44-4E1C-AB3C-310C3A6C4FBA},2015-12-30T22:12:40.000Z
1831,10288383,ATLANTA BUREAU OF FIRE STATION 01,404,523-4595,71 ELLIOTT ST SW, ,ATLANTA,GA,30313,1301,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.398236,33.752709, , , , , ,6763,0, , ,{F9EBC9AA-F4FA-4A98-83DA-87D3BEB0875D},2015-12-30T22:12:40.000Z
1832,0,RIVERDALE FIRE STATION,0, ,7844 TAYLOR ROAD, ,RIVERDALE,GA,30274,0,CLAYTON,13063, , , , ,, ,, ,0, , ,-84.400673,33.540904, , , , , , ,0, , ,{43E6A498-E030-4BFD-B4D8-F7A689981D0D},2015-12-30T22:12:40.000Z
1833,10287766,FAYETTE COUNTY FIRE AND EMERGENCY SERVICES STATION 1,770,460-5730,450 STATE HIGHWAY 279, ,FAYETTEVILLE,GA,30214,0,FAYETTE,13113,"WEST SIDE OF STATE HWY 279, 0.01 MILE SOUTH OF HELMER RD", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,108998678,-84.447101,33.524649,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6790,0, ,Y,{6F2CB7DD-C5C9-40EF-95E9-8B9868575277},2015-12-30T22:12:40.000Z
1834,10288368,HAPEVILLE FIRE DEPARTMENT STATION 2,404,669-2145,835 SOUTH CENTRAL AVENUE, ,HAPEVILLE,GA,30354,0,FULTON,13121,SW SIDE OF S CENTRAL AVE APPROX 0.04  MILES SE OF COLVILLE AVE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22715224,-84.416268,33.663311,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6748,0, ,Y,{DB503ABC-0F63-446A-8B50-340C0AC64706},2015-12-30T22:12:40.000Z
1835,10288468,MARIETTA FIRE DEPARTMENT STATION 55,770,794-5450,149 DODD STREET, ,MARIETTA,GA,30060,2459,COBB,13067,NE CORNER OF DODD ST AND TRADE CENTER PKY SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22675140,-84.523631,33.948292,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6866,0, ,Y,{CF8E31D3-89CF-4116-B07B-12E41E93F1FE},2015-12-30T22:12:40.000Z
1836,10288460,COBB COUNTY FIRE DEPARTMENT STATION 19,770,528-8000,1500 POWERS FERRY ROAD, ,MARIETTA,GA,30067,5414,COBB,13067,SW SIDE OF POWERS FERRY RD APPROX 0.07 MILES SE OF BALEARIC DR SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22652962,-84.466229,33.915563,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6858,0, ,Y,{D04B1734-5DC4-4107-9E65-2EA8C01720FD},2015-12-30T22:12:40.000Z
1837,10288300,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 21,678,518-4800,470 OLD PEACHTREE ROAD, ,SUWANEE,GA,30024,2977,GWINNETT,13135,"LOCATED SE SIDE OF OLD PEACHTREE RD, BETWEEN NORTHRIDGE DR NW AND WHITEHEAD RD NW.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22684671,-84.05604,34.013954,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6675,0, ,Y,{89AA8C13-151E-414D-A5EE-0F7607BDA811},2015-12-30T22:12:40.000Z
1838,10288281,ROCKDALE COUNTY FIRE DEPARTMENT STATION 5,770,929-1150,2100 HIGHTOWER TRAIL NORTHEAST, ,CONYERS,GA,30012,1826,ROCKDALE,13247,LOCATED ON THE NORTH SIDE OF W HIGHTOWER TRAIL NE 0.12 MILES NORTHWEST OF THE INTERSECTION OF PHILIDELPHIA RD NE AND W HIGHTOWER TRL NE, , , ,,PHONE,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",22804286,-83.976702,33.733033,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6653,0, ,N,{63C607D0-4F1C-409E-AA6A-ABA8E07C404B},2015-12-30T22:12:40.000Z
1839,10288314,ATLANTA BUREAU OF FIRE STATION 18,404,377-7933,2007 OAKVIEW RD SE, ,ATLANTA,GA,30317,2507,DEKALB,13089, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.322222,33.750844, , , , , ,6691,0, , ,{8C8FDBE1-1838-4827-86CA-F6707409A1D6},2015-12-30T22:12:40.000Z
1840,10288413,DEKALB COUNTY FIRE DEPARTMENT STATION 18,404,244-4910,4588 BARCLAY DR, ,DUNWOODY,GA,30338,5883,DEKALB,13089, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.29617,33.933462, , , , , ,6805,0, , ,{02A99897-033E-4E43-A7D8-BBC9D281C4F9},2016-05-04T18:48:45.000Z
1841,10288361,COLLEGE PARK FIRE DEPARTMENT STATION 2,404,669-3781,2336 SULLIVAN ROAD, ,COLLEGE PARK,GA,30337,6302,FULTON,13121,S SIDE OF SULLIVAN RD BETWEEN ST JOE BLVD AND EDISON DR, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22734354,-84.463331,33.624521,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6741,0, ,Y,{F85ED2D4-C2F1-4723-91D5-FDC19123CAF0},2015-12-30T22:12:40.000Z
1842,10288459,COBB COUNTY FIRE DEPARTMENT STATION 3,770,528-8000,580 TERRELL MILL ROAD, ,MARIETTA,GA,30067,5037,COBB,13067,W SIDE OF TERRELL MILL RD BETWEEN N PALISADES CIR ST AND HAVERFORD LN SE, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,127188544,-84.461265,33.937372,NAVTEQ,2006Q4,BLOCKFACE,NO,TGS,6857,0, ,Y,{6C7F750C-DB26-42C1-B381-5C0C59BAE009},2015-12-30T22:12:40.000Z
1843,10290464,ROCKDALE COUNTY FIRE DEPARTMENT STATION 1,770,929-1150,1831 CONYERS STATION ROAD NORTHEAST, ,CONYERS,GA,30013,5704,ROCKDALE,13247,LOCATED ON THE SOUTHEAST SIDE OF CONYERS STATION RD NE 0.06 MILES SOUTH WEST OF THE INTERSECTION OF SIGMAN RD NE AND  CONYERS STATION RD NE, , , ,,PHONE,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",22804670,-83.987145,33.667199,NAVTEQ,2006Q4,ONENTITY,NO,TGS, ,0, ,N,{EE5D779A-B46C-48DF-820E-E4E93D3EAA02},2015-12-30T22:12:40.000Z
1844,10288294,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 11,678,518-4800,5885 LIVE OAK PARKWAY, ,NORCROSS,GA,30093,1724,GWINNETT,13135,LOCATED AT NW CORNER OF CENTER PL NW AND LIVE OAK PKY NW., , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22705368,-84.200609,33.911383,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6669,0, ,Y,{36DE36AB-E3D4-41BF-B1EB-E9A9647EA7B2},2015-12-30T22:12:40.000Z
1845,10288287,HENRY COUNTY EMERGENCY SERVICES STATION 7,770,954-2168,51 PRICE QUARTERS ROAD, ,MCDONOUGH,GA,30253,4825,HENRY,13151,"LOCATED ON THE SOUTH SIDE OF PRICE QUARTERS ROAD, BETWEEN CROWN CORNERS DRIVE AND STATE HIGHWAY 155 NORTH.", , , ,,PHONE,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",22810215,-84.147281,33.509469,NAVTEQ,2006Q4,BLOCKFACE, ,TGS,6660,0, ,N,{C509358F-7448-4AF4-904B-8B448343A57A},2015-12-30T22:12:40.000Z
1846,10287159,ATLANTA BUREAU OF FIRE STATION 31,404,344-0942,2406 FAIRBURN RD SW, ,ATLANTA,GA,30331,5206,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.51136,33.689051, , , , , ,6731,0, , ,{C6E50AB2-DAF7-4C9F-BF3F-1DA2BDF6DC94},2015-12-30T22:12:40.000Z
1847,10288323,JOHNS CREEK FIRE DEPARTMENT STATION 12,770,476-1600,10205 MEDLOCK BRIDGE RD, ,DULUTH,GA,30097,0,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.1866,34.029597, , , , , ,6700,0, , ,{0FEB7CF5-D8EB-4A2D-B89A-D4B10CA94189},2015-12-30T22:12:40.000Z
1848,10139875,CANTON CITY FIRE DEPARTMENT STATION 11,770,704-7626,2731 MARIETTA HIGHWAY, ,CANTON,GA,30114,3957,CHEROKEE,13057,SOUTHWEST CORNER OF RIDGE PINE DR AND MARIETTA HWY, , , ,,PHONE,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",123755629,-84.504436,34.210286,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,0, , ,{DF1D09BB-AF2E-41D6-932F-04921740A6AA},2015-12-30T22:12:40.000Z
1849,10288439,CLAYTON COUNTY FIRE DEPARTMENT STATION 05,770,473-3805,2135 WALT STEPHENS RD, ,JONESBORO,GA,30236,3946,CLAYTON,13063, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.321319,33.520481, , , , , ,6835,0, , ,{578252AF-DD3B-460F-B4C8-5AAE28BB416B},2015-12-30T22:12:40.000Z
1850,10288339,ATLANTA BUREAU OF FIRE STATION 26,404,355-9441,2970 HOWELL MILL RD NW, ,ATLANTA,GA,30327,1656,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.420344,33.837246, , , , , ,6716,0, , ,{023C533D-19B2-4570-9C91-A44B647E8F91},2015-12-30T22:12:40.000Z
1851,10288342,ATLANTA BUREAU OF FIRE STATION 23,404,355-6818,1545 HOWELL MILL RD NW, ,ATLANTA,GA,30318,7649,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.415943,33.797593, , , , , ,6719,0, , ,{987557D2-D418-4F6C-9A6A-CAFEAED71688},2015-12-30T22:12:40.000Z
1852,10288312,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 18,678,518-4800, 1515 MINERAL SPRINGS ROAD, ,HOSCHTON,GA,30548,0,GWINNETT,13135,"LOCATED N SIDE OF GA-124, .02 MILE W OF JIM MOORE RD NE.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,111705982,-83.8785,34.059639,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6688,0, ,Y,{D742373C-E075-4594-8AF3-2DAFDFC9C63A},2015-12-30T22:12:40.000Z
1853,10288343,PALMETTO FIRE DEPARTMENT STATION 31,770,463-4243,501 MENEFEE STREET, ,PALMETTO,GA,30268,1250,FULTON,13121,NE SIDE OF MENEFEE ST BETWEEN CENTER ST AND MAIN ST, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22821238,-84.669016,33.518853,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6720,0, ,Y,{44595C11-0B12-4A43-A8D4-C2647A9B9874},2015-12-30T22:12:40.000Z
1854,0,CLAYTON COUNTY FIRE DEPARTMENT STATION 14,0, ,4610 S PARK BLVD, ,ELLENWOOD,GA,30294,0,CLAYTON,13063, , , , ,, ,, ,0, , ,-84.293514,33.630685, , , , , , ,0, , ,{D9A9F573-5258-4C71-A44B-A064C516B0ED},2015-12-30T22:12:40.000Z
1855,10287058,CHEROKEE COUNTY FIRE AND RESCUE,770,720-6346,400 E MAIN ST, ,CANTON,GA,30114,2802,CHEROKEE,13057, , , , ,, ,,PROVIDED,922160,FIRE AND RESCUE SERVICE, ,-84.48729,34.236443, , , , , ,6898,0, ,Y,{FA38F0B6-1937-4CD3-9CA7-6F91C86F0299},2015-12-30T22:12:40.000Z
1856,10139884,ALPHARETTA FIRE DEPARTMENT STATION 4,678,297-6270,525 PARK BRIDGE PARKWAY, ,ALPHARETTA,GA,30005,2400,FULTON,13121,LOCATED ON THE SOUTHEAST SIDE OF PARK BRIDGE PARKWAY 210 YARDS NORTHEAST OF THE PARK BRIDGE PARKWAY AND PARK WOODS CIRCLE INTERSECTION., , , ,,PHONE,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",22647651,-84.238468,34.063454,NAVTEQ,2006Q3,ONENTITY,NO,TGS, ,0, , ,{97F66F68-97F7-4EAD-99ED-6F52C25924D5},2015-12-30T22:12:40.000Z
1857,10288335,ROSWELL FIRE AND RESCUE STATION 01,770,641-3730,1002 ALPHARETTA ST, ,ROSWELL,GA,30075,3661,FULTON,13121, , , , ,, ,,PROVIDED,922160,FIRE AND RESCUE SERVICE, ,-84.36015,34.02595, , , , , ,6712,0, ,Y,{42CE92E8-CFE6-430A-A473-66A0E0B4F22D},2015-12-30T22:12:40.000Z
1858,10142355,YELLOW CREEK VOLUNTEER FIRE DEPARTMENT,770,893-1996,1075 YELLOW CREEK ROAD, ,BALL GROUND,GA,30107,0,CHEROKEE,13057,"WEST SIDE OF YELLOW CREEK ROAD, IN BETWEEN WOODHAVEN LANE AND HIGHTOWER ROAD.", , , ,,PHONE,,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",127169565,-84.28022,34.398861,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS, ,1,LOCAL, ,{9C99486F-122F-40D6-8478-AD97A53668F4},2015-12-30T22:12:40.000Z
1859,10288485,COBB COUNTY FIRE DEPARTMENT STATION 13,770,528-8000,4640 DALLAS HIGHWAY, ,MARIETTA,GA,30064,1518,COBB,13067,NW CORNER OF DALLAS HWY AND MIDWAY RD NW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22817764,-84.686464,33.945116,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6886,0, ,Y,{851412F2-FF16-4091-BECA-670834BA0120},2015-12-30T22:12:40.000Z
1860,10288311,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 14,678,518-4800,1600 UNITED STATES HIGHWAY 23, ,BUFORD,GA,30518,0,GWINNETT,13135,"LOCATED NW SIDE OF US-23, .11 MILE SW OF COMMERCE DR NE.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22678077,-84.012929,34.096282,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6687,0, ,Y,{0D1F81C1-9FB7-48FD-8383-FF256DCC5F03},2015-12-30T22:12:40.000Z
1861,10287094,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 7,678,518-4800,3288 STATE HIGHWAY 120, ,DULUTH,GA,30096,0,GWINNETT,13135,"LOCATED NE SIDE OF GA-120, .06 MILE SE OF HALL CIR NW.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,22700256,-84.137463,33.997097,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6686,0, ,Y,{AAEEBD78-9C2B-4086-B186-0DAAE195C0AB},2015-12-30T22:12:40.000Z
1862,10288298,GWINNETT COUNTY FIRE AND EMERGENCY SERVICES STATION 12,678,518-4800,2815 LENORA CHURCH ROAD, ,SNELLVILLE,GA,30078,3617,GWINNETT,13135,"LOCATED SW SIDE OF LENORA CHURCH RD, APPROX .08 MILE MILE NW OF DORIAN DR SW.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,127187499,-84.012851,33.842627,NAVTEQ,2006Q4,BLOCKFACE,NO,TGS,6673,0, ,Y,{645A5AF3-54A2-48A3-AEFC-CDE15193ED15},2015-12-30T22:12:40.000Z
1863,0,FIRE STATION #11,0, ,165 16TH STREET NW, ,ATLANTA,GA,30363,0,FULTON,13121, , , , ,, ,, ,0, , ,-84.392967,33.790227, , , , , , ,0, , ,{E20122B4-D60F-451B-B295-ADD38ACBFCE6},2015-12-30T22:12:40.000Z
1864,10288501,CHEROKEE COUNTY FIRE DEPARTMENT STATION 2,770,479-4363,125 CHICKASAW DRIVE, ,WALESKA,GA,30183,3817,CHEROKEE,13057,LOCATED ON THE SOUTHWEST SIDE OF CHICKASAW DR APPROX. 0.03 MILES NORTHWEST OF PINEBROOK DR, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,122101394,-84.591414,34.328098,NAVTEQ,2006Q4,BLOCKFACE,NO,TGS,6905,0, ,Y,{955C2096-89B9-4B86-9C27-3B2055D580BB},2015-12-30T22:12:40.000Z
1865,10288486,COBB COUNTY FIRE DEPARTMENT STATION 08,770,528-8000,2380 NORTH COBB PARKWAY, ,KENNESAW,GA,30152,3632,COBB,13067,NE SIDE OF N COBB PKWY NW APPROX 0.16 MILES SE OF COBB INTERNATIONAL DR NW, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,23123334,-84.610041,34.01117,NAVTEQ,2006Q4,ONENTITY,NO,TGS,6887,0, ,Y,{2FD1754E-9BFB-447E-ABBB-73EECE7B4B99},2015-12-30T22:12:40.000Z
1866,10288494,HOLBROOK CAMPGROUND VOLUNTEER FIRE DEPARTMENT,770,889-4451,2250 HOLBROOK CAMPGROUND RD, ,ALPHARETTA,GA,30004,7018,CHEROKEE,13057, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.270657,34.21206, , , , , ,6895,0, , ,{CA86215D-6E9A-41EF-9C4C-CD8672DFD259},2015-12-30T22:12:40.000Z
1867,10288502,CHEROKEE COUNTY FIRE AND EMERGENCY SERVICES STATION 12,770,479-5595,9081 FINCHER ROAD, ,WALESKA,GA,30183,3227,CHEROKEE,13057,LOCATED ON THE WEST SIDE OF FINCHER RD BETWEEN BYARS ST AND LEE ST, , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,104492643,-84.554246,34.315556,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6909,0, ,Y,{23E98941-683C-4E23-9F1D-4AA5E1673FAF},2015-12-30T22:12:40.000Z
1868,10288350,FULTON COUNTY FIRE DEPARTMENT STATION 05,404,964-3600,3175 BETHSAIDA RD, ,FAIRBURN,GA,30213,3103,FULTON,13121, , , , ,, ,,PROVIDED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))", ,-84.493265,33.561855, , , , , ,6727,0, , ,{608E02DD-A5DE-4FF8-B2E9-23B45D9DB6D6},2015-12-30T22:12:40.000Z
1869,10288362,ATLANTA FIRE AND RESCUE STATION 40 - AIRPORT DIVISION,404,767-0034,4600 ASR ROAD,HARTSFIELD INTERNATIONAL AIRPORT,ATLANTA,GA,30320,0,CLAYTON,13063,"LOCATED N SIDE OF ASR RD, .22 MILE N OF S INNER LOOP RD.", , , ,,PHONE,,MANUAL,922160,FIRE AND RESCUE SERVICE,23223666,-84.431204,33.628263,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6742,0, ,Y,{B3EB82C4-3DE6-4A1E-B217-F6CA5CF68AD6},2015-12-30T22:12:40.000Z
1870,10288444,CLAYTON COUNTY FIRE DEPARTMENT STATION 2,770,473-3802,5329 STATE HIGHWAY 42, ,ELLENWOOD,GA,30294,0,CLAYTON,13063,"LOCATED SW SIDE OF GA-42, .26 MILE SE OF FOREST PKY.", , , ,,PHONE,,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,17154732,-84.30383,33.609609,NAVTEQ,2006Q4,ONENTITY,YES,TGS,6841,0, ,Y,{3A3EBFD2-03F5-48E0-AE8A-182D08634C86},2015-12-30T22:12:40.000Z
1871,0,FIRE STATION #43,0, ,750 HICKORY FLAT ROAD, ,MILTON,GA,30004,0,FULTON,13121, , , , ,, ,, ,0, , ,-84.33805,34.168005, , , , , , ,0, , ,{6EAE3665-985D-4F0C-97EE-6D0564ECC2DA},2015-12-30T22:12:40.000Z
