OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,AsianPacif,Black,Hispanic,Other_Race,AgeOvr65,Poverty,AsianCat,BlackCat,HispanCat,OthCat,RaceCat,AgeCat,PovCat,ETA,Population,GlobalID,last_edited_date
316,13,077,170306,13077170306,1703.06,Census Tract 1703.06,5.5,21.6,6.7,2.5,9.4,10.9,3,3,3,3,3,3,3,4,8091,{466A91A9-99AF-4E81-9D89-316D9345FB19},
317,13,077,170403,13077170403,1704.03,Census Tract 1704.03,1.3,11.8,5.1,1.9,9.1,3.8,3,3,3,3,3,3,3,4,3965,{8AB34435-0743-465F-9497-A808F935206F},
318,13,077,170404,13077170404,1704.04,Census Tract 1704.04,1.9,9.1,4.4,2.2,9.1,3.2,3,3,3,3,3,3,3,4,5848,{EA1A97E2-EAE8-4118-8249-9D426E5B274C},
319,13,077,170405,13077170405,1704.05,Census Tract 1704.05,1.9,9.7,9.6,2.1,9.9,12,3,3,3,3,3,3,3,4,7075,{6E4C824E-921C-4EBE-9A7B-2DF93A5DE29B},
320,13,077,170502,13077170502,1705.02,Census Tract 1705.02,0.5,12.3,2.8,1.8,8.8,10,3,3,3,3,3,3,3,4,5579,{F18D09D5-178F-4717-8C1A-DB9B6F658A70},
321,13,077,170603,13077170603,1706.03,Census Tract 1706.03,1.3,12.8,6.5,1.8,10,3.1,3,3,3,3,3,3,3,4,4974,{131E4196-F843-402D-97C9-998ABC12EF27},
322,13,077,170601,13077170601,1706.01,Census Tract 1706.01,0.5,48.9,13.3,2.4,9.7,32.2,3,3,3,3,3,3,2,3,7653,{2BB88A90-5EE1-4BA4-B8EA-C188073B46FD},
323,13,077,170305,13077170305,1703.05,Census Tract 1703.05,1.9,30.5,19.1,2.6,8.1,18.9,3,3,3,3,3,3,3,4,8783,{08607C47-2A72-4FAE-A321-28A28B8B52CA},
324,13,077,170406,13077170406,1704.06,Census Tract 1704.06,1.7,5.2,3.3,1.7,10.6,1.6,3,3,3,3,3,3,3,4,3378,{ED8E1141-5224-418E-9772-EA5DEEBFCC3A},
325,13,077,170501,13077170501,1705.01,Census Tract 1705.01,0.7,8.3,4.3,1.2,12.1,6.9,3,3,3,3,3,2,3,4,6688,{EEFB5967-654B-4CA0-84A3-982A3AE1FCB8},
326,13,077,170503,13077170503,1705.03,Census Tract 1705.03,1.1,10.9,4.7,2.5,9.7,10.5,3,3,3,3,3,3,3,4,5436,{AD574FD9-FF00-41C4-9481-774D56970749},
327,13,077,170602,13077170602,1706.02,Census Tract 1706.02,3.9,11.4,5.6,2,8.1,1.9,3,3,3,3,3,3,3,4,7783,{CBC4C406-26FE-4276-8626-1377A08FE9CF},
328,13,013,180108,13013180108,1801.08,Census Tract 1801.08,4.1,6.1,7.2,1.4,7.5,11.3,3,3,3,3,3,3,3,4,2931,{DAD413DF-0EC6-44B0-AEB6-27033F4A1ADD},
329,13,013,180107,13013180107,1801.07,Census Tract 1801.07,7.3,4.7,5.3,2.2,8.5,25.1,3,3,3,3,3,3,2,3,3854,{4AF230A7-D657-4B77-A388-F24FFF3C886D},
330,13,013,180104,13013180104,1801.04,Census Tract 1801.04,3.8,4.6,8.5,2,7.5,7.4,3,3,3,3,3,3,3,4,2016,{55635DF7-BEE1-4514-9CFC-1A950DBE4DF4},
331,13,013,180105,13013180105,1801.05,Census Tract 1801.05,4.8,4.6,5.4,1.4,8.4,7.3,3,3,3,3,3,3,3,4,2501,{A0E4CAC7-3F30-4B66-BA1F-AD3EBE3B466D},
332,13,013,180302,13013180302,1803.02,Census Tract 1803.02,2.3,6.6,11,2.5,11.8,2.7,3,3,3,3,3,2,3,4,5749,{6B412075-F057-40C4-BAAA-63C35BCEB475},
333,13,013,180301,13013180301,1803.01,Census Tract 1803.01,2.5,5.6,7.6,1.6,10,3.4,3,3,3,3,3,3,3,4,2062,{113C9345-405D-4808-9AD2-380ED00C46B8},
334,13,013,180501,13013180501,1805.01,Census Tract 1805.01,4.2,12.5,11.4,1.8,5.5,12,3,3,3,3,3,3,3,4,5079,{B556C2F2-3AD6-4FCF-B04F-B7848B96E456},
335,13,013,180204,13013180204,1802.04,Census Tract 1802.04,2.7,27.4,10.8,1.4,15.1,21.2,3,3,3,3,3,1,3,4,2416,{ABA35A5D-2B29-4242-AA17-47F38D0653A0},
336,13,013,180502,13013180502,1805.02,Census Tract 1805.02,3,8.4,9.7,2.1,7.9,25.8,3,3,3,3,3,3,2,3,4534,{0DEB9BA9-0980-4544-990C-FCF33C3800A2},
337,13,013,180503,13013180503,1805.03,Census Tract 1805.03,3.4,16.6,11.4,1.9,7.1,14.3,3,3,3,3,3,3,3,4,5404,{C1CF4D45-51EA-441E-A8C7-C4F3179717C0},
338,13,013,180203,13013180203,1802.03,Census Tract 1802.03,2,31.4,11.6,3.5,8.5,25.8,3,3,3,2,2,3,2,3,3187,{0DC928DE-5305-4988-BAA2-FE1D2E8E7B8B},
339,13,013,180401,13013180401,1804.01,Census Tract 1804.01,2.5,8.9,6,2.4,9.2,7.8,3,3,3,3,3,3,3,4,5191,{8452336C-268E-4FF3-BAA2-59EA37286DBC},
340,13,013,180103,13013180103,1801.03,Census Tract 1801.03,6.4,5.2,6.9,1.3,9.7,5.2,3,3,3,3,3,3,3,4,4668,{46D8C436-170A-47ED-BBAF-B752901F8DC2},
341,13,013,180106,13013180106,1801.06,Census Tract 1801.06,3.9,3.8,8.4,2,7.4,15.7,3,3,3,3,3,3,3,4,2624,{6A82897F-30AB-402D-BFD2-ADFE9DAD62DB},
342,13,013,180303,13013180303,1803.03,Census Tract 1803.03,4.3,5.1,7.5,2,9.6,10.2,3,3,3,3,3,3,3,4,4229,{E7A89160-FE3A-42DE-AB1F-A71FAB0C5FC6},
343,13,013,180402,13013180402,1804.02,Census Tract 1804.02,1.6,19.3,9.7,2.2,9.8,10.5,3,3,3,3,3,3,3,4,5993,{A3ABA648-ACF8-4016-9DA8-0C5440AE246D},
344,13,013,180205,13013180205,1802.05,Census Tract 1802.05,1.7,17.6,8.6,2.6,13.6,26.6,3,3,3,3,3,2,2,3,4042,{7336E235-77CC-4A05-87F5-8A4ADB22D7BD},
345,13,013,180206,13013180206,1802.06,Census Tract 1802.06,2.5,8.2,5.4,2.3,12,12.4,3,3,3,3,3,2,3,4,2887,{9D3512BC-FB3B-439A-97D7-FCEA05B979A1},
346,13,089,023413,13089023413,234.13,Census Tract 234.13,0.1,91.4,1.1,1.7,13.7,6.3,3,1,3,3,1,2,3,4,3442,{ED20329C-B317-4DE4-8740-F1D796FA8C83},
347,13,089,023505,13089023505,235.05,Census Tract 235.05,0,92.9,2,1.3,15.2,19.8,3,1,3,3,1,1,3,4,2761,{D344336D-0A64-4CB7-8E58-AD1A8B37C05E},
348,13,089,021210,13089021210,212.10,Census Tract 212.10,5.8,2.8,2.7,1.3,18.7,2.8,3,3,3,3,3,1,3,4,5509,{46950D2D-4A88-4503-A114-8216802F451E},
349,13,089,021211,13089021211,212.11,Census Tract 212.11,6.8,3,4.3,1.6,20.6,0.9,3,3,3,3,3,1,3,4,4598,{C2C51BA0-7807-4396-AC0B-35ADB583A9B1},
350,13,089,023424,13089023424,234.24,Census Tract 234.24,0.2,95.1,0.7,1.3,5.5,10.8,3,1,3,3,1,3,3,4,5087,{4447A029-53AC-4821-B743-D95D6E1D9685},
351,13,089,023427,13089023427,234.27,Census Tract 234.27,0.2,95.7,1.3,1,7.7,12,3,1,3,3,1,3,3,4,2841,{297E70B8-1CF5-443B-A179-FA09BB4A3F2F},
352,13,089,023506,13089023506,235.06,Census Tract 235.06,0.2,93.1,1.6,1.5,15.9,13.5,3,1,3,3,1,1,3,4,5910,{F3820854-8FFE-4B46-B4B5-61A22E79249F},
353,13,089,023700,13089023700,237,Census Tract 237,0.4,83.6,2.9,1.7,10.5,27.9,3,1,3,3,1,3,2,3,5854,{A4CD4C86-F7AA-42E4-B966-D211FAC2683E},
354,13,089,023801,13089023801,238.01,Census Tract 238.01,0.9,65,6.3,1.9,10.8,26.3,3,2,3,3,2,3,2,3,3718,{A1786F0C-866B-472D-94DF-CCB46608221D},
355,13,089,023802,13089023802,238.02,Census Tract 238.02,0.4,71.2,4,1.7,5.3,34.7,3,2,3,3,2,3,1,2,4392,{4076AC41-81DD-41D2-9F92-93936D4D2151},
356,13,089,021706,13089021706,217.06,Census Tract 217.06,8.6,18.3,13.4,2.6,12.2,9.5,2,3,3,3,2,2,3,4,6155,{CA5C234B-2010-4368-B335-C51DB96C3751},
357,13,089,023303,13089023303,233.03,Census Tract 233.03,0.8,78.8,9.5,1.6,8.5,22.5,3,2,3,3,2,3,2,3,6503,{37CB7395-61C6-4F09-9B51-2B072B127232},
358,13,089,023306,13089023306,233.06,Census Tract 233.06,0.3,92.6,2.2,1.7,5.6,13.3,3,1,3,3,1,3,3,4,6877,{D61AD6ED-F02A-4322-A88A-9191343433E9},
359,13,089,021411,13089021411,214.11,Census Tract 214.11,5.8,5.5,5.5,2.1,5,8.8,3,3,3,3,3,3,3,4,3007,{9611835E-341F-4D75-8AA5-35B01C167EB1},
360,13,089,021413,13089021413,214.13,Census Tract 214.13,2.3,9.1,73.4,1.5,2.3,37.4,3,3,1,3,1,3,1,1,5137,{AD719B85-B37D-4EEA-A8B9-EE373EC427FB},
361,13,089,021416,13089021416,214.16,Census Tract 214.16,3.5,5.4,62.3,1,2.6,16.1,3,3,1,3,1,3,3,4,3280,{168CA109-E1C6-4188-902B-2699BB00C5A9},
362,13,089,020802,13089020802,208.02,Census Tract 208.02,0.9,64.1,2.5,1.7,12.2,19.8,3,2,3,3,2,2,3,4,3945,{6560CDB2-74B4-4B03-872B-218D73C8CE27},
363,13,089,020100,13089020100,201,Census Tract 201,2.6,1.9,10.1,2,7.8,1.8,3,3,3,3,3,3,3,4,1750,{2BED3788-20DF-4817-956B-D852FAE36D36},
364,13,089,020300,13089020300,203,Census Tract 203,2.2,5.4,3.4,2.7,3.6,7.2,3,3,3,3,3,3,3,4,3574,{91E35764-BCDB-44EF-92CF-8E2050950AED},
365,13,089,020400,13089020400,204,Census Tract 204,2.9,7.1,4,3.2,3.5,9.7,3,3,3,2,2,3,3,4,2376,{F6F7DE45-C40F-4A08-96AD-988BE1517221},
366,13,089,020500,13089020500,205,Census Tract 205,1.3,58.2,3.3,2.3,15,22.7,3,2,3,3,2,2,2,3,2802,{192DA9E8-85A4-49C9-A022-43E081C3DB3B},
367,13,089,023212,13089023212,232.12,Census Tract 232.12,0.4,91.1,3.2,2,6.6,12.5,3,1,3,3,1,3,3,4,3556,{6C21AF4F-70CF-46D7-A6DC-473B1EA8792F},
368,13,089,023211,13089023211,232.11,Census Tract 232.11,0.8,92.2,2.6,1.5,6.8,6.7,3,1,3,3,1,3,3,4,2984,{BD4AC12B-B918-46B2-9F09-98AAD59C9482},
369,13,089,020801,13089020801,208.01,Census Tract 208.01,1.1,45.5,2.3,2.5,13,13.5,3,3,3,3,3,2,3,4,2444,{106009DD-721B-45E1-9B1C-27DB9E510D2B},
370,13,089,021911,13089021911,219.11,Census Tract 219.11,1.2,82,12.7,2.7,1.3,31.8,3,1,3,3,1,3,2,3,2659,{17895715-5138-4156-B9A6-658D485ABDD6},
371,13,089,021216,13089021216,212.16,Census Tract 212.16,16.7,14.8,5.5,2.6,8.9,15.1,1,3,3,3,1,3,3,4,7712,{EA5F5483-494F-49D9-B040-A77AA9E58D00},
372,13,089,021410,13089021410,214.10,Census Tract 214.10,3.6,11,54.8,1.3,4.9,34.8,3,3,1,3,1,3,1,1,4575,{38AF57AB-3E57-4A9D-AEB3-6D66FF5502A3},
373,13,089,020600,13089020600,206,Census Tract 206,2.3,59.4,2.9,2.3,5.1,36.5,3,2,3,3,2,3,1,2,2000,{4783D840-C2A5-4134-9F08-E3327DB1FC6A},
374,13,089,020700,13089020700,207,Census Tract 207,2.1,53.9,1.6,2.5,8.8,18.2,3,2,3,3,2,3,3,4,2032,{0B6A7200-A014-4011-B4A8-202C550F63D2},
375,13,089,020900,13089020900,209,Census Tract 209,1.1,53.1,2.6,2.1,13.8,16.4,3,2,3,3,2,2,3,4,5402,{B7C9EF29-CC64-4F35-9CDB-4A129E21112A},
376,13,089,023309,13089023309,233.09,Census Tract 233.09,0.3,94,2.3,1.9,3.3,22.7,3,1,3,3,1,3,2,3,9553,{06996DD2-0D62-437B-9FDB-380994A2FBD0},
377,13,089,021908,13089021908,219.08,Census Tract 219.08,9.7,75,5.4,2.5,7.5,38.3,2,2,3,3,2,3,1,2,5213,{3D319375-6444-42E6-BD6B-EB57671E749A},
378,13,089,023310,13089023310,233.10,Census Tract 233.10,0.4,94.1,2.5,1.3,6.4,29.4,3,1,3,3,1,3,2,3,9425,{62A28B7D-21B4-4533-BED7-DB4CC7A82C94},
379,13,089,023208,13089023208,232.08,Census Tract 232.08,1.9,86.4,3.2,2,6.7,12.4,3,1,3,3,1,3,3,4,5916,{5FE89F15-607F-4F6A-BEE1-3B1D4EE1EFD0},
380,13,089,021503,13089021503,215.03,Census Tract 215.03,14.8,12.3,19,1.3,10.7,11.1,1,3,3,3,1,3,3,4,3860,{AD94C6EB-0374-4B98-854E-DF36BC5B6C62},
381,13,089,021504,13089021504,215.04,Census Tract 215.04,12.8,6.7,4.9,2.4,14.8,28.8,2,3,3,3,2,2,2,3,5708,{9D502BC4-F879-4C90-8A38-305CB921D1B0},
382,13,089,021604,13089021604,216.04,Census Tract 216.04,7,4.1,3.3,1.7,18.2,2.4,3,3,3,3,3,1,3,4,3132,{D1AC722D-42A4-4FD2-A57B-0E1AE3A9CC40},
383,13,089,021910,13089021910,219.10,Census Tract 219.10,7.2,70.9,3.7,2.6,7.2,15.2,3,2,3,3,2,3,3,4,4773,{EB37AA0F-8BC8-4E31-B78A-EA24CDBE013C},
384,13,297,110100,13297110100,1101,Census Tract 1101,2.9,6.9,2.5,1.3,12.8,6.4,3,3,3,3,3,2,3,4,8454,{2C948423-8C9A-46EA-9663-30A037E46BD8},
385,13,297,110200,13297110200,1102,Census Tract 1102,1.1,7.1,1.9,1.5,15.3,8.6,3,3,3,3,3,1,3,4,4457,{5DBBFDF4-FE2D-4F70-A749-6236928E344E},
386,13,297,110300,13297110300,1103,Census Tract 1103,0.3,42.3,2.8,1.7,11.8,24.5,3,3,3,3,3,2,2,3,6875,{AB74BD03-1CCC-41DB-BCE4-D03A82D80C3F},
387,13,297,110400,13297110400,1104,Census Tract 1104,0.9,44.1,2.6,1.7,10.6,36.2,3,3,3,3,3,3,1,2,6351,{C8EA326B-7D66-485E-B81E-AB60CF13FEAE},
388,13,297,110700,13297110700,1107,Census Tract 1107,1,18.6,3.8,1.7,14.9,14.1,3,3,3,3,3,2,3,4,7305,{D5D5D9E7-F9C3-4A28-B079-ED8D9F6E2B5C},
389,13,297,110800,13297110800,1108,Census Tract 1108,0.5,25.2,2.6,1.5,15.3,16.1,3,3,3,3,3,1,3,4,6739,{AB2B2708-9CF6-49A8-A732-4556D9FCB7E4},
390,13,089,022401,13089022401,224.01,Census Tract 224.01,4.3,6.4,3.5,1.6,9.7,11.5,3,3,3,3,3,3,3,4,4444,{7B06BC33-F9EC-436A-AD7A-004F5CDA3703},
391,13,089,023101,13089023101,231.01,Census Tract 231.01,0.7,80.7,2.3,1.6,8.9,19.9,3,2,3,3,2,3,3,4,4484,{F33D5810-1C51-4F47-861B-D9296A046BAC},
392,13,089,023418,13089023418,234.18,Census Tract 234.18,0.3,91.3,2,1.9,5,12.9,3,1,3,3,1,3,3,4,16588,{F0E2FFF0-ECD1-44E1-9366-71EB00BBB8AD},
393,13,089,021705,13089021705,217.05,Census Tract 217.05,12.1,22.1,26.5,2.5,8.8,20.2,2,3,3,3,2,3,3,4,5051,{4BF0FF84-684D-411C-BBFC-B78C003E85EE},
394,13,089,021703,13089021703,217.03,Census Tract 217.03,7.3,3,3.9,1.6,24.3,9.5,3,3,3,3,3,1,3,4,4672,{A909AC38-424C-4ED6-92B7-9FFB2C916D2B},
395,13,089,021704,13089021704,217.04,Census Tract 217.04,9.6,11.8,6.2,2.5,14.7,4.2,2,3,3,3,2,2,3,4,5417,{5A0A3871-C952-494F-B4DD-F0CE9A725FC4},
396,13,089,021912,13089021912,219.12,Census Tract 219.12,6.7,26.7,2.2,2.9,23,6.8,3,3,3,3,3,1,3,4,3451,{6D9C41E9-FB41-4C68-98DC-D1704A5C0F89},
397,13,089,023112,13089023112,231.12,Census Tract 231.12,0.2,89.4,3.9,2.9,3.3,37.6,3,1,3,3,1,3,1,1,3991,{3521EB5A-01B0-4F1D-8B59-A643BBE43A0A},
398,13,089,023114,13089023114,231.14,Census Tract 231.14,4,72.6,4.9,2.9,9.3,6.7,3,2,3,3,2,3,3,4,2434,{ECC61BB9-DA2D-41BA-ACE0-F9C0DB8AAE03},
399,13,297,110505,13297110505,1105.05,Census Tract 1105.05,0.4,6.4,3.1,2.2,7.1,8.2,3,3,3,3,3,3,3,4,4251,{294470B0-0644-413C-BD69-55CC83F8BA01},
400,13,089,023107,13089023107,231.07,Census Tract 231.07,1,77.6,3.5,2.2,8.6,31.1,3,2,3,3,2,3,2,3,4452,{06634A57-E7E1-4B52-9C4D-8115B51D851E},
401,13,089,023501,13089023501,235.01,Census Tract 235.01,0.2,92.5,1.5,1.4,10.7,38.4,3,1,3,3,1,3,1,1,3550,{FD0C063F-0F0B-4E25-9B8D-A0D05075398B},
402,13,089,021805,13089021805,218.05,Census Tract 218.05,6.7,30.7,7.8,3,13.9,13.3,3,3,3,3,3,2,3,4,6065,{705DE9E9-D454-4E46-BF63-1C7CF5851682},
403,13,089,021806,13089021806,218.06,Census Tract 218.06,4.5,35.9,20.5,2.3,12,22.6,3,3,3,3,3,2,2,3,5969,{45453D7C-AA05-46FF-A8AB-1558CDA017C0},
404,13,089,023213,13089023213,232.13,Census Tract 232.13,2.2,92,1.5,1.6,8.9,17.3,3,1,3,3,1,3,3,4,5841,{6FD1CAAA-5A16-47DB-8E90-51BD32EDD7B0},
405,13,089,023311,13089023311,233.11,Census Tract 233.11,0.4,89.1,2.3,2.7,6,21,3,1,3,3,1,3,3,4,4066,{A54AECE4-0A62-4215-A6E0-384B75779565},
406,13,297,110503,13297110503,1105.03,Census Tract 1105.03,1,6.5,2.6,2.6,9.4,9.6,3,3,3,3,3,3,3,4,3355,{2D251F65-DEF7-42D9-84D2-27E959284F6F},
407,13,297,110508,13297110508,1105.08,Census Tract 1105.08,1.1,9.4,3.3,1.4,12.2,9.1,3,3,3,3,3,2,3,4,4661,{2FDD1A38-DE31-4F00-8449-A64E6705853E},
408,13,297,110506,13297110506,1105.06,Census Tract 1105.06,1.4,5.8,4.1,1.4,12.2,7.3,3,3,3,3,3,2,3,4,5316,{E210618D-9F28-4FA6-8F7F-77B6CB28C7F8},
409,13,297,110504,13297110504,1105.04,Census Tract 1105.04,2.1,8.2,7.3,1.9,11.7,19.3,3,3,3,3,3,2,3,4,4342,{F968B45F-2121-4799-BC2C-C20C620DF40D},
410,13,297,110602,13297110602,1106.02,Census Tract 1106.02,0.6,3.9,2,1.2,12.2,9.3,3,3,3,3,3,2,3,4,5076,{F4B8AE7D-7240-408A-B158-F7EA53A02C16},
411,13,297,110603,13297110603,1106.03,Census Tract 1106.03,1.3,3.9,2.9,2.1,8.6,19.6,3,3,3,3,3,3,3,4,4950,{3134DFE5-27CF-4AEA-ACF0-8DC181933BA5},
412,13,089,023410,13089023410,234.10,Census Tract 234.10,0.3,97.4,0.9,0.7,7,26.7,3,1,3,3,1,3,2,3,3761,{DA7A7C37-860A-4D4B-AA15-F75096947182},
413,13,089,023411,13089023411,234.11,Census Tract 234.11,0.3,95.1,1.3,1.3,13.5,24.8,3,1,3,3,1,2,2,3,3591,{CB3FD25F-B427-4093-B713-9A68948B4664},
414,13,089,021808,13089021808,218.08,Census Tract 218.08,10,17.8,10.9,2.8,15.2,2.4,2,3,3,3,2,1,3,4,4679,{4E5D17A9-7EB1-4500-83F4-5EA461521EFC},
415,13,089,021809,13089021809,218.09,Census Tract 218.09,6.9,8.1,6.5,1.9,18.7,5.1,3,3,3,3,3,1,3,4,6877,{179B8A1B-D663-4CD8-90C7-EF67363AEF4D},
416,13,089,021810,13089021810,218.10,Census Tract 218.10,9.8,19,5.5,2,18,3,2,3,3,3,2,1,3,4,4984,{A143B403-37B0-4DE6-A9FB-57F612CBDFE3},
417,13,089,021412,13089021412,214.12,Census Tract 214.12,4.6,5.5,19.7,2.3,7.3,8.8,3,3,3,3,3,3,3,4,3486,{001A6976-12F5-4BDD-8E0C-E2C37D0363B6},
418,13,089,023601,13089023601,236.01,Census Tract 236.01,0.8,72.5,2.2,2.7,14.9,17.2,3,2,3,3,2,2,3,4,2502,{EC786A04-4059-4F1A-AAE9-418C0585BC19},
419,13,089,021307,13089021307,213.07,Census Tract 213.07,27,10,35.1,2.1,7.6,27.1,1,3,2,3,1,3,2,3,3975,{E1EE12F4-FE16-47F4-A148-3F727E7B5991},
420,13,089,023312,13089023312,233.12,Census Tract 233.12,0.8,90.3,2.4,2.6,6,18.4,3,1,3,3,1,3,3,4,9236,{9C570009-AE51-4C3B-8740-2E0D4351C459},
421,13,089,023419,13089023419,234.19,Census Tract 234.19,0.4,95.2,1.6,1.2,7.2,8,3,1,3,3,1,3,3,4,8851,{48D4D004-449E-422F-A0A0-14E4E0ED8F5F},
422,13,089,023423,13089023423,234.23,Census Tract 234.23,0.7,93.5,1.8,1.1,5.9,9.7,3,1,3,3,1,3,3,4,8750,{6E109364-A106-492B-B441-9EF3819D3493},
423,13,089,022204,13089022204,222.04,Census Tract 222.04,30.5,20.7,8,5.1,8.8,29.7,1,3,3,1,1,3,2,3,6509,{15F29825-0106-4A50-B092-51F5AE0E2503},
424,13,297,110507,13297110507,1105.07,Census Tract 1105.07,1.5,15.4,4,2,12.6,6.1,3,3,3,3,3,2,3,4,6872,{A372E19E-A9EC-453B-A0E1-A42F1C8C7FF2},
425,13,297,110601,13297110601,1106.01,Census Tract 1106.01,0.8,6,3.3,2.1,9.9,7.1,3,3,3,3,3,3,3,4,4764,{43948117-DD42-472A-B72B-511F759E69FA},
426,13,089,020200,13089020200,202,Census Tract 202,3.4,6.6,3.6,1.5,10.4,9.9,3,3,3,3,3,3,3,4,1943,{2CB2D2A1-9E58-4F6A-B400-B14D62B5BA61},
427,13,089,023108,13089023108,231.08,Census Tract 231.08,0.4,88.1,4,2,8.3,36.4,3,1,3,3,1,3,1,1,4241,{05999151-C7B6-4FC4-9962-1B6E80FA7ED5},
428,13,089,022001,13089022001,220.01,Census Tract 220.01,6,21.1,7,2.5,12.5,23.9,3,3,3,3,3,2,2,3,4125,{E1A41D57-C68F-4CB9-8837-0273114C0971},
429,13,089,023504,13089023504,235.04,Census Tract 235.04,0.3,95.6,0.5,0.6,12.2,36.1,3,1,3,3,1,2,1,1,3488,{1C42D2B7-22F0-4D2D-B567-42BE62AE695C},
430,13,089,023602,13089023602,236.02,Census Tract 236.02,0.1,90.8,0.8,2.1,17,16.4,3,1,3,3,1,1,3,4,2314,{15ED42ED-77B7-4184-ABFF-7E8FBD09FA82},
431,13,089,022301,13089022301,223.01,Census Tract 223.01,9.8,6.9,4.2,3,14.8,14.6,2,3,3,3,2,2,3,4,5657,{D1FD1ECA-8E9F-4D43-AEE4-ABF001FB4E67},
432,13,089,021214,13089021214,212.14,Census Tract 212.14,4.2,2.1,2.9,1.7,18.1,6.6,3,3,3,3,3,1,3,4,5852,{2F8DC257-8641-4F09-8CF2-76AC26608CCE},
433,13,089,021812,13089021812,218.12,Census Tract 218.12,8.9,10.9,31.2,2.2,14,6.5,2,3,2,3,2,2,3,4,2372,{59CFC967-676B-4859-9284-6B86B5B478E7},
434,13,089,021102,13089021102,211.02,Census Tract 211.02,5.3,10.2,4.3,1.8,11.3,11.3,3,3,3,3,3,2,3,4,4774,{8684FA3C-CF42-4A2E-A8DC-712C14004B15},
435,13,089,021415,13089021415,214.15,Census Tract 214.15,7.5,9.6,21.2,2,6.2,17.1,2,3,3,3,2,3,3,4,3855,{E5A019AF-48B1-4171-9C4E-2A63F2AFCE23},
436,13,089,021417,13089021417,214.17,Census Tract 214.17,2.9,14.8,63.7,1.7,1.7,38.3,3,3,1,3,1,3,1,1,5827,{608C69D7-74A5-4F95-8245-0A4DBB120A9B},
437,13,089,023425,13089023425,234.25,Census Tract 234.25,0.1,95.6,1.2,1.2,8.4,12.7,3,1,3,3,1,3,3,4,5489,{B9DC3EA2-EC50-4E1E-BD19-D54DD35A4B30},
438,13,089,023426,13089023426,234.26,Census Tract 234.26,0.4,95.9,1.3,1.5,6.6,17.2,3,1,3,3,1,3,3,4,4432,{F9F2CA83-47E9-4748-AFD6-FEE63E9F8E64},
439,13,089,023428,13089023428,234.28,Census Tract 234.28,0.2,92.7,2.8,1.9,5,24.3,3,1,3,3,1,3,2,3,8631,{A19DC9F2-306C-4B78-B50C-229B4F8A2372},
440,13,089,021909,13089021909,219.09,Census Tract 219.09,1.7,76.8,5.3,2.3,4.8,23.4,3,2,3,3,2,3,2,3,5800,{250A18AC-45D3-4944-A866-54F8ACF90D41},
441,13,089,022008,13089022008,220.08,Census Tract 220.08,27.2,52.9,3.3,4.2,4.7,47.9,1,2,3,1,1,3,1,1,7250,{0198E92A-8A52-498C-B487-A8BA833DCBFE},
442,13,089,022004,13089022004,220.04,Census Tract 220.04,15.9,66.2,3.4,2.6,9.6,25.5,1,2,3,3,1,3,2,3,5409,{8177FF5D-1B82-47D1-96F7-334B5894A4E7},
443,13,089,022403,13089022403,224.03,Census Tract 224.03,4.5,2.9,2.4,2.2,11.5,4.5,3,3,3,3,3,2,3,4,4052,{4878EE17-32E7-465F-9A8F-0F127996F26F},
444,13,089,022700,13089022700,227,Census Tract 227,1.9,31.7,2.8,2.1,8.8,8.6,3,3,3,3,3,3,3,4,4433,{A94E3C53-3822-45F2-AE80-CCCE3F342896},
445,13,089,021305,13089021305,213.05,Census Tract 213.05,7.9,12.7,52.7,1.9,4.3,27.5,2,3,1,3,1,3,2,3,4941,{9BAC8FF3-7C53-4688-B6EA-5CE1A19737FB},
446,13,089,021306,13089021306,213.06,Census Tract 213.06,7.2,21.3,47.9,2.8,4.4,29.8,3,3,1,3,1,3,2,3,5177,{CA22BFC2-39F9-4363-99B6-19492D77E396},
447,13,089,021308,13089021308,213.08,Census Tract 213.08,12.2,4.9,57.5,1.9,6.5,19.2,2,3,1,3,1,3,3,4,4379,{4CAB1F4F-8235-4235-A0CB-DC2236CED8D9},
448,13,089,022005,13089022005,220.05,Census Tract 220.05,18.8,64.1,1.9,2.7,9.5,32.4,1,2,3,3,1,3,2,3,3855,{7B02A60B-3C03-43EA-BF93-326821283C50},
449,13,089,022100,13089022100,221,Census Tract 221,2.9,69.3,3.9,2.2,7,44.8,3,2,3,3,2,3,1,2,3654,{4CD50EE1-64B3-4EDF-82F8-7939109035AC},
450,13,089,022500,13089022500,225,Census Tract 225,2.1,22.7,2.4,2.4,10.5,23.3,3,3,3,3,3,3,2,3,5361,{DC261793-D04C-4EA3-B38F-1FE28FB4C6A8},
451,13,089,022402,13089022402,224.02,Census Tract 224.02,21,11.8,2.8,3,5.9,37.2,1,3,3,3,1,3,1,1,5823,{8F7CC9A8-6496-47C1-9B2D-8DAF65C1C6C0},
452,13,089,023803,13089023803,238.03,Census Tract 238.03,0.3,87.5,1.6,1.9,12.6,21.6,3,1,3,3,1,2,2,3,5194,{787193D5-6995-4AB0-8CD4-82F70A9C05A3},
453,13,089,021602,13089021602,216.02,Census Tract 216.02,6.8,10.8,3.2,1.7,21.8,8,3,3,3,3,3,1,3,4,4172,{77801EA5-49F0-4E56-90EB-D0E16ED26113},
